"sp","mean_baseline","mean_current","per_change","p.yr","mu.psi","r","case","actual.change"
"50",0.732969696969697,0.757393939393939,3.33223085827684,"0.5","0","10","all",1.68393037977044
"51",0.526045197740113,0.611186440677966,16.1851573407797,"0.5","0","10","all",7.40030727584286
"52",0.595561643835616,0.73172602739726,22.8631888858221,"0.5","0","10","all",6.43504707085305
"53",0.609054054054054,0.662567567567568,8.78633237186597,"0.5","0","10","all",8.12745180950364
"54",0.660894308943089,0.794014227642276,20.1423914380613,"0.5","0","10","all",9.83354223796485
"55",0.542326007326007,0.573956043956044,5.83229205362871,"0.5","0","10","all",-8.97736377966101
"56",0.589137426900585,0.530277777777778,-9.99081817505026,"0.5","0","10","all",-2.33220081881858
"57",0.522549019607843,0.691198879551821,32.274457250067,"0.5","0","10","all",10.3646964695445
"58",0.511948148148148,0.696933333333333,36.1335783427141,"0.5","0","10","all",7.66247145133189
"59",0.519160104986877,0.683451443569554,31.6456016177958,"0.5","0","10","all",5.56652101906209
"6",0.66354584092289,0.733005464480874,10.4679464890288,"0.5","0","10","all",-3.6296010640553
"60",0.537154724818276,0.707165109034268,31.650170120631,"0.5","0","10","all",-0.789140994518305
"61",0.562475994513032,0.679327846364883,20.7745491348511,"0.5","0","10","all",3.1490726942938
"62",0.543949275362319,0.630652173913044,15.939519083461,"0.5","0","10","all",0.117623451964892
"63",0.615240384615385,0.627900641025641,2.05777395743793,"0.5","0","10","all",1.00160869006016
"64",0.578492063492064,0.739650793650794,27.8584167924269,"0.5","0","10","all",3.95696762549746
"65",0.59324427480916,0.588944020356234,-0.724870788565064,"0.5","0","10","all",-16.6891497263078
"66",0.62210752688172,0.76652688172043,23.2145326327434,"0.5","0","10","all",5.36727746142115
"7",0.540216271884655,0.731843460350154,35.4723095987036,"0.5","0","10","all",16.7930136265848
"8",0.520484210526316,0.629628070175439,20.9696773584651,"0.5","0","10","all",0.758033432555558
"9",0.586336336336336,0.600045045045045,2.3380281690141,"0.5","0","10","all",-13.3000569722513
"1",0.561323763955343,0.646491228070175,15.1726097457025,"1","0","10","all",10.468622220192
"10",0.51495145631068,0.772597087378641,50.0329939668175,"1","0","10","all",23.891318995458
"11",0.492722400857449,0.819292604501608,66.2787409453786,"1","0","10","all",2.72432283918716
"12",0.568,0.70108,23.4295774647887,"1","0","10","all",1.08988856304231
"13",0.567964480874317,0.711543715846994,25.2796151533373,"1","0","10","all",-12.2076140049632
"14",0.493377386196769,0.736069505628977,49.1899560502793,"1","0","10","all",10.8638300990107
"15",0.440015649452269,0.69622848200313,58.2281182202938,"1","0","10","all",15.4212439890952
"16",0.500930817610063,0.672905660377358,34.3310566492567,"1","0","10","all",16.3779900906343
"17",0.542750373692078,0.776312904833084,43.0331405489764,"1","0","10","all",3.57006056853377
"18",0.565255474452555,0.689677615571776,22.0116649449036,"1","0","10","all",6.49366011836554
"19",0.497417519908987,0.695688282138794,39.8600279029344,"1","0","10","all",5.76125154498382
"2",0.539186991869919,0.649268292682927,20.416164053076,"1","0","10","all",10.7712457780306
"20",0.552323232323232,0.70239898989899,27.1717264081931,"1","0","10","all",3.43559400397659
"21",0.645780682643428,0.695882352941177,7.7583104673654,"1","0","10","all",-18.7911269775053
"22",0.599149560117302,0.745728250244379,24.464457605273,"1","0","10","all",4.77402027046507
"23",0.562583333333333,0.707944444444444,25.8381474349479,"1","0","10","all",-0.881418167075494
"24",0.549315866084425,0.608165938864629,10.7133393396576,"1","0","10","all",0.133996619473699
"25",0.620758620689655,0.670689655172414,8.04355071658704,"1","0","10","all",-2.3015408948921
"26",0.666114864864865,0.588085585585586,-11.7140876739193,"1","0","10","all",-8.90707222251062
"27",0.556534391534392,0.644259259259259,15.7627038075771,"1","0","10","all",0.852660861726157
"28",0.514502164502164,0.655887445887446,27.4800168279344,"1","0","10","all",-6.16840102122027
"29",0.567063725490196,0.740955882352941,30.6653642344032,"1","0","10","all",2.30545775071853
"3",0.524403470715835,0.705046999276934,34.4474319200276,"1","0","10","all",-3.17495784513843
"30",0.500555555555556,0.722222222222222,44.284128745838,"1","0","10","all",-6.08679026138111
"31",0.46084142394822,0.758284789644013,64.5435393258427,"1","0","10","all",11.158082064229
"32",0.539718820861678,0.760770975056689,40.956910459801,"1","0","10","all",11.7315050019864
"33",0.452035256410256,0.737676282051282,63.1899883007764,"1","0","10","all",-0.927965949999218
"34",0.598136200716846,0.564838709677419,-5.56687440076703,"1","0","10","all",-28.650200109265
"35",0.528032786885246,0.787213114754098,49.0841353616889,"1","0","10","all",-6.44771650234498
"36",0.544385342789598,0.66790780141844,22.6902616436869,"1","0","10","all",-5.13545398341151
"37",0.540291164658635,0.687379518072289,27.223905004367,"1","0","10","all",8.90891628508706
"38",0.624640753828033,0.693121319199058,10.9631920349977,"1","0","10","all",-4.19892257953049
"39",0.532720750551876,0.709873068432671,33.2542551979198,"1","0","10","all",-6.20502177644157
"4",0.57235368956743,0.669631043256997,16.9960210727543,"1","0","10","all",-20.4729515697543
"40",0.437396226415094,0.737836477987421,68.6883501567308,"1","0","10","all",8.74997317500184
"41",0.519890616004606,0.702222222222222,35.071147776978,"1","0","10","all",13.1342969609865
"42",0.485967871485944,0.659566265060241,35.7221955936069,"1","0","10","all",9.62549717811521
"43",0.47760162601626,0.695447154471545,45.6123925440463,"1","0","10","all",-1.76441212255456
"44",0.425026455026455,0.683350970017637,60.7784555375742,"1","0","10","all",6.50062099134209
"45",0.557222222222222,0.685432098765432,23.0087515232082,"1","0","10","all",-5.20635164407017
"46",0.540174781523096,0.802896379525593,48.6364056577609,"1","0","10","all",16.6880251389002
"47",0.62847311827957,0.697462365591398,10.9772789488092,"1","0","10","all",3.09343988374331
"48",0.490126050420168,0.671778711484594,37.0624374910701,"1","0","10","all",6.84494454946574
"49",0.553364485981308,0.650529595015576,17.5589708945561,"1","0","10","all",-11.8218530968228
"5",0.508156424581006,0.626601489757914,23.3087804163002,"1","0","10","all",-11.1403544066187
"50",0.533134130146082,0.667450199203187,25.1936729356084,"1","0","10","all",-2.19101171506608
"51",0.542986111111111,0.667083333333333,22.8545849852923,"1","0","10","all",-0.745118959201911
"52",0.512228260869565,0.593134057971014,15.7948717948718,"1","0","10","all",-0.945511443738674
"53",0.533333333333333,0.753593073593074,41.2987012987013,"1","0","10","all",2.34466479597894
"54",0.634613333333333,0.624253333333333,-1.63249012522061,"1","0","10","all",-6.26909430438148
"55",0.546628787878788,0.635075757575758,16.180444875615,"1","0","10","all",-8.77531018878956
"56",0.538672480620155,0.71968023255814,33.6025615657211,"1","0","10","all",-1.41687924276695
"57",0.593760814249364,0.677277353689567,14.0656872996554,"1","0","10","all",-11.8552640806183
"58",0.515156695156695,0.679045584045584,31.813405596726,"1","0","10","all",-5.37477162806393
"59",0.557652068126521,0.64323600973236,15.3471934379022,"1","0","10","all",-0.894436930545248
"6",0.58433908045977,0.757205459770115,29.5832308827145,"1","0","10","all",6.36006472629358
"60",0.615672848311935,0.679277223014741,10.3308721307424,"1","0","10","all",-11.2412776450737
"61",0.526611479028698,0.711092715231788,35.0317536836369,"1","0","10","all",-0.405616764679429
"62",0.593818770226537,0.718705501618123,21.0311188620633,"1","0","10","all",1.36355540477245
"63",0.570402298850575,0.621494252873563,8.95717884130982,"1","0","10","all",-3.36832314423615
"64",0.473194444444444,0.701527777777778,48.253595538597,"1","0","10","all",24.2892414355064
"65",0.582967032967033,0.747738095238095,28.2642161482878,"1","0","10","all",8.54225637988763
"66",0.624755351681957,0.61960244648318,-0.82478768447588,"1","0","10","all",-1.95511171334144
"7",0.627572843822844,0.741043123543124,18.0808141775349,"1","0","10","all",3.45635913512764
"8",0.507516697024894,0.70802671523983,39.5080633583768,"1","0","10","all",0.403881872626567
"9",0.493501805054152,0.713441636582431,44.5671787368934,"1","0","10","all",3.55383229243148
"1",0.670406504065041,0.530878048780488,-20.8125151588649,"-0.5","0","2","all",4.60154508371598
"10",0.672633969118983,0.530890099909173,-21.0729573166615,"-0.5","0","2","all",-21.4195279735135
"11",0.595956989247312,0.505956989247312,-15.1017609699769,"-0.5","0","2","all",-13.785832577245
"12",0.698342967244701,0.417842003853565,-40.1666482728176,"-0.5","0","2","all",-33.4927133373897
"13",0.63084388185654,0.596427566807314,-5.45559940249258,"-0.5","0","2","all",4.9850839742599
"14",0.621092342342342,0.587308558558559,-5.43941399379907,"-0.5","0","2","all",5.54727208550455
"15",0.636512915129151,0.619059040590406,-2.74210846691208,"-0.5","0","2","all",12.5790807671164
"16",0.655185185185185,0.556703703703704,-15.0310910118711,"-0.5","0","2","all",14.5667804557435
"17",0.639801365611421,0.612998137802607,-4.18930456380006,"-0.5","0","2","all",-2.12376848523604
"18",0.694438984438984,0.478460278460278,-31.1011781910816,"-0.5","0","2","all",-15.1755715377796
"19",0.639160756501182,0.568888888888889,-10.9943964640393,"-0.5","0","2","all",2.09821991682455
"2",0.658343949044586,0.540042462845011,-17.9695562435501,"-0.5","0","2","all",-19.9170317073521
"20",0.664121621621622,0.4375,-34.1235120561603,"-0.5","0","2","all",-15.3627677737925
"21",0.655088339222615,0.49394581861013,-24.5985939550857,"-0.5","0","2","all",-8.2064427242097
"22",0.63615873015873,0.534142857142857,-16.0362293527621,"-0.5","0","2","all",15.7695685285573
"23",0.666033452807646,0.603040621266428,-9.45790804886361,"-0.5","0","2","all",2.55361031788734
"24",0.692244333886125,0.599668325041459,-13.373314061664,"-0.5","0","2","all",-2.99096980529358
"25",0.599285714285714,0.597907647907648,-0.229951481441348,"-0.5","0","2","all",5.52374071740624
"26",0.648553719008264,0.545922865013774,-15.8245725815015,"-0.5","0","2","all",-16.7439641409493
"27",0.627004608294931,0.523364055299539,-16.529472291636,"-0.5","0","2","all",-2.9521516195366
"28",0.638502994011976,0.518822355289421,-18.7439432304855,"-0.5","0","2","all",11.1815259036819
"29",0.672526381129733,0.527442582247052,-21.5729528169534,"-0.5","0","2","all",-13.7306131655285
"3",0.626773905272565,0.541081322609473,-13.6720086688719,"-0.5","0","2","all",-3.1047931493663
"30",0.772878787878788,0.364090909090909,-52.8915898843364,"-0.5","0","2","all",1.1950028891979
"31",0.778117647058824,0.437686274509804,-43.7506299768169,"-0.5","0","2","all",-4.66906089912199
"32",0.652825261158595,0.656187084520418,0.514965268938426,"-0.5","0","2","all",6.25822029536981
"33",0.607274939172749,0.535766423357664,-11.7753115108778,"-0.5","0","2","all",-1.55935354289509
"34",0.570721153846154,0.670897435897436,17.5525791143683,"-0.5","0","2","all",23.264052591236
"35",0.591699346405229,0.670588235294118,13.3325969291947,"-0.5","0","2","all",8.44129497196037
"36",0.665390804597701,0.579367816091954,-12.9281901570247,"-0.5","0","2","all",7.08163654010398
"37",0.667448979591837,0.548106575963719,-17.8803784674447,"-0.5","0","2","all",-4.17063019139316
"38",0.746147021546261,0.576147021546261,-22.7837135431707,"-0.5","0","2","all",-3.62591870261148
"39",0.567941767068273,0.559226907630522,-1.53446355649053,"-0.5","0","2","all",15.9750404945927
"4",0.666444444444444,0.570876543209877,-14.3399651735764,"-0.5","0","2","all",-4.50576054647514
"40",0.70225988700565,0.544655367231638,-22.4424778761062,"-0.5","0","2","all",-4.62431554089779
"41",0.637323943661972,0.481633802816901,-24.428729281768,"-0.5","0","2","all",-6.86271032934988
"42",0.602647296206618,0.550734463276836,-8.61413189050196,"-0.5","0","2","all",8.48002090909345
"43",0.591584699453552,0.510382513661202,-13.7262146683909,"-0.5","0","2","all",0.25573372841081
"44",0.688710462287105,0.362919708029197,-47.3044584187098,"-0.5","0","2","all",-15.4376355648396
"45",0.591686746987952,0.581526104417671,-1.71723342157061,"-0.5","0","2","all",21.4423764421849
"46",0.669054054054054,0.546546546546547,-18.3105545456586,"-0.5","0","2","all",4.82125983865996
"47",0.680553410553411,0.514195624195624,-24.4444864691087,"-0.5","0","2","all",-1.43305803796656
"48",0.6496331738437,0.546602870813397,-15.8597662771285,"-0.5","0","2","all",-8.70823194626379
"49",0.676672374429224,0.502796803652968,-25.6956804129798,"-0.5","0","2","all",-12.2788860501888
"5",0.622678275290216,0.547819237147595,-12.0221053332445,"-0.5","0","2","all",0.47735054455557
"50",0.668154050464807,0.494820717131474,-25.942121163937,"-0.5","0","2","all",-12.6869997545694
"51",0.73530612244898,0.429795918367347,-41.548709408826,"-0.5","0","2","all",-1.91186774262643
"52",0.666376811594203,0.521473429951691,-21.7449615774975,"-0.5","0","2","all",-5.0214000823094
"53",0.59531746031746,0.452619047619048,-23.9701373150247,"-0.5","0","2","all",-21.0496047115726
"54",0.609212730318258,0.584505862646566,-4.05554028045093,"-0.5","0","2","all",0.980206414577082
"55",0.617396449704142,0.536272189349112,-13.139735480161,"-0.5","0","2","all",7.91790488769945
"56",0.746486972147349,0.557906558849955,-25.2623850560878,"-0.5","0","2","all",4.08977865056019
"57",0.665918147549811,0.552294022617124,-17.0627764614551,"-0.5","0","2","all",-4.64449500433806
"58",0.615,0.532569105691057,-13.4033974486086,"-0.5","0","2","all",9.1911034576498
"59",0.627304964539007,0.472510638297872,-24.6760881854155,"-0.5","0","2","all",-7.73278508573549
"6",0.643343465045593,0.530445795339412,-17.5485842073766,"-0.5","0","2","all",-3.7042633062766
"60",0.663424908424908,0.473525641025641,-28.6240786240786,"-0.5","0","2","all",-17.5614445351431
"61",0.646019283746556,0.429366391184573,-33.5365983667726,"-0.5","0","2","all",-9.5056702799377
"62",0.719895833333333,0.454791666666667,-36.8253508898857,"-0.5","0","2","all",-13.9224224791998
"63",0.719344729344729,0.562621082621083,-21.7870014654046,"-0.5","0","2","all",4.40381534387785
"64",0.565117370892019,0.524131455399061,-7.25263770042369,"-0.5","0","2","all",4.91723103661879
"65",0.635969945355191,0.533825136612022,-16.0612635061113,"-0.5","0","2","all",-6.38903731936697
"66",0.70452614379085,0.514901960784314,-26.9151378806503,"-0.5","0","2","all",4.10421750962113
"7",0.641056105610561,0.614345434543454,-4.16666666666666,"-0.5","0","2","all",12.4337421584941
"8",0.676055880441845,0.514093567251462,-23.9569417079149,"-0.5","0","2","all",-3.940127285677
"9",0.702916666666667,0.558514957264957,-20.5432188834678,"-0.5","0","2","all",2.14706144528194
"1",0.708363363363363,0.567372372372372,-19.9037666659601,"-1","0","2","all",-1.24615961556175
"10",0.718006134969325,0.462443762781186,-35.5933410233406,"-1","0","2","all",-1.71700936189503
"11",0.683663003663004,0.399450549450549,-41.5720102871839,"-1","0","2","all",-4.86922238621963
"12",0.752237339380197,0.464905517762661,-38.1969634549492,"-1","0","2","all",-5.30772040575395
"13",0.693905723905724,0.496784511784512,-28.4074918724829,"-1","0","2","all",1.67127837625232
"14",0.72645732689211,0.494911433172303,-31.8732959457363,"-1","0","2","all",-14.7696551359083
"15",0.711094147582697,0.568117048346056,-20.1066342231446,"-1","0","2","all",-1.42635674167277
"16",0.652671957671958,0.545330687830688,-16.4464350857282,"-1","0","2","all",3.60212269057892
"17",0.697424242424242,0.410212121212121,-41.1818379317836,"-1","0","2","all",-9.37640360729042
"18",0.645412262156448,0.592107117688513,-8.25908455625438,"-1","0","2","all",8.9679483484075
"19",0.660060882800609,0.477260273972603,-27.6945072176359,"-1","0","2","all",-16.2872710587955
"2",0.630761316872428,0.497695473251029,-21.0960691567444,"-1","0","2","all",-0.341272774961713
"20",0.756145124716553,0.351383219954649,-53.5296587296827,"-1","0","2","all",-8.11487127155546
"21",0.615192878338279,0.544035608308605,-11.5666602353849,"-1","0","2","all",7.23683995759495
"22",0.714647302904564,0.492890733056708,-31.0302115388337,"-1","0","2","all",-10.0163412449818
"23",0.680758082497213,0.444671125975474,-34.6800078606053,"-1","0","2","all",1.63564498493699
"24",0.696288065843621,0.482263374485597,-30.7379519852481,"-1","0","2","all",-4.75179829486448
"25",0.725810945273632,0.390935323383085,-46.1381333625795,"-1","0","2","all",-14.14648361684
"26",0.679849726775956,0.462459016393443,-31.9762885562142,"-1","0","2","all",-3.10084426441446
"27",0.605252918287938,0.557120622568093,-7.9524268723883,"-1","0","2","all",1.72841217004117
"28",0.699565217391304,0.498035426731079,-28.8078631770366,"-1","0","2","all",-9.19169583605003
"29",0.759812446717818,0.382003410059676,-49.7239862666338,"-1","0","2","all",-35.8192352342733
"3",0.708100664767331,0.460712250712251,-34.9368989981626,"-1","0","2","all",-12.4984077382748
"30",0.722222222222222,0.389814814814815,-46.025641025641,"-1","0","2","all",0.452366506830978
"31",0.600311111111111,0.480311111111111,-19.989635004072,"-1","0","2","all",1.75295896895041
"32",0.694561403508772,0.413730994152047,-40.4327692178159,"-1","0","2","all",-19.714622009088
"33",0.669783333333333,0.472016666666667,-29.526961455197,"-1","0","2","all",5.66655171331502
"34",0.821504854368932,0.411763754045307,-49.8768933798184,"-1","0","2","all",-19.9489408763597
"35",0.743142857142857,0.344,-53.7101114955786,"-1","0","2","all",14.6706257324739
"36",0.629025641025641,0.513948717948718,-18.2944725256807,"-1","0","2","all",6.34719774237577
"37",0.708474784747848,0.466740467404674,-34.120384034445,"-1","0","2","all",-3.52975492403313
"38",0.728636363636364,0.343888888888889,-52.8037707077008,"-1","0","2","all",-23.5894804839257
"39",0.664813384813385,0.537747747747748,-19.1129781632337,"-1","0","2","all",9.18950644822591
"4",0.596783216783217,0.480722610722611,-19.4476993984845,"-1","0","2","all",23.9195070892726
"40",0.711615120274914,0.396030927835052,-44.347595132316,"-1","0","2","all",-9.24510338028418
"41",0.712537593984962,0.529298245614035,-25.7164463907282,"-1","0","2","all",3.5237434090602
"42",0.779313725490196,0.508647058823529,-34.7314127563215,"-1","0","2","all",-11.0760193298927
"43",0.680927835051546,0.459003436426117,-32.5914711077467,"-1","0","2","all",-10.5705754864089
"44",0.683891050583658,0.486770428015564,-28.8233955393719,"-1","0","2","all",-4.96402689065716
"45",0.724942528735632,0.380632183908046,-47.4948469954019,"-1","0","2","all",-10.20531577455
"46",0.614318996415771,0.552347670250896,-10.0878088625689,"-1","0","2","all",8.80995657867231
"47",0.673302034428795,0.492723004694836,-26.8199144663444,"-1","0","2","all",-16.4962177592283
"48",0.59981308411215,0.426884735202492,-28.8303729095253,"-1","0","2","all",-14.2023881901965
"49",0.719284037558685,0.470076291079812,-34.6466393616501,"-1","0","2","all",-11.2161333838086
"5",0.770885515496521,0.497318153067679,-35.4874176423772,"-1","0","2","all",-6.80007727830087
"50",0.701710144927536,0.509478260869565,-27.3947705398819,"-1","0","2","all",-6.15716441595705
"51",0.7606,0.401466666666667,-47.2171092996757,"-1","0","2","all",-2.19826035220523
"52",0.631392045454545,0.657310606060606,4.10498687664043,"-1","0","2","all",7.03806850695488
"53",0.756279069767442,0.492906976744186,-34.8247232472325,"-1","0","2","all",4.90380328374854
"54",0.702109144542773,0.505530973451327,-27.9982354053316,"-1","0","2","all",7.54815161131365
"55",0.733755020080321,0.511104417670683,-30.3439971538819,"-1","0","2","all",-6.11823273871828
"56",0.627668488160291,0.4816029143898,-23.2711338111959,"-1","0","2","all",1.8657432885493
"57",0.671840796019901,0.651827227498869,-2.97891533821628,"-1","0","2","all",16.0062378377832
"58",0.658165064102564,0.497035256410256,-24.4816713132617,"-1","0","2","all",-10.4480241625168
"59",0.707768115942029,0.417695652173913,-40.9841100827259,"-1","0","2","all",-21.9549203663339
"6",0.689043927648579,0.399147286821705,-42.0723018075452,"-1","0","2","all",-23.7820531483252
"60",0.706652194886638,0.609917993246503,-13.6890824567032,"-1","0","2","all",11.5430032446741
"61",0.616208213944604,0.502483285577841,-18.4556008493885,"-1","0","2","all",-3.58155148928994
"62",0.690222222222222,0.402444444444444,-41.6934964584675,"-1","0","2","all",2.70929074821907
"63",0.68226917057903,0.596510172143975,-12.5696722251531,"-1","0","2","all",1.9228865570062
"64",0.637922374429224,0.532146118721461,-16.5813678823235,"-1","0","2","all",-0.0405749770799611
"65",0.487627811860941,0.611288343558282,25.3596141748794,"-1","0","2","all",38.1876700870618
"66",0.781231884057971,0.442826086956522,-43.3169464799184,"-1","0","2","all",-13.5008074273545
"7",0.741516986209216,0.554803229061554,-25.1799703338126,"-1","0","2","all",-2.63201523181858
"8",0.715905856595512,0.556743295019157,-22.232331263953,"-1","0","2","all",2.95866685289884
"9",0.694262023217247,0.508225538971808,-26.7962927575005,"-1","0","2","all",-1.48029061204889
"1",0.520062893081761,0.61377358490566,18.019107509977,"0","0","2","all",-0.245017849345403
"10",0.65361380798274,0.540755124056095,-17.2668757220663,"0","0","2","all",-10.4646426503986
"11",0.551028037383178,0.621043613707165,12.706354590683,"0","0","2","all",-3.24147216219532
"12",0.574488448844884,0.526072607260726,-8.42764405124376,"0","0","2","all",-1.50880726385711
"13",0.625054773082942,0.62320813771518,-0.295435767757435,"0","0","2","all",-1.61094968878785
"14",0.486805970149254,0.605024875621891,24.2846046929932,"0","0","2","all",17.3721179188742
"15",0.629922480620155,0.662392764857881,5.15464763311183,"0","0","2","all",4.62314283214776
"16",0.589040935672515,0.643894736842105,9.31239203383437,"0","0","2","all",-3.60751571279601
"17",0.62988717948718,0.6766,7.41606148435209,"0","0","2","all",9.01737548304949
"18",0.566758620689655,0.650659003831418,14.8035477677726,"0","0","2","all",9.45604020798894
"19",0.592739861523244,0.651721068249258,9.95060574708807,"0","0","2","all",-0.913509196204237
"2",0.654677002583979,0.680077519379845,3.87985475213135,"0","0","2","all",-1.90501935429998
"20",0.615515587529976,0.457458033573141,-25.6788872871781,"0","0","2","all",-23.6879069851556
"21",0.625707220573689,0.54813056379822,-12.3982358241515,"0","0","2","all",-0.0966483592776193
"22",0.587166666666667,0.5571,-5.12063582174282,"0","0","2","all",2.81864403457172
"23",0.617943409247757,0.597646652864044,-3.28456555729282,"0","0","2","all",-1.45905058777427
"24",0.592391048292108,0.653050647820966,10.2397900345966,"0","0","2","all",12.9245489200111
"25",0.587838427947598,0.615727802037846,4.74439450779384,"0","0","2","all",10.1586344869886
"26",0.66280637254902,0.563149509803922,-15.0355921235093,"0","0","2","all",-10.528025742189
"27",0.55680303030303,0.593363636363636,6.56616506571605,"0","0","2","all",15.6215395019827
"28",0.618952991452991,0.516965811965812,-16.4773708012566,"0","0","2","all",-22.1243234583979
"29",0.670977587029089,0.626819265617549,-6.58119172162838,"0","0","2","all",-9.6150347094458
"3",0.698001302083333,0.6355078125,-8.95320530159589,"0","0","2","all",-7.2282672226876
"30",0.786071428571429,0.430119047619048,-45.2824473724065,"0","0","2","all",7.28825740755971
"31",0.617227414330218,0.571059190031153,-7.47993741482865,"0","0","2","all",-11.0055059369867
"32",0.618451127819549,0.645934837092732,4.44395814590576,"0","0","2","all",8.54400081945518
"33",0.545745856353591,0.590883977900552,8.27090504150637,"0","0","2","all",-7.01621713394969
"34",0.531484716157205,0.717336244541485,34.9683674307781,"0","0","2","all",13.0689170975758
"35",0.769641025641026,0.570307692307692,-25.8995202558635,"0","0","2","all",-5.9889528498185
"36",0.660551876379691,0.632130242825607,-4.30271028974368,"0","0","2","all",-1.04649677917012
"37",0.568960244648318,0.545061162079511,-4.20048374092986,"0","0","2","all",-16.1161172652831
"38",0.671225710014948,0.567548579970105,-15.4459414319118,"0","0","2","all",3.00200580420009
"39",0.570888888888889,0.584577777777778,2.39782016348773,"0","0","2","all",-18.9917376517126
"4",0.605514834205934,0.563193717277487,-6.9892783029744,"0","0","2","all",-13.4498786025985
"40",0.668950276243094,0.616104972375691,-7.89973571192599,"0","0","2","all",-9.99363166197141
"41",0.613485804416404,0.69282334384858,12.932253503021,"0","0","2","all",12.3759203388305
"42",0.643061224489796,0.484668367346939,-24.6310695017455,"0","0","2","all",-15.0263876190331
"43",0.675393258426966,0.452659176029963,-32.9784284367548,"0","0","2","all",-2.19958991468583
"44",0.540121212121212,0.657212121212121,21.6786355475763,"0","0","2","all",14.8594793920163
"45",0.698506944444444,0.479618055555556,-31.3366804195457,"0","0","2","all",-16.4992707475041
"46",0.608394160583942,0.551605839416058,-9.33413317336533,"0","0","2","all",-8.89047151722314
"47",0.704647058823529,0.639911764705882,-9.18691042657984,"0","0","2","all",3.65262337423598
"48",0.551053837342497,0.688545246277205,24.9506308853181,"0","0","2","all",21.6172589570679
"49",0.623821015585721,0.627787833081951,0.635890327052343,"0","0","2","all",-2.60280482713164
"5",0.695066425120773,0.623405797101449,-10.3098963537006,"0","0","2","all",-6.53342040308123
"50",0.689467455621302,0.608570019723866,-11.7333218903765,"0","0","2","all",-1.89998413970006
"51",0.571809523809524,0.458761904761905,-19.7701532311792,"0","0","2","all",26.0665916118378
"52",0.63687037037037,0.520388888888889,-18.2896688087,"0","0","2","all",-11.1629636494514
"53",0.585384615384615,0.508,-13.2194480946124,"0","0","2","all",21.2133401005061
"54",0.67015873015873,0.561659451659452,-16.1900865595797,"0","0","2","all",-1.62762504238726
"55",0.6428,0.4168,-35.1586807716241,"0","0","2","all",-9.37779746976559
"56",0.64858064516129,0.633591397849462,-2.31108458503266,"0","0","2","all",-0.240442516434312
"57",0.55,0.550299884659746,0.0545244835902136,"0","0","2","all",3.43812008435193
"58",0.631547169811321,0.649830188679245,2.89495697896749,"0","0","2","all",-4.08508809997758
"59",0.584904076738609,0.582817745803357,-0.356696254689324,"0","0","2","all",9.79828647062859
"6",0.625049937578028,0.714026217228464,14.2350673604106,"0","0","2","all",4.9571786461522
"60",0.584783125371361,0.590273321449792,0.938843109562178,"0","0","2","all",-8.31143150394977
"61",0.684624937903626,0.637287630402384,-6.91434168994668,"0","0","2","all",-4.42712214477973
"62",0.564188034188034,0.512905982905983,-9.08953188910772,"0","0","2","all",-1.62837385435445
"63",0.598764805414552,0.561793570219966,-6.17458388673807,"0","0","2","all",2.80629444031017
"64",0.632292993630573,0.592123142250531,-6.35304388704208,"0","0","2","all",11.9011097000557
"65",0.653395252837977,0.606305469556244,-7.20693685440819,"0","0","2","all",-7.27384319267849
"66",0.703212719298246,0.637467105263158,-9.34932094241654,"0","0","2","all",-3.86524770657064
"7",0.626057046979866,0.516034675615213,-17.5738571900767,"0","0","2","all",-24.1594106524237
"8",0.554417009602195,0.638991769547325,15.2547195487048,"0","0","2","all",15.4228981078919
"9",0.559372384937239,0.65765690376569,17.5704989154013,"0","0","2","all",23.9982337157089
"1",0.590693815987934,0.671538461538462,13.6863876618236,"0.5","0","2","all",5.38696136544107
"10",0.632462620932278,0.633280562884785,0.129326528625666,"0.5","0","2","all",-10.6156665642771
"11",0.607002583979328,0.613565891472868,1.08126516538249,"0.5","0","2","all",-11.2431597066063
"12",0.557627401837928,0.612205513784461,9.78755917780309,"0.5","0","2","all",2.52384738511314
"13",0.575363511659808,0.717626886145405,24.725824909403,"0.5","0","2","all",2.65538597983907
"14",0.666223552894212,0.649672654690619,-2.48428596252599,"0.5","0","2","all",-9.354775231182
"15",0.614444444444444,0.617955801104972,0.571468534263135,"0.5","0","2","all",-11.838401931062
"16",0.599270833333333,0.564464285714286,-5.80814978520522,"0.5","0","2","all",-11.0272298158477
"17",0.602556701030928,0.582309278350515,-3.36025184779633,"0.5","0","2","all",-13.7556178169729
"18",0.59510394265233,0.636759856630824,6.99977113121408,"0.5","0","2","all",-3.09069450296238
"19",0.560567010309278,0.689776632302405,23.0498084291188,"0.5","0","2","all",1.03717802226969
"2",0.606357142857143,0.779428571428571,28.5428201201555,"0.5","0","2","all",-3.30977997057256
"20",0.618062330623306,0.57609756097561,-6.78973099774189,"0.5","0","2","all",-15.1689370039087
"21",0.630673400673401,0.56266835016835,-10.7829266990551,"0.5","0","2","all",-20.5335568076982
"22",0.58031862745098,0.64859068627451,11.7645816615281,"0.5","0","2","all",2.52520656554855
"23",0.528524344569288,0.636014981273408,20.3378780577681,"0.5","0","2","all",5.63494315196923
"24",0.58097602739726,0.670622146118722,15.430261231788,"0.5","0","2","all",2.08127422807417
"25",0.61061876247505,0.682335329341317,11.7449006276151,"0.5","0","2","all",-0.225217965862239
