"mean","se","mu.psi.yr","mu.v.yr","r","case","actual","mean.actual","se.actual"
-57.4570705386146,1.16856143231934,"-1","-0.5","5","all",-0.46211715726001,-43.4585165418894,1.01904088787791
-52.3159943296406,1.25913817150087,"-1","0","5","all",-0.46211715726001,-45.3579423428445,1.15986055685559
-32.8235168762337,1.38257427741456,"0","-0.5","5","all",0,-0.450390832497912,1.17816277467776
-14.0978883788468,1.97159844993212,"0","0","5","all",0,0.271183766359033,1.25532689372903
-13.7361981593855,2.07461034336957,"0.5","-0.5","5","all",0.244918662403709,24.6713770592967,1.35981861579464
2.26084857688467,2.01847683606042,"0.5","0","5","all",0.244918662403709,25.3864193505158,1.46294639595181
10.6272303288383,2.55489422646905,"1","-0.5","5","all",0.46211715726001,48.7094551470327,2.38654112457456
21.1744530966495,2.34294708824403,"1","0","5","all",0.46211715726001,48.0749077966357,2.06059358730961
-45.548704560377,1.58710718512788,"-0.5","-0.5","6","all",-0.244918662403709,-25.709270780469,1.50442788552505
-36.8247230754364,1.57098033112802,"-0.5","0","6","all",-0.244918662403709,-21.6176694625515,1.35213032696632
-58.9374008943648,1.35999223068357,"-1","-0.5","6","all",-0.46211715726001,-44.7250027677123,1.29256583959893
-52.5367662760397,1.39461318424734,"-1","0","6","all",-0.46211715726001,-45.1604317318045,1.16871435263834
-29.539683271839,1.80170037822565,"0","-0.5","6","all",0,0.156713637894932,1.16025789345896
-17.0201979298604,1.67936355752639,"0","0","6","all",0,0.456064915974368,1.24294134095087
-15.5072963898403,1.78317334926938,"0.5","-0.5","6","all",0.244918662403709,23.072021988739,1.21196861770513
5.51980084007353,2.59325698411578,"0.5","0","6","all",0.244918662403709,26.2104314973423,1.72913608433849
3.89558730238153,2.23307120116157,"1","-0.5","6","all",0.46211715726001,46.2990556750192,2.04931923729235
26.4667167350074,2.36352345473162,"1","0","6","all",0.46211715726001,50.9328569912794,2.31205300043585
-46.3196128818266,1.43999957605878,"-0.5","-0.5","7","all",-0.244918662403709,-24.023399622207,1.31558005533517
-35.4242143309613,1.73989220041836,"-0.5","0","7","all",-0.244918662403709,-25.8790853215344,1.33455590338295
-61.3879684672752,1.18363300913807,"-1","-0.5","7","all",-0.46211715726001,-46.9257007120394,1.1278984004535
-51.6106659724812,1.41031101826466,"-1","0","7","all",-0.46211715726001,-44.2286553500968,1.15226674493208
-30.8731380491501,1.46805578253866,"0","-0.5","7","all",0,0.445279778150854,0.961166459730102
-15.1350600993084,1.82993884372535,"0","0","7","all",0,1.0705684769508,1.12974304755224
-8.40171427723666,2.23500788979413,"0.5","-0.5","7","all",0.244918662403709,25.59202599745,1.82873779072066
1.14846677025427,2.05318143123902,"0.5","0","7","all",0.244918662403709,26.0186043387534,1.59819263686256
0.710220630469304,2.17831640297207,"1","-0.5","7","all",0.46211715726001,46.4705541534074,2.1135005531591
23.2974791665204,2.47564518306978,"1","0","7","all",0.46211715726001,51.9381372924242,2.29440742669245
-44.3265042526774,1.69648573881071,"-0.5","-0.5","8","all",-0.244918662403709,-25.5430209955064,1.41284473381491
-36.3229459013499,1.51135567233919,"-0.5","0","8","all",-0.244918662403709,-25.3814216487932,1.28173192835478
-60.7055561402812,1.19615609289437,"-1","-0.5","8","all",-0.46211715726001,-44.1197899685411,1.34277894712175
-48.6212366291485,1.55856660690922,"-1","0","8","all",-0.46211715726001,-44.0453170402065,1.21963282409507
-26.9374649044283,2.09957702697446,"0","-0.5","8","all",0,0.92720060187859,1.32471161621349
-15.8335998798249,1.39549811418108,"0","0","8","all",0,-1.41947876291623,1.31425838449066
-8.90754296105184,2.00367360761431,"0.5","-0.5","8","all",0.244918662403709,25.7855165428204,1.67949401510514
6.76510989062683,2.13974692847907,"0.5","0","8","all",0.244918662403709,25.9931863792121,1.60787713811832
1.51712232494677,2.55808168344778,"1","-0.5","8","all",0.46211715726001,44.5796164887827,2.45632012302589
19.8294159473615,2.58829058433054,"1","0","8","all",0.46211715726001,49.7472386294994,2.16090160887231
-46.2359614472254,1.30825819491778,"-0.5","-0.5","9","all",-0.244918662403709,-23.150750579205,1.27202198787671
-33.4957394227976,1.80593538338863,"-0.5","0","9","all",-0.244918662403709,-24.0969611357082,1.00024882040249
-58.9637946993405,1.32997573433486,"-1","-0.5","9","all",-0.46211715726001,-44.4665539532253,1.23637905756643
-53.7489420183771,1.46766091184489,"-1","0","9","all",-0.46211715726001,-46.1860522620195,1.36105824831112
-29.6907412239279,1.68044211651362,"0","-0.5","9","all",0,-0.0497891322806288,1.5801039575555
-13.7244335428583,1.6619138983243,"0","0","9","all",0,-0.150683115245189,1.14979397957718
-9.422192280278,1.65897326938798,"0.5","-0.5","9","all",0.244918662403709,26.4903309557442,1.72150840748505
9.3524845035839,2.09302038559195,"0.5","0","9","all",0.244918662403709,25.669936642398,1.59405897537764
7.22576655469237,1.89143521894149,"1","-0.5","9","all",0.46211715726001,48.5628817718787,2.08281411795685
30.8877284253759,3.04654199052885,"1","0","9","all",0.46211715726001,48.5407405947334,2.42946162928976
