"sp","mean_baseline","mean_current","per_change","mu.psi.yr","mu.v.yr","r","case","actual.change"
"62",0.848461538461538,0.426495726495726,-49.7330512743024,"-0.5","-0.5","5","all",-13.2153587442713
"63",0.702571428571429,0.355714285714286,-49.3696624644164,"-0.5","-0.5","5","all",-27.7066636737612
"64",0.7128,0.3456,-51.5151515151515,"-0.5","-0.5","5","all",-36.0920206927691
"65",0.828818565400844,0.225527426160338,-72.7892888051723,"-0.5","-0.5","5","all",-31.0926325227961
"66",0.704107981220657,0.406713615023474,-42.2370395065844,"-0.5","-0.5","5","all",-18.5021162042922
"7",0.690445292620865,0.392391857506361,-43.1682912896866,"-0.5","-0.5","5","all",-33.1413995090732
"8",0.752242242242242,0.392772772772773,-47.7863976899227,"-0.5","-0.5","5","all",-25.3998074797318
"9",0.713440860215054,0.393189964157706,-44.8882190404421,"-0.5","-0.5","5","all",-17.6268587870657
"1",0.726329588014981,0.446516853932584,-38.5242097664106,"-0.5","0","5","all",-30.3551371122434
"10",0.685780998389694,0.453446054750403,-33.8788832272759,"-0.5","0","5","all",-17.3722545456312
"11",0.722657952069717,0.385446623093682,-46.6626469701538,"-0.5","0","5","all",-24.1370401727736
"12",0.71646017699115,0.465899705014749,-34.9720026350461,"-0.5","0","5","all",-28.763701585719
"13",0.683406326034063,0.429075425790754,-37.2151808601538,"-0.5","0","5","all",-16.9142337143755
"14",0.689876923076923,0.461948717948718,-33.0389664451481,"-0.5","0","5","all",-34.3121820644284
"15",0.672973180076628,0.536375478927203,-20.2976441251153,"-0.5","0","5","all",-12.9138159650507
"16",0.647458333333333,0.456375,-29.5128386640067,"-0.5","0","5","all",-20.1203352436998
"17",0.713636363636364,0.625414522584334,-12.3622961983736,"-0.5","0","5","all",-4.88176919107658
"18",0.723854875283447,0.323038548752834,-55.3724703965917,"-0.5","0","5","all",-39.6620197611441
"19",0.667785087719298,0.454802631578947,-31.893862270533,"-0.5","0","5","all",-20.9233280702089
"2",0.652113821138211,0.593306233062331,-9.01799443128454,"-0.5","0","5","all",-5.99478195989471
"20",0.721527224435591,0.517144754316069,-28.3263698441037,"-0.5","0","5","all",-16.6850203094273
"21",0.681631701631702,0.491072261072261,-27.9563641337802,"-0.5","0","5","all",-16.6067764543865
"22",0.658746177370031,0.37177370030581,-43.563437166334,"-0.5","0","5","all",-35.1387711361182
"23",0.693469945355191,0.418551912568306,-39.6438280603601,"-0.5","0","5","all",-33.1601843071425
"24",0.758432835820895,0.381554726368159,-49.6916920856702,"-0.5","0","5","all",-39.690574938915
"25",0.67776357827476,0.511192758253461,-24.576537506678,"-0.5","0","5","all",-7.68757490964
"26",0.733103448275862,0.449655172413793,-38.6641580432738,"-0.5","0","5","all",-23.2760864000863
"27",0.702991967871486,0.568433734939759,-19.1407923676769,"-0.5","0","5","all",-17.4987955776811
"28",0.682035087719298,0.420912280701754,-38.2858318757074,"-0.5","0","5","all",-17.4761952110131
"29",0.701149144254279,0.502624286878566,-28.3142123188153,"-0.5","0","5","all",-17.4342136448228
"3",0.69890625,0.424704861111111,-39.2329284348064,"-0.5","0","5","all",-26.5334904182522
"30",0.714761904761905,0.747142857142857,4.53031312458361,"-0.5","0","5","all",-21.4693711981412
"31",0.649273504273504,0.516410256410256,-20.4633712894096,"-0.5","0","5","all",-21.3512340359969
"32",0.681912878787879,0.455066287878788,-33.2662130259686,"-0.5","0","5","all",-19.1722981854339
"33",0.607887323943662,0.486596244131455,-19.9528884769849,"-0.5","0","5","all",-23.1369694921229
"34",0.656169590643275,0.482602339181287,-26.4515841540038,"-0.5","0","5","all",-29.3801855153926
"35",0.658275862068965,0.41551724137931,-36.8779465688842,"-0.5","0","5","all",-12.4925941839194
"36",0.685033467202142,0.487965194109772,-28.7676854529821,"-0.5","0","5","all",-20.6498911709816
"37",0.727823439878234,0.462024353120244,-36.5197206073027,"-0.5","0","5","all",-14.451747084064
"38",0.602471264367816,0.54,-10.3691691309739,"-0.5","0","5","all",-35.3512325937324
"39",0.767156398104265,0.311421800947867,-59.4056959288318,"-0.5","0","5","all",-32.7362028864375
"4",0.594305555555556,0.550578703703704,-7.35763807743243,"-0.5","0","5","all",-29.6282587646155
"40",0.700597826086957,0.401648550724638,-42.6705970573785,"-0.5","0","5","all",-30.4612978013882
"41",0.684929971988796,0.547920168067227,-20.003476198266,"-0.5","0","5","all",-17.2944413612706
"42",0.619177679882526,0.498986784140969,-19.411374092871,"-0.5","0","5","all",-4.48242192743673
"43",0.670503875968992,0.486279069767442,-27.4755766229262,"-0.5","0","5","all",-25.6828030499018
"44",0.701477045908184,0.393033932135729,-43.9705212838607,"-0.5","0","5","all",-23.8001144073762
"45",0.739685534591195,0.344025157232704,-53.4903494600799,"-0.5","0","5","all",-38.4565758815864
"46",0.585121951219512,0.52189701897019,-10.8054281876708,"-0.5","0","5","all",-17.4776443090236
"47",0.739469696969697,0.422310606060606,-42.8900727384489,"-0.5","0","5","all",-29.4380611415478
"48",0.651851851851852,0.50281045751634,-22.8643048128342,"-0.5","0","5","all",-17.6264457499149
"49",0.729017857142857,0.540071428571429,-25.9179424372321,"-0.5","0","5","all",-12.0875689081867
"5",0.670167597765363,0.442234636871508,-34.0113371123708,"-0.5","0","5","all",-36.2934263345899
"50",0.603589743589744,0.502628205128205,-16.7268479184367,"-0.5","0","5","all",-27.1731940445023
"51",0.516324786324786,0.567777777777778,9.96523754345309,"-0.5","0","5","all",-11.4545486212726
"52",0.629475308641975,0.430586419753086,-31.5959794067173,"-0.5","0","5","all",-22.3837134081883
"53",0.52,0.559809523809524,7.65567765567764,"-0.5","0","5","all",-26.0124988152591
"54",0.685232067510549,0.45035864978903,-34.2764778325123,"-0.5","0","5","all",-13.9657242379981
"55",0.781949152542373,0.32909604519774,-57.9133701817131,"-0.5","0","5","all",-30.9450950628554
"56",0.712781065088757,0.407514792899408,-42.8274946040179,"-0.5","0","5","all",-29.2717218937153
"57",0.711853619729515,0.465202863961814,-34.6490835940992,"-0.5","0","5","all",-26.5619787381122
"58",0.642315436241611,0.516599552572707,-19.5722968148651,"-0.5","0","5","all",-8.33214303257922
"59",0.689941262848752,0.431703377386197,-37.4289666914973,"-0.5","0","5","all",-30.9511031511839
"6",0.723860759493671,0.382616033755274,-47.1423158753752,"-0.5","0","5","all",-26.3671401147532
"60",0.701094312455004,0.527494600431965,-24.7612495122302,"-0.5","0","5","all",-15.6019146351222
"61",0.770635294117647,0.460352941176471,-40.2631900341964,"-0.5","0","5","all",-30.3350364776501
"62",0.741375,0.494291666666667,-33.3277131456191,"-0.5","0","5","all",-17.3578804744623
"63",0.694641025641026,0.495025641025641,-28.7364807500646,"-0.5","0","5","all",-20.9971677294621
"64",0.607186147186147,0.519350649350649,-14.4659917296449,"-0.5","0","5","all",-2.16112292370187
"65",0.679955555555556,0.474711111111111,-30.184979410419,"-0.5","0","5","all",-32.9553210714704
"66",0.715016835016835,0.362289562289562,-49.3313241665097,"-0.5","0","5","all",-34.8314067801176
"7",0.73348643006263,0.463583855254001,-36.7972144741086,"-0.5","0","5","all",-33.072967538918
"8",0.720689941812136,0.475295095594347,-34.0499890425495,"-0.5","0","5","all",-28.4838865549534
"9",0.660918518518519,0.5312,-19.6270061866762,"-0.5","0","5","all",-21.0532902439346
"1",0.801614583333333,0.257864583333333,-67.8318497823403,"-1","-0.5","5","all",-42.670128847308
"10",0.798983739837398,0.300752032520325,-62.3581785805139,"-1","-0.5","5","all",-36.1141813836253
"11",0.827319587628866,0.299707903780069,-63.7736240913811,"-1","-0.5","5","all",-39.4796052714329
"12",0.802662473794549,0.310188679245283,-61.3550291221563,"-1","-0.5","5","all",-44.0945922523907
"13",0.734786324786325,0.312421652421652,-57.4812919235392,"-1","-0.5","5","all",-42.0419715434879
"14",0.80125860373648,0.472064896755162,-41.084576870214,"-1","-0.5","5","all",-37.418168610716
"15",0.794007352941177,0.314558823529412,-60.3833865814696,"-1","-0.5","5","all",-51.0711371382368
"16",0.814711934156379,0.257510288065844,-68.3924737971966,"-1","-0.5","5","all",-51.6573943344699
"17",0.764351464435146,0.32676429567643,-57.2494708415444,"-1","-0.5","5","all",-49.5452974066344
"18",0.790702541106129,0.286532137518685,-63.7623350599266,"-1","-0.5","5","all",-53.0531677046085
"19",0.783824884792627,0.40321044546851,-48.5586062280753,"-1","-0.5","5","all",-34.0672900092756
"2",0.762589928057554,0.354892086330935,-53.4622641509434,"-1","-0.5","5","all",-34.6969610401759
"20",0.821766666666667,0.267,-67.5090252707581,"-1","-0.5","5","all",-46.8753598869769
"21",0.776877192982456,0.374578947368421,-51.7840205952757,"-1","-0.5","5","all",-47.0554255112352
"22",0.778148148148148,0.41156378600823,-47.1098418742398,"-1","-0.5","5","all",-40.4957279727152
"23",0.832740740740741,0.350740740740741,-57.8811599359545,"-1","-0.5","5","all",-34.5336766292855
"24",0.814777415852334,0.347100977198697,-57.399288389014,"-1","-0.5","5","all",-35.4379605192775
"25",0.76981981981982,0.362290862290862,-52.9382261974421,"-1","-0.5","5","all",-39.9261750097991
"26",0.834519015659955,0.242281879194631,-70.9674825081093,"-1","-0.5","5","all",-54.9126791895225
"27",0.818428874734607,0.261104033970276,-68.0969181280481,"-1","-0.5","5","all",-48.3915259007986
"28",0.795912408759124,0.308978102189781,-61.1793837123991,"-1","-0.5","5","all",-45.0033552618247
"29",0.761472081218274,0.427089678510998,-43.9126280470191,"-1","-0.5","5","all",-25.0752843601043
"3",0.728983451536643,0.416477541371158,-42.8687248670385,"-1","-0.5","5","all",-34.4438496308759
"30",0.9,0.375666666666667,-58.2592592592593,"-1","-0.5","5","all",-44.294240691704
"31",0.698240740740741,0.423333333333333,-39.3714361490518,"-1","-0.5","5","all",-23.121776743545
"32",0.779837702871411,0.306629213483146,-60.6803810133675,"-1","-0.5","5","all",-47.1071603522938
"33",0.806279069767442,0.329515503875969,-59.1313335256225,"-1","-0.5","5","all",-38.3423668879046
"34",0.78734375,0.286770833333333,-63.5774293841371,"-1","-0.5","5","all",-53.5056658313896
"35",0.715904761904762,0.433904761904762,-39.390714380737,"-1","-0.5","5","all",-37.2407622982411
"36",0.841582491582492,0.29010101010101,-65.5291058211642,"-1","-0.5","5","all",-53.639358596016
"37",0.769265785609398,0.339324522760646,-55.8898199935098,"-1","-0.5","5","all",-37.2869692215973
"38",0.755679012345679,0.397993827160494,-47.3329521320046,"-1","-0.5","5","all",-43.2389625875092
"39",0.843367003367003,0.322222222222222,-61.7933567550303,"-1","-0.5","5","all",-51.7787548617273
"4",0.793255208333333,0.417838541666667,-47.3260890975345,"-1","-0.5","5","all",-37.9791449026657
"40",0.813473389355742,0.258655462184874,-68.2035742570848,"-1","-0.5","5","all",-52.4999300373113
"41",0.806948717948718,0.301961538461538,-62.5798354040227,"-1","-0.5","5","all",-46.7397511374608
"42",0.785731292517007,0.379965986394558,-51.641739356291,"-1","-0.5","5","all",-27.6352370101497
"43",0.793461538461538,0.33051282051282,-58.3454516076911,"-1","-0.5","5","all",-47.5541543336951
"44",0.776211180124224,0.332650103519669,-57.144381318183,"-1","-0.5","5","all",-46.5053012082026
"45",0.733589743589744,0.469615384615385,-35.9839217056973,"-1","-0.5","5","all",-45.0915219838802
"46",0.792273901808786,0.268346253229974,-66.1296109063631,"-1","-0.5","5","all",-48.243310621102
"47",0.756699346405229,0.352124183006536,-53.4657741308573,"-1","-0.5","5","all",-46.8867405989985
"48",0.793265765765766,0.327927927927928,-58.6610260923881,"-1","-0.5","5","all",-44.5913130254764
"49",0.774481481481481,0.343716049382716,-55.6198492021743,"-1","-0.5","5","all",-43.2284024869068
"5",0.874618473895582,0.211285140562249,-75.8425934429241,"-1","-0.5","5","all",-60.6127561621527
"50",0.784704049844237,0.286230529595016,-63.5237603715908,"-1","-0.5","5","all",-45.4478934482869
"51",0.906825396825397,0.146031746031746,-83.8963766847541,"-1","-0.5","5","all",-54.1263866728495
"52",0.739541984732824,0.412722646310433,-44.1921277181393,"-1","-0.5","5","all",-42.2127507621525
"53",0.743550724637681,0.286086956521739,-61.5242179124842,"-1","-0.5","5","all",-51.066997204134
"54",0.741576576576577,0.325630630630631,-56.0894126222438,"-1","-0.5","5","all",-54.9272440048176
"55",0.845625,0.3409375,-59.6821877309682,"-1","-0.5","5","all",-60.5924684256842
"56",0.768123861566484,0.40752276867031,-46.9456959924117,"-1","-0.5","5","all",-45.7347309812963
"57",0.814329349269588,0.303054448871182,-62.7847812260474,"-1","-0.5","5","all",-40.2111198431286
"58",0.778084714548803,0.279705340699816,-64.0520710059172,"-1","-0.5","5","all",-35.5524220401217
"59",0.718722222222222,0.340611111111111,-52.6087964752261,"-1","-0.5","5","all",-36.1248507027644
"6",0.808690476190476,0.287103174603175,-64.4977673094853,"-1","-0.5","5","all",-40.0021883540888
"60",0.772769385699899,0.361550855991944,-53.2136155129274,"-1","-0.5","5","all",-34.8009410122933
"61",0.815392491467577,0.288691695108077,-64.5947567424274,"-1","-0.5","5","all",-52.7462925374652
"62",0.817894736842105,0.250438596491228,-69.3800943800944,"-1","-0.5","5","all",-47.1388020742769
"63",0.745,0.359299516908213,-51.7718769250721,"-1","-0.5","5","all",-34.7660261492664
"64",0.744502923976608,0.30719298245614,-58.7385122928285,"-1","-0.5","5","all",-53.988660509659
"65",0.782666666666667,0.259966666666667,-66.7844974446337,"-1","-0.5","5","all",-44.9087440591016
"66",0.802008368200837,0.480822873082287,-40.0476488592098,"-1","-0.5","5","all",-25.9586046695383
"7",0.815201149425287,0.297672413793103,-63.4847897352744,"-1","-0.5","5","all",-50.5848862697431
"8",0.776223628691983,0.369240506329114,-52.4311689723589,"-1","-0.5","5","all",-40.9933016889089
"9",0.710705467372134,0.407354497354497,-42.683078144775,"-1","-0.5","5","all",-31.1922833604156
"1",0.840382513661202,0.320819672131148,-61.8245659665778,"-1","0","5","all",-51.324439438995
"10",0.749581239530988,0.363266331658291,-51.5374301675978,"-1","0","5","all",-52.2250291572982
"11",0.754814814814815,0.39562091503268,-47.587023032962,"-1","0","5","all",-32.3462572422709
"12",0.751912878787879,0.302083333333333,-59.8246895544193,"-1","0","5","all",-48.8216950784849
"13",0.855846994535519,0.233688524590164,-72.6950581024135,"-1","0","5","all",-57.3509440033106
"14",0.76832285115304,0.392672955974843,-48.8921935114191,"-1","0","5","all",-45.3701294370973
"15",0.777341513292434,0.378486707566462,-51.3101125960223,"-1","0","5","all",-35.5356440710827
"16",0.726088154269972,0.392892561983471,-45.889137610502,"-1","0","5","all",-59.3333494708636
"17",0.689821627647715,0.431861761426979,-37.3951549040839,"-1","0","5","all",-34.5562523441706
"18",0.716301075268817,0.424139784946237,-40.7874984988591,"-1","0","5","all",-33.418924562053
"19",0.772347140039448,0.311992110453649,-59.6046784820471,"-1","0","5","all",-53.0924181141944
"2",0.72765306122449,0.354591836734694,-51.2691067171505,"-1","0","5","all",-48.8146238725446
"20",0.7468359375,0.431640625,-42.2040901720801,"-1","0","5","all",-27.0638321020348
"21",0.720981595092025,0.371431492842536,-48.4825277966871,"-1","0","5","all",-53.2297707512131
"22",0.725942028985507,0.38036231884058,-47.6043122379717,"-1","0","5","all",-52.5412461917124
"23",0.713761140819964,0.358966131907308,-49.707806802857,"-1","0","5","all",-38.0059745189887
"24",0.774340136054422,0.343551020408163,-55.6330604069298,"-1","0","5","all",-44.6048704097562
"25",0.811111111111111,0.290479797979798,-64.1874221668742,"-1","0","5","all",-49.6637777556107
"26",0.755701275045537,0.352695810564663,-53.3286733513305,"-1","0","5","all",-42.6920857597523
"27",0.799962121212121,0.545075757575758,-31.8623040863677,"-1","0","5","all",-47.2637654079955
"28",0.777689768976898,0.285874587458746,-63.2405364114751,"-1","0","5","all",-45.8494292070087
"29",0.756246177370031,0.428998470948012,-43.2726427206648,"-1","0","5","all",-38.2596066160447
"3",0.792558558558559,0.29845045045045,-62.3434196467138,"-1","0","5","all",-58.4336293198205
"30",0.750416666666667,0.449583333333333,-40.0888395335924,"-1","0","5","all",-38.5728880646887
"31",0.663128205128205,0.463794871794872,-30.0595468254582,"-1","0","5","all",-28.9790329009925
"32",0.713333333333333,0.442241521918941,-38.0035249646344,"-1","0","5","all",-26.0583479186018
"33",0.830282485875706,0.262514124293785,-68.3825530756668,"-1","0","5","all",-50.524393464142
"34",0.660428571428571,0.413809523809524,-37.3422741365636,"-1","0","5","all",-48.2031208519778
"35",0.790175438596491,0.500701754385965,-36.6341030195382,"-1","0","5","all",-54.7466913462122
"36",0.697105788423154,0.431976047904192,-38.032927702219,"-1","0","5","all",-30.0940110290884
"37",0.696099656357388,0.406185567010309,-41.6483597857478,"-1","0","5","all",-32.5836024317731
"38",0.776497890295359,0.247383966244726,-68.1410639569635,"-1","0","5","all",-55.1904425612891
"39",0.809870624048706,0.384452054794521,-52.5292011614686,"-1","0","5","all",-44.5043511595531
"4",0.763967391304348,0.383677536231884,-49.7782836546442,"-1","0","5","all",-46.2238269533146
"40",0.729863945578231,0.364965986394558,-49.9953397334328,"-1","0","5","all",-35.0843247398603
"41",0.774679911699779,0.36766004415011,-52.540392670903,"-1","0","5","all",-49.2737501987273
"42",0.765407876230661,0.385527426160338,-49.6311132753282,"-1","0","5","all",-41.9413878721927
"43",0.797107843137255,0.304166666666667,-61.8412151774184,"-1","0","5","all",-51.6912301386713
"44",0.75601226993865,0.339325153374233,-55.1164489166599,"-1","0","5","all",-48.8053377862434
"45",0.720857142857143,0.342,-52.5564803804994,"-1","0","5","all",-40.6258424378746
"46",0.760864197530864,0.246481481481481,-67.6050624695765,"-1","0","5","all",-68.4505495166893
"47",0.809194756554307,0.334007490636704,-58.7234731896971,"-1","0","5","all",-50.1317280506549
"48",0.712324159021407,0.336391437308869,-52.7755119563817,"-1","0","5","all",-49.7165185959746
"49",0.770913580246914,0.335234567901235,-56.5146371148549,"-1","0","5","all",-47.8478816440843
"5",0.758241758241758,0.323516483516484,-57.3333333333333,"-1","0","5","all",-44.9331100689179
"50",0.759477477477478,0.48818018018018,-35.721572441935,"-1","0","5","all",-20.8400983116277
"51",0.953174603174603,0.17968253968254,-81.1490424646128,"-1","0","5","all",-57.7123434092969
"52",0.764694835680751,0.339671361502347,-55.5807956777996,"-1","0","5","all",-46.2346316212336
"53",0.761264367816092,0.310919540229885,-59.1574815038502,"-1","0","5","all",-46.3757045894629
"54",0.758555555555556,0.325037037037037,-57.1505297592891,"-1","0","5","all",-56.3716892531282
"55",0.728058608058608,0.395054945054945,-45.7385791909841,"-1","0","5","all",-41.2406778193939
"56",0.770315315315315,0.337545045045045,-56.1809250920999,"-1","0","5","all",-43.4258303193875
"57",0.750390070921986,0.383167848699764,-48.9375108296709,"-1","0","5","all",-44.5537085838468
"58",0.777468499427262,0.330664375715922,-57.4690966952986,"-1","0","5","all",-45.3273664905807
"59",0.842291666666667,0.252916666666667,-69.9727924808311,"-1","0","5","all",-67.8274496790772
"6",0.7451966873706,0.34175983436853,-54.1383046703526,"-1","0","5","all",-44.6333591634558
"60",0.787932960893855,0.365214152700186,-53.6490830024579,"-1","0","5","all",-52.7077088720608
"61",0.72102633969119,0.437520435967302,-39.3197707375449,"-1","0","5","all",-46.53324919278
"62",0.769069767441861,0.351317829457364,-54.3191210563451,"-1","0","5","all",-37.8993643158947
"63",0.749722222222222,0.354972222222222,-52.6528343831049,"-1","0","5","all",-35.5865826387356
"64",0.736693766937669,0.376205962059621,-48.9331959976457,"-1","0","5","all",-36.4403428887849
"65",0.76908843537415,0.396040816326531,-48.5051655816586,"-1","0","5","all",-43.9599955616107
"66",0.780637254901961,0.333676470588235,-57.2558869701727,"-1","0","5","all",-43.4733907359965
"7",0.779639016897081,0.372135176651306,-52.268271778857,"-1","0","5","all",-41.9949966543646
"8",0.719541446208113,0.367689594356261,-48.8994558556792,"-1","0","5","all",-47.6268275731364
"9",0.808068535825545,0.241619937694704,-70.0990786075022,"-1","0","5","all",-58.8788123900539
"1",0.731339563862928,0.43981308411215,-39.8619867098313,"0","-0.5","5","all",2.38039789661063
"10",0.68952380952381,0.499324116743472,-27.5842095883087,"0","-0.5","5","all",20.079029070811
"11",0.728792650918635,0.401233595800525,-44.9454388302661,"0","-0.5","5","all",-17.4355775144486
"12",0.686181630546956,0.502528379772962,-26.7645245221158,"0","-0.5","5","all",7.39269401897073
"13",0.738167641325536,0.447855750487329,-39.3287208196894,"0","-0.5","5","all",-2.2554061305919
"14",0.710094899169632,0.494400948991696,-30.3753696062545,"0","-0.5","5","all",17.5415927184628
"15",0.656642335766423,0.554387672343877,-15.5723531446075,"0","-0.5","5","all",9.3273569834895
"16",0.718631984585742,0.404354527938343,-43.7327398986514,"0","-0.5","5","all",-0.801966029979316
"17",0.637254901960784,0.50878431372549,-20.16,"0","-0.5","5","all",14.3944871205875
"18",0.695299539170507,0.428479262672811,-38.3748674443266,"0","-0.5","5","all",-10.059291027402
"19",0.628841807909605,0.543545197740113,-13.5640806792148,"0","-0.5","5","all",-0.220674876617459
"2",0.62359649122807,0.435877192982456,-30.1026867351245,"0","-0.5","5","all",-14.5917712117282
"20",0.701843137254902,0.46921568627451,-33.1452198692518,"0","-0.5","5","all",7.26146848889489
"21",0.679379217273954,0.467408906882591,-31.2005879782289,"0","-0.5","5","all",3.26317333089263
"22",0.783969171483622,0.367861271676301,-53.0770743216673,"0","-0.5","5","all",-6.46087896572362
"23",0.705450292397661,0.482046783625731,-31.6682140725512,"0","-0.5","5","all",18.2796089911992
"24",0.738614232209738,0.530571161048689,-28.1666751178946,"0","-0.5","5","all",-2.36114325701877
"25",0.717047898338221,0.53672531769306,-25.147912860921,"0","-0.5","5","all",5.1005959796139
"26",0.663030303030303,0.429807162534435,-35.1753365464517,"0","-0.5","5","all",16.9169919536096
"27",0.714761904761905,0.405403726708075,-43.2812907337138,"0","-0.5","5","all",-1.05284166703944
"28",0.711388888888889,0.388222222222222,-45.4275673565014,"0","-0.5","5","all",-1.91987302265165
"29",0.6820692431562,0.491151368760064,-27.9909813133757,"0","-0.5","5","all",2.22368174347368
"3",0.677677595628415,0.454275956284153,-32.9657702697254,"0","-0.5","5","all",-0.834071954597615
"31",0.596709956709957,0.514502164502164,-13.7768427161927,"0","-0.5","5","all",6.41549563580545
"32",0.681903703703704,0.555081481481482,-18.5982597738358,"0","-0.5","5","all",9.16774840839043
"33",0.754787472035794,0.395279642058166,-47.6303387770829,"0","-0.5","5","all",-15.9729246854233
"34",0.813257575757576,0.313295454545455,-61.4764788076386,"0","-0.5","5","all",-19.7220761024681
"35",0.789494949494949,0.372020202020202,-52.8787103377687,"0","-0.5","5","all",16.6007809485962
"36",0.712464646464646,0.411474747474747,-42.2462925681232,"0","-0.5","5","all",-2.39669371800798
"37",0.685718954248366,0.462581699346405,-32.5406281275318,"0","-0.5","5","all",3.55740919927368
"38",0.784938271604938,0.472641975308642,-39.7860962566845,"0","-0.5","5","all",0.00575492702364829
"39",0.690062724014337,0.501693548387097,-27.2973990728597,"0","-0.5","5","all",-12.2807873670532
"4",0.619043715846995,0.520928961748634,-15.849406364479,"0","-0.5","5","all",-5.03089361980285
"40",0.688894389438944,0.464339933993399,-32.5963542290464,"0","-0.5","5","all",-5.30824880368676
"41",0.735646836638338,0.518356940509915,-29.537256915474,"0","-0.5","5","all",-9.11364373619715
"42",0.696590909090909,0.454621212121212,-34.7362697117999,"0","-0.5","5","all",-10.6291296459898
"43",0.697179487179487,0.416089743589744,-40.3181316660537,"0","-0.5","5","all",-5.13221306072505
"44",0.73863453815261,0.377349397590361,-48.9125706829056,"0","-0.5","5","all",-9.52057533830862
"45",0.570289855072464,0.517971014492754,-9.17407878017789,"0","-0.5","5","all",3.36378530288583
"46",0.644115646258503,0.440612244897959,-31.5942335111158,"0","-0.5","5","all",10.6054191167659
"47",0.681715399610136,0.459044834307992,-32.6632734759236,"0","-0.5","5","all",-1.61343320972689
"48",0.725419847328244,0.38941475826972,-46.3187063734259,"0","-0.5","5","all",3.12590863373905
"49",0.67988867059594,0.567262606417813,-16.5653685741531,"0","-0.5","5","all",9.45881927162822
"5",0.754051724137931,0.358706896551724,-52.4294043672116,"0","-0.5","5","all",-10.4103835798731
"50",0.69062015503876,0.443856589147287,-35.7307217420586,"0","-0.5","5","all",-7.41573736466538
"51",0.601866666666667,0.4276,-28.9543642002658,"0","-0.5","5","all",-10.786780154882
"52",0.657368421052632,0.416641604010025,-36.6197720080827,"0","-0.5","5","all",-0.721571967897607
"53",0.653611111111111,0.487722222222222,-25.3803654908627,"0","-0.5","5","all",-11.9596680189988
"54",0.691151079136691,0.428848920863309,-37.9514937025086,"0","-0.5","5","all",4.29855556404497
"55",0.709824561403509,0.360350877192982,-49.2338111715274,"0","-0.5","5","all",-2.60168146204102
"56",0.663595238095238,0.452571428571429,-31.8000789350938,"0","-0.5","5","all",-5.68124899038341
"57",0.713552479815456,0.428327566320646,-39.9725208114443,"0","-0.5","5","all",-12.2944508701014
"58",0.734683641975309,0.496273148148148,-32.4507693115581,"0","-0.5","5","all",2.77851203299899
"59",0.668981481481482,0.428518518518519,-35.9446366782007,"0","-0.5","5","all",16.2983239296549
"6",0.734004400440044,0.473894389438944,-35.4371187482202,"0","-0.5","5","all",-2.90436706005103
"60",0.733710865561694,0.510718232044199,-30.3924398539175,"0","-0.5","5","all",-8.22950578633669
"61",0.736055846422339,0.490401396160558,-33.3744309559939,"0","-0.5","5","all",-6.91802654910542
"62",0.697536231884058,0.405,-41.9384998961147,"0","-0.5","5","all",2.82620707475471
"63",0.61030303030303,0.505521885521885,-17.1687079333554,"0","-0.5","5","all",-10.6254567780546
"64",0.668487972508591,0.456735395189003,-31.6763481211124,"0","-0.5","5","all",8.78376253909703
"65",0.642181069958848,0.488559670781893,-23.9218199295098,"0","-0.5","5","all",0.771241146349005
"66",0.700148148148148,0.479592592592593,-31.5012695725772,"0","-0.5","5","all",-9.70543981366386
"7",0.69174695863747,0.593026763990268,-14.2711425636985,"0","-0.5","5","all",-10.3414713255202
"8",0.689578630549285,0.56869826937547,-17.5295979049593,"0","-0.5","5","all",6.94525569715929
"9",0.628721804511278,0.51719298245614,-17.7389779159691,"0","-0.5","5","all",6.87044282961516
"1",0.652992125984252,0.542073490813648,-16.9862132722376,"0","0","5","all",1.24873700436673
"10",0.594160583941606,0.642408759124088,8.12039312039311,"0","0","5","all",8.49861883619769
"11",0.546862745098039,0.572997198879552,4.77897864057778,"0","0","5","all",-2.10642547262561
"12",0.7290625,0.457233796296296,-37.2846914638599,"0","0","5","all",-4.01349186108855
"13",0.645263157894737,0.487468671679198,-24.4542841606463,"0","0","5","all",-3.03725193058806
"14",0.62565019875071,0.62946621237933,0.60992766185321,"0","0","5","all",7.7991268874879
"15",0.632532552083333,0.623118489583333,-1.48831273094064,"0","0","5","all",10.3048879781987
"16",0.597449908925319,0.53040072859745,-11.2225609756098,"0","0","5","all",4.58026935872691
"17",0.651823899371069,0.516740041928721,-20.7239804451306,"0","0","5","all",6.6661766401033
"18",0.659873125720877,0.508050749711649,-23.0078131827796,"0","0","5","all",-4.03677432421942
"19",0.613260473588342,0.540036429872495,-11.9401211833195,"0","0","5","all",-7.90518888660138
"2",0.589845679012346,0.522530864197531,-11.4122756527654,"0","0","5","all",-10.2410640405302
"20",0.676056105610561,0.548927392739274,-18.8044619102248,"0","0","5","all",-1.45330375161905
"21",0.61665625,0.5985625,-2.93417118532408,"0","0","5","all",5.0350719705497
"22",0.635659472422062,0.472230215827338,-25.7101897611952,"0","0","5","all",3.41163857864912
"23",0.594407158836689,0.582561521252796,-1.99284907790742,"0","0","5","all",35.1781608468473
"24",0.678727272727273,0.534858585858586,-21.19683305057,"0","0","5","all",5.28113069316817
"25",0.701226903178123,0.517583148558758,-26.1889202748851,"0","0","5","all",3.69076846625119
