"sp","mean_baseline","mean_current","per_change","mu.psi.yr","mu.v.yr","r","case","actual.change"
"58",0.756543859649123,0.301719298245614,-60.1187301440067,"-1","0","1","all",-58.7732418656077
"59",0.761021775544389,0.367437185929648,-51.7179142913741,"-1","0","1","all",-43.8096831650995
"6",0.798407960199005,0.273258706467662,-65.7745513459621,"-1","0","1","all",-54.8540013436634
"60",0.783701707097934,0.372722371967655,-52.4407860041731,"-1","0","1","all",-43.8073871516789
"61",0.742709219858156,0.460801418439716,-37.9566853192261,"-1","0","1","all",-33.1816837937966
"62",0.6656,0.492066666666667,-26.0717147435897,"-1","0","1","all",-39.6702511113215
"63",0.833243243243243,0.554564564564565,-33.4450571232926,"-1","0","1","all",-50.5068556758525
"64",0.790074906367041,0.288352059925094,-63.5031998103816,"-1","0","1","all",-53.8709976301533
"65",0.763511450381679,0.332875318066158,-56.4020529227488,"-1","0","1","all",-38.0460872265162
"66",0.733039215686275,0.327222222222222,-55.3608844902144,"-1","0","1","all",-52.6148971987413
"7",0.778979468599034,0.385126811594203,-50.5600818610997,"-1","0","1","all",-47.9530183358414
"8",0.76484126984127,0.355736961451247,-53.4887857809929,"-1","0","1","all",-41.6927304427996
"9",0.741640625,0.321901041666667,-56.5960883457987,"-1","0","1","all",-56.1346686509884
"1",0.557076923076923,0.502153846153846,-9.85915492957745,"0","-0.5","1","all",-0.245017849345403
"10",0.706015873015873,0.430809523809524,-38.9801929000202,"0","-0.5","1","all",-10.4646426503986
"11",0.657916666666667,0.453305555555556,-31.099852227148,"0","-0.5","1","all",-3.24147216219532
"12",0.72040404040404,0.371144781144781,-48.481024490559,"0","-0.5","1","all",-1.50880726385711
"13",0.689565217391304,0.423478260869565,-38.5876418663304,"0","-0.5","1","all",-1.61094968878785
"14",0.562760416666667,0.516163194444444,-8.28011722967761,"0","-0.5","1","all",17.3721179188742
"15",0.675925925925926,0.561723027375201,-16.895771292436,"0","-0.5","1","all",4.62314283214776
"16",0.673123909249564,0.506404886561955,-24.7679543686803,"0","-0.5","1","all",-3.60751571279601
"17",0.709630522088353,0.547646586345382,-22.8265175610363,"0","-0.5","1","all",9.01737548304949
"18",0.621997549019608,0.532536764705882,-14.3828194266575,"0","-0.5","1","all",9.45604020798894
"19",0.689435028248588,0.485442561205273,-29.588352590893,"0","-0.5","1","all",-0.913509196204237
"2",0.660662878787879,0.522954545454545,-20.8439641085916,"0","-0.5","1","all",-1.90501935429998
"20",0.734200913242009,0.301415525114155,-58.9464518937745,"0","-0.5","1","all",-23.6879069851556
"21",0.682095238095238,0.47352380952381,-30.5780508237922,"0","-0.5","1","all",-0.0966483592776193
"22",0.67,0.442574525745257,-33.9441006350362,"0","-0.5","1","all",2.81864403457172
"23",0.69831693989071,0.485322404371585,-30.5011268311005,"0","-0.5","1","all",-1.45905058777427
"24",0.684899713467049,0.501365807067813,-26.7971942155099,"0","-0.5","1","all",12.9245489200111
"25",0.678229974160207,0.496124031007752,-26.8501762072578,"0","-0.5","1","all",10.1586344869886
"26",0.733988095238095,0.415119047619048,-43.4433541480821,"0","-0.5","1","all",-10.528025742189
