"sp","mean_baseline","mean_current","per_change","p.yr","mu.v.yr","r","case","actual.change"
"16",0.572666666666667,0.564803921568627,-1.37300554680545,"0.5","-0.5","2","all",-8.27279806595704
"17",0.611050505050505,0.606666666666667,-0.717426521638509,"0.5","-0.5","2","all",-1.42272880379835
"18",0.59738683127572,0.571203703703704,-4.38294354699824,"0.5","-0.5","2","all",-16.5710886448751
"19",0.546379018612521,0.607546531302877,11.1950698336998,"0.5","-0.5","2","all",9.9052775755151
"2",0.639444444444444,0.582471264367816,-8.90979358279159,"0.5","-0.5","2","all",2.03429083388418
"20",0.661172161172161,0.499102564102564,-24.5124653739612,"0.5","-0.5","2","all",-11.3176386333165
"21",0.537685185185185,0.597407407407407,11.1072843120372,"0.5","-0.5","2","all",-1.7648806492514
"22",0.60517094017094,0.591652421652422,-2.23383471035474,"0.5","-0.5","2","all",7.86080664572601
"23",0.615280701754386,0.498964912280702,-18.9045079980611,"0.5","-0.5","2","all",-22.3342039552541
"24",0.584848484848485,0.634008658008658,8.40562546262029,"0.5","-0.5","2","all",-3.07601933972969
"25",0.570095238095238,0.639619047619048,12.1951219512195,"0.5","-0.5","2","all",10.1436358838816
"26",0.62203007518797,0.439072681704261,-29.4129497562351,"0.5","-0.5","2","all",-14.9986698887918
"27",0.559382716049383,0.668135802469136,19.4416243654822,"0.5","-0.5","2","all",23.5327103106187
"28",0.551077694235589,0.633483709273183,14.9536110605785,"0.5","-0.5","2","all",4.23102580161041
"29",0.632669649515287,0.602184936614467,-4.81842505392441,"0.5","-0.5","2","all",-8.62209728706907
"3",0.585060240963855,0.601767068273092,2.85557386051619,"0.5","-0.5","2","all",4.54360723952122
"30",0.687708333333333,0.567291666666667,-17.5098455013632,"0.5","-0.5","2","all",-3.9809832243645
"31",0.519771689497717,0.656210045662101,26.2496705613634,"0.5","-0.5","2","all",-8.99018312338896
"32",0.649095143047239,0.604830339321357,-6.81946309412764,"0.5","-0.5","2","all",-6.48594089812793
"33",0.546529411764706,0.621098039215686,13.6440282710867,"0.5","-0.5","2","all",-3.24834614450385
"34",0.546518518518519,0.560962962962963,2.64299268094335,"0.5","-0.5","2","all",1.91476421418977
"35",0.520204081632653,0.663197278911565,27.4879037531058,"0.5","-0.5","2","all",6.44039680440332
"36",0.597212389380531,0.601135693215339,0.656936109258839,"0.5","-0.5","2","all",-2.43065718342723
"37",0.588448275862069,0.555603448275862,-5.58159976560211,"0.5","-0.5","2","all",1.13451727603507
"38",0.548195329087049,0.667112526539278,21.6924864446166,"0.5","-0.5","2","all",0.953839116608337
"39",0.576067415730337,0.547715355805243,-4.92165658929848,"0.5","-0.5","2","all",5.12305431307709
"4",0.52336917562724,0.634372759856631,21.2094233666621,"0.5","-0.5","2","all",15.3913759423309
"40",0.650400432900433,0.613787878787879,-5.62923274040302,"0.5","-0.5","2","all",5.96473931795873
"41",0.58790820165538,0.648645598194131,10.3311020951455,"0.5","-0.5","2","all",10.490600552153
"42",0.664142335766423,0.626952554744526,-5.59967028437971,"0.5","-0.5","2","all",-4.29572179740685
"43",0.503722943722944,0.663116883116883,31.6431763492609,"0.5","-0.5","2","all",5.42586261110348
"44",0.591807628524046,0.579419568822554,-2.09325786022531,"0.5","-0.5","2","all",3.20676373127315
"45",0.554622222222222,0.511866666666667,-7.70895103774341,"0.5","-0.5","2","all",-7.28967072358348
"46",0.566284987277354,0.587175572519084,3.6890586385082,"0.5","-0.5","2","all",0.0400417642941486
"47",0.673461538461538,0.482142857142857,-28.4082565064861,"0.5","-0.5","2","all",-9.33253953763771
"48",0.581346405228758,0.628928104575163,8.18474130371236,"0.5","-0.5","2","all",1.55470049884682
"49",0.613371913580247,0.569128086419753,-7.21321374209049,"0.5","-0.5","2","all",-3.26102099185373
"5",0.636650679456435,0.651462829736211,2.32657417289222,"0.5","-0.5","2","all",3.59059973064954
"50",0.678756756756757,0.472972972972973,-30.3177510551883,"0.5","-0.5","2","all",-17.5922126254585
"51",0.506818181818182,0.506060606060606,-0.149476831091176,"0.5","-0.5","2","all",-13.5408864244839
"52",0.56519298245614,0.602070175438597,6.52470821951826,"0.5","-0.5","2","all",11.5635459459789
"53",0.478187134502924,0.637368421052632,33.2884921120215,"0.5","-0.5","2","all",-1.78317917483802
"54",0.520614657210402,0.661323877068558,27.0275179366088,"0.5","-0.5","2","all",-4.6230889028447
"55",0.696407766990291,0.518915857605178,-25.486779125424,"0.5","-0.5","2","all",-16.3205236232235
"56",0.573696581196581,0.513632478632479,-10.4696636746248,"0.5","-0.5","2","all",7.32289387901888
"57",0.574801444043321,0.566558363417569,-1.43407444625886,"0.5","-0.5","2","all",-1.07480430522164
"58",0.631727891156463,0.662360544217687,4.84902653342523,"0.5","-0.5","2","all",7.80825660583041
"59",0.612196382428941,0.612260981912145,0.0105520850920154,"0.5","-0.5","2","all",-10.4843209637118
"6",0.567318376068376,0.628194444444444,10.7304947176136,"0.5","-0.5","2","all",4.55899032862081
"60",0.608278388278388,0.616300366300366,1.31880043357822,"0.5","-0.5","2","all",-1.43938172707121
"61",0.528878048780488,0.568813008130081,7.55088237102625,"0.5","-0.5","2","all",13.3234729050896
"62",0.600283687943262,0.459787234042553,-23.4050094517958,"0.5","-0.5","2","all",-0.976239026301099
"63",0.540591397849462,0.568387096774194,5.14172053704623,"0.5","-0.5","2","all",-2.39360034026221
"64",0.578549019607843,0.517058823529412,-10.6283467769267,"0.5","-0.5","2","all",3.44524757322362
"65",0.618888888888889,0.61718253968254,-0.275711720954101,"0.5","-0.5","2","all",4.21543329194338
"66",0.643180952380952,0.502304761904762,-21.9030414309829,"0.5","-0.5","2","all",-3.41178920500154
"7",0.604158790170132,0.616288594833018,2.00771798080934,"0.5","-0.5","2","all",-6.66501861316973
"8",0.566292601828761,0.657547797173732,16.114495412844,"0.5","-0.5","2","all",-0.151164533921156
"9",0.59820652173913,0.559619565217391,-6.45044062869084,"0.5","-0.5","2","all",-5.29845551147518
"1",0.596880570409982,0.585935828877005,-1.83365686128118,"0.5","0","2","all",-18.7886630924428
"10",0.593131313131313,0.653423120089787,10.1650015137753,"0.5","0","2","all",8.29747547819385
"11",0.702116564417178,0.609447852760736,-13.198479619031,"0.5","0","2","all",-11.5222143651225
"12",0.611474358974359,0.5728663003663,-6.31392928279394,"0.5","0","2","all",-10.6799955644386
"13",0.572242798353909,0.573703703703704,0.255294667577581,"0.5","0","2","all",0.323840960689636
"14",0.547509960159363,0.644143426294821,17.6496270693105,"0.5","0","2","all",3.41524559257015
"15",0.632096317280453,0.527167138810198,-16.6001882310761,"0.5","0","2","all",-12.7885195031417
"16",0.641885964912281,0.564400584795322,-12.0715180503359,"0.5","0","2","all",-23.0615664643571
"17",0.559082321187584,0.54251012145749,-2.96417881625954,"0.5","0","2","all",-9.58428616084383
"18",0.561588785046729,0.575654205607477,2.50457646863039,"0.5","0","2","all",-0.317624454694303
"19",0.513687664041995,0.650314960629921,26.5973481848606,"0.5","0","2","all",1.41546256191327
"2",0.531351351351351,0.627567567567568,18.1078331637843,"0.5","0","2","all",15.313523747183
"20",0.538414239482201,0.68037216828479,26.3659313578169,"0.5","0","2","all",3.64252345088127
"21",0.478499127399651,0.622565445026178,30.1079582755854,"0.5","0","2","all",14.0259484076113
"22",0.451362530413625,0.702895377128954,55.727454045604,"0.5","0","2","all",8.02798791618455
"23",0.601556642216789,0.625884270578647,4.04411266613378,"0.5","0","2","all",-7.30479453568172
"24",0.587765881513205,0.660371163454675,12.3527554465305,"0.5","0","2","all",1.93482448521093
"25",0.552635658914729,0.68015503875969,23.0747650441857,"0.5","0","2","all",9.13034094568146
"26",0.555869218500797,0.646570972886762,16.317103262273,"0.5","0","2","all",7.22086799415745
"27",0.573836734693878,0.619891156462585,8.02570121156082,"0.5","0","2","all",-0.392214054928807
"28",0.601742424242424,0.562348484848485,-6.54664484451717,"0.5","0","2","all",-6.17796985638339
"29",0.640624613481756,0.660191713048856,3.05437836063675,"0.5","0","2","all",-2.03929486237647
"3",0.589551066217733,0.586430976430976,-0.529231472139205,"0.5","0","2","all",-13.3113486846563
"31",0.588823529411765,0.614470588235294,4.35564435564435,"0.5","0","2","all",-1.59071585144231
"32",0.570086956521739,0.635739130434783,11.516168395363,"0.5","0","2","all",2.62827040963555
"33",0.519212962962963,0.663518518518519,27.7931341952742,"0.5","0","2","all",19.1859882673249
"34",0.602523540489642,0.603578154425612,0.175032818653493,"0.5","0","2","all",9.90969927364105
"35",0.469756097560976,0.636666666666667,35.5313257182416,"0.5","0","2","all",10.8646264459898
"36",0.482337164750958,0.675842911877395,40.1183572960521,"0.5","0","2","all",1.0715586443851
"37",0.610570175438596,0.593304093567251,-2.82786198309509,"0.5","0","2","all",-2.4820546505371
"38",0.479189189189189,0.625900900900901,30.6166572664035,"0.5","0","2","all",-2.78677771146235
"39",0.57521815008726,0.614921465968586,6.90230582524272,"0.5","0","2","all",-0.411372113919346
"4",0.56712962962963,0.533518518518519,-5.9265306122449,"0.5","0","2","all",0.526925064824935
"40",0.545396113602392,0.639626307922272,17.2773864664127,"0.5","0","2","all",1.93603645736058
"41",0.446079027355623,0.689604863221885,54.592532025075,"0.5","0","2","all",16.0861832878328
"42",0.638924539512775,0.668859180035651,4.68516055835061,"0.5","0","2","all",-2.93361620543985
"43",0.541794871794872,0.621346153846154,14.6829152863228,"0.5","0","2","all",-18.2047389541045
"44",0.491336477987421,0.708380503144654,44.1742135748344,"0.5","0","2","all",16.8433845795177
"45",0.449794871794872,0.633948717948718,40.9417398244214,"0.5","0","2","all",6.35577231174172
"46",0.530509803921569,0.681176470588235,28.4003548196333,"0.5","0","2","all",7.19280853208035
"47",0.558319327731092,0.702829131652661,25.8830022075055,"0.5","0","2","all",1.01391392212552
"48",0.577045454545455,0.602765151515152,4.4571353551267,"0.5","0","2","all",-8.11209533833183
"49",0.56794830371567,0.698992999461497,23.0733492623355,"0.5","0","2","all",7.57078078689528
"5",0.563604651162791,0.623478682170543,10.6234096692112,"0.5","0","2","all",3.49129823635425
"50",0.506379928315412,0.633172043010753,25.0389297848245,"0.5","0","2","all",5.14331448175926
"51",0.418194444444444,0.625833333333333,49.6512786449685,"0.5","0","2","all",-19.7634785018523
"52",0.586216545012165,0.66463503649635,13.3770519019653,"0.5","0","2","all",0.481332813060139
"53",0.637373737373737,0.516666666666667,-18.9381933438986,"0.5","0","2","all",-6.41826724263073
"54",0.571756756756757,0.643423423423423,12.534467816907,"0.5","0","2","all",-4.33841885521406
"55",0.595656565656566,0.517191919191919,-13.1727997286756,"0.5","0","2","all",-10.0514891563882
"56",0.518080808080808,0.731035353535354,41.1045038019107,"0.5","0","2","all",6.99409849389851
"57",0.594753086419753,0.587183641975309,-1.27270368448367,"0.5","0","2","all",-0.823816330704999
"58",0.476395222584148,0.644940282301846,35.3792506153706,"0.5","0","2","all",9.3948296553816
"59",0.592420512820513,0.710553846153846,19.9407904987795,"0.5","0","2","all",-0.198196768635843
"6",0.581371980676328,0.629661835748792,8.30618892508145,"0.5","0","2","all",-4.69937744718953
"60",0.561684684684685,0.638243243243243,13.6301666479542,"0.5","0","2","all",1.49555006035891
"61",0.628385826771654,0.635295275590551,1.09955516571644,"0.5","0","2","all",4.17525882804302
"62",0.699516129032258,0.486344086021505,-30.4742141265083,"0.5","0","2","all",-1.90627577676022
"63",0.591346578366446,0.571037527593819,-3.43437360011945,"0.5","0","2","all",-11.7073847042109
"64",0.597536231884058,0.598530020703934,0.166314403520321,"0.5","0","2","all",14.6066125109948
"65",0.540921985815603,0.63577304964539,17.5350727677986,"0.5","0","2","all",3.54521247585746
"66",0.521936685288641,0.641284916201117,22.8664192949907,"0.5","0","2","all",10.2697152839555
"7",0.647788825757576,0.64734375,-0.0687069211259225,"0.5","0","2","all",-7.23134988013282
"8",0.615847176079734,0.693532668881506,12.6144108180036,"0.5","0","2","all",3.48914749361851
"9",0.62068407960199,0.699639303482587,12.7206781155442,"0.5","0","2","all",3.12636448912961
"1",0.560301507537688,0.695393634840871,24.1106128550075,"1","-0.5","2","all",4.16345515028995
"10",0.587310167310167,0.611621621621622,4.13945742209756,"1","-0.5","2","all",5.5978935000843
"11",0.656480541455161,0.589103214890017,-10.2634156399814,"1","-0.5","2","all",-2.14737529553283
"12",0.495811111111111,0.654311111111111,31.9678192860184,"1","-0.5","2","all",7.04383878166957
"13",0.464478527607362,0.686073619631902,47.7083608506142,"1","-0.5","2","all",18.9820069791118
"14",0.618947368421053,0.64031328320802,3.45197602850665,"1","-0.5","2","all",-6.82131394282155
"15",0.588065476190476,0.575406746031746,-2.15260556370937,"1","-0.5","2","all",-3.38291102215371
"16",0.519296636085627,0.610030581039755,17.4724692303162,"1","-0.5","2","all",-22.7873422614648
"17",0.573421588594705,0.653944331296674,14.0425028118155,"1","-0.5","2","all",14.015308264935
"18",0.538359649122807,0.687763157894737,27.7516171606407,"1","-0.5","2","all",13.4895392789909
"19",0.537931034482759,0.619720853858785,15.2045177045177,"1","-0.5","2","all",-9.27389026003628
"2",0.613592592592593,0.593333333333333,-3.30174443170157,"1","-0.5","2","all",2.47466150980632
"20",0.641827309236948,0.528152610441767,-17.7111034633795,"1","-0.5","2","all",-20.8605075326966
"21",0.537289377289377,0.646776556776557,20.3776929370057,"1","-0.5","2","all",5.25548214542601
"22",0.615854858548585,0.63029520295203,2.344764225369,"1","-0.5","2","all",1.82000742999304
"23",0.643325859491779,0.621479820627803,-3.39579678659804,"1","-0.5","2","all",-4.47753725672047
"24",0.67218525766471,0.621539465101109,-7.53449915571687,"1","-0.5","2","all",-8.13050001406544
"25",0.591081349206349,0.640753968253968,8.40368573874221,"1","-0.5","2","all",-2.04734357337132
"26",0.576275362318841,0.629376811594203,9.2145964841687,"1","-0.5","2","all",-8.09656206470327
"27",0.53035765379113,0.640844062947067,20.8324341821321,"1","-0.5","2","all",-0.422196633055949
"28",0.505899470899471,0.646190476190476,27.7310045494954,"1","-0.5","2","all",7.95044353623884
"29",0.55228144989339,0.736915422885572,33.4311378786709,"1","-0.5","2","all",15.3841916108695
"3",0.609143518518519,0.561967592592593,-7.74463233897018,"1","-0.5","2","all",-17.2863899737194
"30",0.66952380952381,0.677460317460317,1.18539592223802,"1","-0.5","2","all",-2.33759402178779
"31",0.637032967032967,0.621355311355311,-2.46104306825371,"1","-0.5","2","all",-1.86811605507167
"32",0.549338959212377,0.689233473980309,25.4659736801679,"1","-0.5","2","all",18.3647129306851
"33",0.506088154269972,0.576225895316804,13.8587991943825,"1","-0.5","2","all",11.8607574880447
"34",0.5040625,0.593619791666667,17.7671006406282,"1","-0.5","2","all",9.80479852768532
"35",0.614731182795699,0.680806451612903,10.7486443939129,"1","-0.5","2","all",1.06926192517794
"36",0.465956284153005,0.598852459016393,28.5211680544154,"1","-0.5","2","all",34.6911502347205
"37",0.585630153121319,0.680117785630153,16.1343523732904,"1","-0.5","2","all",6.69705759343859
"38",0.551223241590214,0.541620795107034,-1.74202496532594,"1","-0.5","2","all",1.85401555644178
"39",0.599211858279103,0.642031814895155,7.14604626467643,"1","-0.5","2","all",-4.1539116972604
"4",0.628438095238095,0.560419047619048,-10.8235080168521,"1","-0.5","2","all",-11.9273112853932
"40",0.558514492753623,0.611938405797101,9.56535841712618,"1","-0.5","2","all",-6.93310102878478
"41",0.576208333333333,0.520416666666667,-9.68255116060453,"1","-0.5","2","all",-23.7872949739597
"42",0.600655339805825,0.635574433656958,5.81349927937395,"1","-0.5","2","all",-15.7316061527687
"43",0.487083333333333,0.699821428571429,43.6759134791641,"1","-0.5","2","all",12.6753314294335
"44",0.567033333333333,0.5989,5.61989301040504,"1","-0.5","2","all",13.0591048043726
"45",0.58974358974359,0.614775641025641,4.24456521739129,"1","-0.5","2","all",-10.9278956729267
"46",0.621375661375661,0.602698412698413,-3.00579019073569,"1","-0.5","2","all",7.50787415397852
"47",0.65240404040404,0.498565656565657,-23.5802316219731,"1","-0.5","2","all",-16.3258567362641
"48",0.526349206349206,0.645444444444444,22.6266586248492,"1","-0.5","2","all",7.21016610579244
"49",0.516598329536826,0.6867046317388,32.9281556822858,"1","-0.5","2","all",13.0727487790626
"5",0.517554296506138,0.692105760151086,33.7262128482549,"1","-0.5","2","all",-0.731728257150791
"50",0.616893424036281,0.56859410430839,-7.82944311707408,"1","-0.5","2","all",-13.4714253434828
"51",0.590069444444444,0.526319444444444,-10.8038131105096,"1","-0.5","2","all",1.56527572654226
"52",0.559718309859155,0.630082159624413,12.5712967622882,"1","-0.5","2","all",5.68643553132864
"53",0.500555555555556,0.584722222222222,16.8146503884573,"1","-0.5","2","all",2.75265623425223
"54",0.552468468468468,0.619171171171171,12.0735764138021,"1","-0.5","2","all",-6.30350375401339
"55",0.499533333333333,0.595533333333333,19.2179367409582,"1","-0.5","2","all",9.62216389313574
"56",0.653611111111111,0.484537037037037,-25.8676866411673,"1","-0.5","2","all",-9.89634449444049
"57",0.545825163398693,0.62952614379085,15.3347602867877,"1","-0.5","2","all",-0.249783033561631
"58",0.603922445935869,0.65717375093214,8.81757340774948,"1","-0.5","2","all",-5.63774604558542
"59",0.598037518037518,0.633549783549784,5.93813338480841,"1","-0.5","2","all",-4.60506802584691
"6",0.618342013888889,0.676137152777778,9.34679151516853,"1","-0.5","2","all",2.4034333889486
"60",0.569044540229885,0.680840517241379,19.6462612515938,"1","-0.5","2","all",-2.27869024988436
"61",0.55992349726776,0.627366120218579,12.0449710147756,"1","-0.5","2","all",-6.90587155730312
"62",0.505632183908046,0.678620689655172,34.2123209820414,"1","-0.5","2","all",16.7645184419294
"63",0.514592074592075,0.647832167832168,25.8923718064867,"1","-0.5","2","all",3.408108298508
"64",0.590084388185654,0.684978902953587,16.0815159099035,"1","-0.5","2","all",-0.00423485365220879
"65",0.564151785714286,0.643958333333333,14.1462899949883,"1","-0.5","2","all",-0.397665850105229
"66",0.48083857442348,0.631844863731656,31.4047785141263,"1","-0.5","2","all",6.79504008268218
"7",0.633012987012987,0.762424242424242,20.4436967433972,"1","-0.5","2","all",0.0535062929014597
"8",0.516343490304709,0.698661126500462,35.3093705293276,"1","-0.5","2","all",11.6579383725105
"9",0.55062893081761,0.643616352201258,16.8874928612222,"1","-0.5","2","all",12.4286508996844
"1",0.456772486772487,0.710194003527337,55.4809065987104,"1","0","2","all",9.02068051907115
"10",0.483152866242038,0.735414012738854,52.2114560674972,"1","0","2","all",12.0924421787825
"11",0.588644688644689,0.558919413919414,-5.04978220286248,"1","0","2","all",-17.3708282690935
"12",0.420414673046252,0.661371610845295,57.3141122913505,"1","0","2","all",10.455138069837
"13",0.549268292682927,0.691869918699187,25.9621077560687,"1","0","2","all",-5.46947506857899
"14",0.52983709273183,0.689304511278195,30.0974432960431,"1","0","2","all",-1.33528538898054
"15",0.46909649122807,0.716017543859649,52.637582512108,"1","0","2","all",9.52053547954074
"16",0.47009009009009,0.742822822822823,58.0171202248627,"1","0","2","all",5.17557925325387
"17",0.492558782849239,0.63939142461964,29.8101763450522,"1","0","2","all",-12.042268048237
"18",0.488013698630137,0.632328767123288,29.5719298245614,"1","0","2","all",-3.99805502476811
"19",0.516998616874136,0.646182572614108,24.9872923299179,"1","0","2","all",5.59104111824333
"2",0.390262172284644,0.689588014981273,76.6986564299424,"1","0","2","all",6.60258521155509
"20",0.454280303030303,0.718920454545455,58.2548153089302,"1","0","2","all",5.50362849888491
"21",0.526588235294118,0.623529411764706,18.4092940125112,"1","0","2","all",-1.02572052199632
"22",0.597840670859539,0.73562893081761,23.047655784269,"1","0","2","all",4.82083585139135
"23",0.560357403355215,0.695025528811087,24.0325414904003,"1","0","2","all",2.84154077778195
"24",0.511889534883721,0.629302325581395,22.9371344198989,"1","0","2","all",-17.425605839702
"25",0.462163461538462,0.697251602564103,50.8668816533167,"1","0","2","all",13.970443822041
"26",0.53352380952381,0.647619047619048,21.3852195644413,"1","0","2","all",6.41478094232498
"27",0.516127946127946,0.684141414141414,32.5526779307196,"1","0","2","all",9.97382554023289
"28",0.52585635359116,0.696556169429098,32.4613013938502,"1","0","2","all",1.26085023895149
"29",0.610144665461121,0.62128390596745,1.82567203106015,"1","0","2","all",-1.37281512122868
"3",0.488042704626335,0.677817319098458,38.8848378785669,"1","0","2","all",3.28414642298043
"30",0.41921568627451,0.648823529411765,54.7708138447147,"1","0","2","all",-1.54838253113505
"31",0.403571428571429,0.749428571428571,85.6991150442478,"1","0","2","all",17.3690662243777
"32",0.543825887743414,0.708619702176403,30.3026792484624,"1","0","2","all",2.07423511557906
"33",0.503052959501558,0.700420560747664,39.2339608620263,"1","0","2","all",0.637414122017421
"34",0.479731800766284,0.663333333333333,38.2717035380561,"1","0","2","all",15.076515423586
"35",0.530980392156863,0.619313725490196,16.635893648449,"1","0","2","all",-13.2606085504228
"36",0.523573573573574,0.584294294294294,11.5973616289074,"1","0","2","all",-5.8463955742282
"37",0.540578105781058,0.690307503075031,27.6980136066805,"1","0","2","all",-0.0973634519354033
"38",0.529961013645224,0.647797270955166,22.2348916761688,"1","0","2","all",-10.1165214206092
"39",0.507944915254237,0.705522598870057,38.8974626346889,"1","0","2","all",-5.95881472576309
"4",0.500985663082437,0.700430107526882,39.810409586836,"1","0","2","all",-3.85309005225631
"40",0.435198135198135,0.672797202797203,54.5956079271559,"1","0","2","all",7.30822264914288
"41",0.503792557403009,0.683626286619161,35.6959876785742,"1","0","2","all",-7.78720812627472
"42",0.577001836547291,0.750716253443526,30.1063889043614,"1","0","2","all",4.74473217320065
"43",0.495399061032864,0.653239436619718,31.8612585291888,"1","0","2","all",1.85893280213668
"44",0.462569832402235,0.654487895716946,41.4895330112721,"1","0","2","all",6.51731995960305
"45",0.445818181818182,0.657454545454545,47.4714518760196,"1","0","2","all",-7.34276871492988
"46",0.63125,0.565190972222222,-10.464796479648,"1","0","2","all",-15.3621743120594
"47",0.465581395348837,0.698352713178295,49.9958374958375,"1","0","2","all",-2.54206828679288
"48",0.537963683527886,0.63201037613489,17.4819779636907,"1","0","2","all",2.5541714930327
"49",0.512836879432624,0.72862669245648,42.0776706352699,"1","0","2","all",-5.15913618132875
"5",0.497514450867052,0.697967244701349,40.2908485341389,"1","0","2","all",9.04554889206301
"50",0.50943469785575,0.648479532163743,27.2939465829953,"1","0","2","all",0.944482934100487
"51",0.514,0.741435897435897,44.2482290731318,"1","0","2","all",3.27257720689039
"52",0.644254385964912,0.566578947368421,-12.0566410238954,"1","0","2","all",-11.3501091782518
"53",0.546559139784946,0.633118279569893,15.8371040723982,"1","0","2","all",2.0236070917609
"54",0.573345454545454,0.736690909090909,28.4898839348005,"1","0","2","all",3.44812709648941
"55",0.549025032938076,0.704479578392622,28.3146552758513,"1","0","2","all",8.7728877204718
"56",0.501594724220623,0.701115107913669,39.7772093801544,"1","0","2","all",6.91908361675563
"57",0.535431834403997,0.702933618843683,31.2834937478338,"1","0","2","all",-5.41231247608137
"58",0.597412480974125,0.673462709284627,12.7299363057325,"1","0","2","all",-1.14656007622611
"59",0.424078431372549,0.741267973856209,74.7950188027865,"1","0","2","all",21.5118685725284
"6",0.547864923747277,0.527581699346405,-3.70223088241143,"1","0","2","all",2.77389973001254
"60",0.573807785888078,0.661368613138686,15.2596094727246,"1","0","2","all",-4.57750300967971
"61",0.556994434137291,0.708212739641311,27.148979637155,"1","0","2","all",5.37477120580355
"62",0.491148148148148,0.748185185185185,52.3339114697232,"1","0","2","all",10.7670594301801
"63",0.560072463768116,0.639384057971014,14.1609522577306,"1","0","2","all",-4.86541954263655
"64",0.542446043165468,0.637362110311751,17.4977895667551,"1","0","2","all",5.209096778029
"65",0.540674448767834,0.71970168612192,33.1118361080459,"1","0","2","all",-3.30546430696209
"7",0.56515562248996,0.687284136546185,21.6097140674548,"1","0","2","all",-4.15460271450183
"8",0.603425655976676,0.779344023323615,29.1532793815678,"1","0","2","all",-0.407754628142438
"9",0.608682795698925,0.499005376344086,-18.0188137614274,"1","0","2","all",-20.2351006563714
"1",0.692163120567376,0.465390070921986,-32.7629489215636,"-0.5","-0.5","3","all",-0.468886429595543
"10",0.671971465629053,0.546355382619974,-18.6936632631396,"-0.5","-0.5","3","all",-4.25130712673955
"11",0.650809792843691,0.509077212806026,-21.7778806643903,"-0.5","-0.5","3","all",6.79006154503258
"12",0.704716312056738,0.412375886524823,-41.4834197151915,"-0.5","-0.5","3","all",-1.19206352245494
"13",0.708367346938775,0.390362811791383,-44.892602195973,"-0.5","-0.5","3","all",-13.9750739885598
"14",0.672556750298686,0.467013142174433,-30.5615262998952,"-0.5","-0.5","3","all",3.34200448908459
"15",0.748324915824916,0.497272727272727,-33.5485540095162,"-0.5","-0.5","3","all",-3.4177200855834
"16",0.654341736694678,0.437366946778711,-33.1592465753425,"-0.5","-0.5","3","all",-19.6742338809782
"17",0.712960784313725,0.415117647058824,-41.7755287258326,"-0.5","-0.5","3","all",-5.17945947554293
"18",0.677289377289377,0.437380952380952,-35.4218496484586,"-0.5","-0.5","3","all",-9.91551525359894
"19",0.645707762557078,0.446598173515982,-30.8358673361148,"-0.5","-0.5","3","all",7.46612136688683
"2",0.698550724637681,0.454891304347826,-34.8807053941909,"-0.5","-0.5","3","all",-5.69521929883397
"20",0.690365497076023,0.531608187134503,-22.996124605578,"-0.5","-0.5","3","all",3.48832625460028
"21",0.740179640718563,0.378602794411178,-48.8498773022679,"-0.5","-0.5","3","all",11.2556132700348
"22",0.721276595744681,0.439095744680851,-39.122418879056,"-0.5","-0.5","3","all",2.439865842737
"23",0.678211382113821,0.389864498644986,-42.5157835850715,"-0.5","-0.5","3","all",11.8801174744982
"24",0.72122860020141,0.435861027190332,-39.5668686643023,"-0.5","-0.5","3","all",-3.85302105085004
"25",0.706316710411199,0.527891513560805,-25.2613585690928,"-0.5","-0.5","3","all",-0.375536808443135
"26",0.647882136279926,0.480202578268877,-25.8811824900512,"-0.5","-0.5","3","all",5.089843873393
"27",0.714993412384717,0.474664031620553,-33.6128104960566,"-0.5","-0.5","3","all",4.64824858649497
"28",0.655637254901961,0.552941176470588,-15.6635514018692,"-0.5","-0.5","3","all",7.80057921735127
"29",0.674300736067298,0.475268138801262,-29.5168886255185,"-0.5","-0.5","3","all",-7.05413224392267
"3",0.682689556509299,0.469842632331903,-31.1777032690696,"-0.5","-0.5","3","all",3.73799931258258
"30",0.696410256410256,0.470769230769231,-32.40058910162,"-0.5","-0.5","3","all",10.8467416464452
"31",0.627533333333333,0.4398,-29.9160735153511,"-0.5","-0.5","3","all",7.98007672672359
"32",0.624557823129252,0.53452380952381,-14.4156409977127,"-0.5","-0.5","3","all",12.9242815667646
"33",0.698874458874459,0.431103896103896,-38.3145441030724,"-0.5","-0.5","3","all",0.559389804131667
"34",0.655752212389381,0.432625368731563,-34.0260908681961,"-0.5","-0.5","3","all",16.485686152325
"35",0.634625850340136,0.537823129251701,-15.2535105584736,"-0.5","-0.5","3","all",-5.182256650776
"36",0.712137931034483,0.456620689655172,-35.8803021499128,"-0.5","-0.5","3","all",-3.7051805071295
"37",0.694986979166667,0.490130208333333,-29.4763466042155,"-0.5","-0.5","3","all",-4.91499241195606
"38",0.674514767932489,0.508016877637131,-24.684098586263,"-0.5","-0.5","3","all",-2.67034470086012
"39",0.66863436123348,0.425697503671072,-36.3332894101111,"-0.5","-0.5","3","all",23.2195645003361
"4",0.638444444444444,0.434088888888889,-32.0083536373129,"-0.5","-0.5","3","all",-8.91648164947516
"40",0.619605911330049,0.514778325123153,-16.9184290030212,"-0.5","-0.5","3","all",17.1529038352962
"41",0.69187265917603,0.484569288389513,-29.9626481892492,"-0.5","-0.5","3","all",6.63802212345327
"42",0.690364298724954,0.531411657559199,-23.0244584575605,"-0.5","-0.5","3","all",22.4050307213844
"43",0.708958333333333,0.4075,-42.5213047311196,"-0.5","-0.5","3","all",8.4154558415013
