"sp.names","mean","actua.val","mu.psi.yr","mu.psi","r","case","sp","var.names"
"psi.yr[1]",-0.946,-0.893700761473486,"-1","0","1","allall","ms","psi.yr"
"psi.yr[2]",-0.893,-1.30367881635736,"-1","0","1","allall","ms","psi.yr"
"psi.yr[3]",-1.03,-0.938688427842047,"-1","0","1","allall","ms","psi.yr"
"psi.yr[4]",-0.866,-1.30728996470752,"-1","0","1","allall","ms","psi.yr"
"psi.yr[5]",-0.76,-1.06019522536732,"-1","0","1","allall","ms","psi.yr"
"psi.yr[6]",-0.954,-1.105655980889,"-1","0","1","allall","ms","psi.yr"
"psi.yr[7]",-0.98,-1.1304189561362,"-1","0","1","allall","ms","psi.yr"
"psi.yr[8]",-0.763,-1.01137935556948,"-1","0","1","allall","ms","psi.yr"
"psi.yr[9]",-0.829,-1.382871885136,"-1","0","1","allall","ms","psi.yr"
"psi.yr[10]",-0.621,-0.764683337596287,"-1","0","1","allall","ms","psi.yr"
"psi.yr[11]",-0.756,-1.3329944872424,"-1","0","1","allall","ms","psi.yr"
"psi.yr[12]",-0.813,-1.09270608029448,"-1","0","1","allall","ms","psi.yr"
"psi.yr[13]",-0.915,-1.22318402100857,"-1","0","1","allall","ms","psi.yr"
"psi.yr[14]",-1.043,-1.15016380023869,"-1","0","1","allall","ms","psi.yr"
"psi.yr[15]",-0.577,-0.582566690874331,"-1","0","1","allall","ms","psi.yr"
"psi.yr[16]",-0.805,-0.99652087606135,"-1","0","1","allall","ms","psi.yr"
"psi.yr[17]",-1.045,-1.25726010608687,"-1","0","1","allall","ms","psi.yr"
"psi.yr[18]",-0.848,-1.32812110688372,"-1","0","1","allall","ms","psi.yr"
"psi.yr[19]",-0.678,-0.909962579745469,"-1","0","1","allall","ms","psi.yr"
"psi.yr[20]",-0.767,-1.00371196654293,"-1","0","1","allall","ms","psi.yr"
"psi.yr[21]",-0.802,-1.06361367490877,"-1","0","1","allall","ms","psi.yr"
"psi.yr[22]",-1.01,-1.18587242949074,"-1","0","1","allall","ms","psi.yr"
"psi.yr[23]",-1.033,-1.2974920620283,"-1","0","1","allall","ms","psi.yr"
"psi.yr[24]",-0.87,-1.21503845932314,"-1","0","1","allall","ms","psi.yr"
"psi.yr[25]",-0.708,-0.799994239257217,"-1","0","1","allall","ms","psi.yr"
"psi.yr[26]",-1.012,-1.12425333895936,"-1","0","1","allall","ms","psi.yr"
"psi.yr[27]",-1.095,-1.2768853694769,"-1","0","1","allall","ms","psi.yr"
"psi.yr[28]",-0.773,-0.626141875515284,"-1","0","1","allall","ms","psi.yr"
"psi.yr[29]",-0.806,-0.91497992452551,"-1","0","1","allall","ms","psi.yr"
"psi.yr[30]",-0.902,-1.04772942018261,"-1","0","1","allall","ms","psi.yr"
"psi.yr[31]",-0.624,-0.788303390258196,"-1","0","1","allall","ms","psi.yr"
"psi.yr[32]",-0.646,-0.822715469725013,"-1","0","1","allall","ms","psi.yr"
"psi.yr[33]",-0.976,-1.12384860964623,"-1","0","1","allall","ms","psi.yr"
"psi.yr[34]",-0.631,-0.558779507091906,"-1","0","1","allall","ms","psi.yr"
"psi.yr[35]",-0.812,-1.0510054060282,"-1","0","1","allall","ms","psi.yr"
"psi.yr[36]",-0.909,-1.28489893004256,"-1","0","1","allall","ms","psi.yr"
"psi.yr[37]",-0.741,-1.02887992039084,"-1","0","1","allall","ms","psi.yr"
"psi.yr[38]",-0.824,-0.958492332153531,"-1","0","1","allall","ms","psi.yr"
"psi.yr[39]",-0.465,-0.538404320188128,"-1","0","1","allall","ms","psi.yr"
"psi.yr[40]",-0.881,-0.978839526421258,"-1","0","1","allall","ms","psi.yr"
"psi.yr[41]",-0.746,-0.908600238915317,"-1","0","1","allall","ms","psi.yr"
"psi.yr[42]",-0.717,-1.01543058707131,"-1","0","1","allall","ms","psi.yr"
"psi.yr[43]",-0.88,-1.06680016847331,"-1","0","1","allall","ms","psi.yr"
"psi.yr[44]",-0.937,-1.00694520566226,"-1","0","1","allall","ms","psi.yr"
"psi.yr[45]",-0.856,-0.842472078873968,"-1","0","1","allall","ms","psi.yr"
"psi.yr[46]",-0.622,-0.584950998269543,"-1","0","1","allall","ms","psi.yr"
"psi.yr[47]",-0.749,-0.794521512247246,"-1","0","1","allall","ms","psi.yr"
"psi.yr[48]",-0.763,-0.758418320322659,"-1","0","1","allall","ms","psi.yr"
"psi.yr[49]",-0.969,-1.24626468431161,"-1","0","1","allall","ms","psi.yr"
"psi.yr[50]",-0.727,-0.803220885989324,"-1","0","1","allall","ms","psi.yr"
"psi.yr[51]",-0.833,-0.95601503926787,"-1","0","1","allall","ms","psi.yr"
"psi.yr[52]",-1.004,-1.29345000581845,"-1","0","1","allall","ms","psi.yr"
"psi.yr[53]",-0.569,-0.895795451470372,"-1","0","1","allall","ms","psi.yr"
"psi.yr[54]",-0.868,-1.0317509209432,"-1","0","1","allall","ms","psi.yr"
"psi.yr[55]",-0.637,-0.70708253760604,"-1","0","1","allall","ms","psi.yr"
"psi.yr[56]",-0.863,-1.15321639992093,"-1","0","1","allall","ms","psi.yr"
"psi.yr[57]",-0.938,-1.08604235078571,"-1","0","1","allall","ms","psi.yr"
"psi.yr[58]",-0.964,-1.18522189947549,"-1","0","1","allall","ms","psi.yr"
"psi.yr[59]",-0.869,-1.03542079228731,"-1","0","1","allall","ms","psi.yr"
"psi.yr[60]",-0.831,-0.919597644102732,"-1","0","1","allall","ms","psi.yr"
"psi.yr[61]",-0.654,-1.14634963462392,"-1","0","1","allall","ms","psi.yr"
"psi.yr[62]",-0.71,-0.833925366403665,"-1","0","1","allall","ms","psi.yr"
"psi.yr[63]",-0.947,-1.24161655726089,"-1","0","1","allall","ms","psi.yr"
"psi.yr[64]",-0.858,-1.20959688256155,"-1","0","1","allall","ms","psi.yr"
"psi.yr[65]",-0.814,-0.711768458631144,"-1","0","1","allall","ms","psi.yr"
"psi.yr[66]",-0.931,-1.20316949306093,"-1","0","1","allall","ms","psi.yr"
"psi.sp[1]",-1.999,-0.313226905371166,"-1","0","1","allall","ms","psi.sp"
"psi.sp[2]",-1.458,0.0918216621110411,"-1","0","1","allall","ms","psi.sp"
"psi.sp[3]",-1.006,-0.417814306205024,"-1","0","1","allall","ms","psi.sp"
"psi.sp[4]",0.71,0.797640401068896,"-1","0","1","allall","ms","psi.sp"
"psi.sp[5]",-0.519,0.16475388590768,"-1","0","1","allall","ms","psi.sp"
"psi.sp[6]",-1.164,-0.410234192059008,"-1","0","1","allall","ms","psi.sp"
"psi.sp[7]",0.742,0.243714526214243,"-1","0","1","allall","ms","psi.sp"
"psi.sp[8]",-0.29,0.369162352564609,"-1","0","1","allall","ms","psi.sp"
"psi.sp[9]",0.746,0.287890675826746,"-1","0","1","allall","ms","psi.sp"
"psi.sp[10]",-1.088,-0.152694193578178,"-1","0","1","allall","ms","psi.sp"
"psi.sp[11]",-0.961,0.755890584225424,"-1","0","1","allall","ms","psi.sp"
"psi.sp[12]",0.287,0.194921618205716,"-1","0","1","allall","ms","psi.sp"
"psi.sp[13]",-0.257,-0.310620290270902,"-1","0","1","allall","ms","psi.sp"
"psi.sp[14]",-1.187,-1.10734994358875,"-1","0","1","allall","ms","psi.sp"
"psi.sp[15]",-0.182,0.562465459071554,"-1","0","1","allall","ms","psi.sp"
"psi.sp[16]",-1.261,-0.0224668045076154,"-1","0","1","allall","ms","psi.sp"
"psi.sp[17]",-0.37,-0.00809513154947304,"-1","0","1","allall","ms","psi.sp"
"psi.sp[18]",-0.539,0.47191810534265,"-1","0","1","allall","ms","psi.sp"
"psi.sp[19]",0.967,0.410610597549044,"-1","0","1","allall","ms","psi.sp"
"psi.sp[20]",0.602,0.296950660608754,"-1","0","1","allall","ms","psi.sp"
"psi.sp[21]",-0.579,0.459488685804109,"-1","0","1","allall","ms","psi.sp"
"psi.sp[22]",0.77,0.391068150365533,"-1","0","1","allall","ms","psi.sp"
"psi.sp[23]",-0.467,0.0372824916825953,"-1","0","1","allall","ms","psi.sp"
"psi.sp[24]",-1.23,-0.994675847931686,"-1","0","1","allall","ms","psi.sp"
"psi.sp[25]",0.519,0.309912873947355,"-1","0","1","allall","ms","psi.sp"
"psi.sp[26]",0.469,-0.0280643697645004,"-1","0","1","allall","ms","psi.sp"
"psi.sp[27]",0.404,-0.0778977533526646,"-1","0","1","allall","ms","psi.sp"
"psi.sp[28]",-0.465,-0.735376191949637,"-1","0","1","allall","ms","psi.sp"
"psi.sp[29]",-0.367,-0.23907502755431,"-1","0","1","allall","ms","psi.sp"
"psi.sp[30]",-2.306,0.208970780099851,"-1","0","1","allall","ms","psi.sp"
"psi.sp[31]",-0.489,0.679339775764522,"-1","0","1","allall","ms","psi.sp"
"psi.sp[32]",-0.342,-0.0513938636714978,"-1","0","1","allall","ms","psi.sp"
"psi.sp[33]",0.477,0.193835805779685,"-1","0","1","allall","ms","psi.sp"
"psi.sp[34]",-1.553,-0.0269025202914526,"-1","0","1","allall","ms","psi.sp"
"psi.sp[35]",-1.711,-0.688529778414303,"-1","0","1","allall","ms","psi.sp"
"psi.sp[36]",0.269,-0.20749728164984,"-1","0","1","allall","ms","psi.sp"
"psi.sp[37]",-1.364,-0.197144976855175,"-1","0","1","allall","ms","psi.sp"
"psi.sp[38]",0.165,-0.0296566983555928,"-1","0","1","allall","ms","psi.sp"
"psi.sp[39]",-0.114,0.550012685991941,"-1","0","1","allall","ms","psi.sp"
"psi.sp[40]",1.177,0.381587874228772,"-1","0","1","allall","ms","psi.sp"
"psi.sp[41]",-0.502,-0.0822617981267934,"-1","0","1","allall","ms","psi.sp"
"psi.sp[42]",-0.445,-0.126680840068254,"-1","0","1","allall","ms","psi.sp"
"psi.sp[43]",-0.553,0.348481687702369,"-1","0","1","allall","ms","psi.sp"
"psi.sp[44]",0.77,0.278331599336829,"-1","0","1","allall","ms","psi.sp"
"psi.sp[45]",-0.822,-0.34437784727476,"-1","0","1","allall","ms","psi.sp"
"psi.sp[46]",-0.082,-0.35374757848106,"-1","0","1","allall","ms","psi.sp"
"psi.sp[47]",0.497,0.182290981068415,"-1","0","1","allall","ms","psi.sp"
"psi.sp[48]",1.035,0.384266462257708,"-1","0","1","allall","ms","psi.sp"
"psi.sp[49]",-0.295,-0.056173106075114,"-1","0","1","allall","ms","psi.sp"
"psi.sp[50]",0.99,0.440553863227107,"-1","0","1","allall","ms","psi.sp"
"psi.sp[51]",-1.278,0.199052940183534,"-1","0","1","allall","ms","psi.sp"
"psi.sp[52]",0.299,-0.306013196625386,"-1","0","1","allall","ms","psi.sp"
"psi.sp[53]",-1.076,0.170559845712212,"-1","0","1","allall","ms","psi.sp"
"psi.sp[54]",-0.028,-0.564681548040396,"-1","0","1","allall","ms","psi.sp"
"psi.sp[55]",1.299,0.716511850850519,"-1","0","1","allall","ms","psi.sp"
"psi.sp[56]",1.448,0.99019994925293,"-1","0","1","allall","ms","psi.sp"
"psi.sp[57]",-0.6,-0.183610738233255,"-1","0","1","allall","ms","psi.sp"
"psi.sp[58]",-0.928,-0.522067313158265,"-1","0","1","allall","ms","psi.sp"
"psi.sp[59]",1.2,0.284859813721206,"-1","0","1","allall","ms","psi.sp"
"psi.sp[60]",-0.258,-0.0675273019404122,"-1","0","1","allall","ms","psi.sp"
"psi.sp[61]",0.147,1.20080888025239,"-1","0","1","allall","ms","psi.sp"
"psi.sp[62]",-2.347,-0.0196200013665846,"-1","0","1","allall","ms","psi.sp"
"psi.sp[63]",0.403,0.344869681225388,"-1","0","1","allall","ms","psi.sp"
"psi.sp[64]",-0.113,0.014001079390333,"-1","0","1","allall","ms","psi.sp"
"psi.sp[65]",-1.384,-0.371636604441203,"-1","0","1","allall","ms","psi.sp"
"psi.sp[66]",0.097,0.0943961497571714,"-1","0","1","allall","ms","psi.sp"
"psi.sp[1]",-57.664041595379,-45.4818277053261,"-1","0","1","allall","ms","per_change"
"psi.sp[2]",-53.597364416374,-56.1378130105814,"-1","0","1","allall","ms","per_change"
"psi.sp[3]",-56.5627832779683,-48.4159413139665,"-1","0","1","allall","ms","per_change"
"psi.sp[4]",-31.1310573148289,-45.5703737416704,"-1","0","1","allall","ms","per_change"
"psi.sp[5]",-41.4028182839844,-46.4072102465082,"-1","0","1","allall","ms","per_change"
"psi.sp[6]",-54.5328807303546,-54.8540013436634,"-1","0","1","allall","ms","per_change"
"psi.sp[7]",-34.8220896028798,-47.9530183358414,"-1","0","1","allall","ms","per_change"
"psi.sp[8]",-39.3530617359649,-41.6927304427996,"-1","0","1","allall","ms","per_change"
"psi.sp[9]",-29.2497573979758,-56.1346686509884,"-1","0","1","allall","ms","per_change"
"psi.sp[10]",-38.834212787211,-38.1917592038384,"-1","0","1","allall","ms","per_change"
"psi.sp[11]",-44.6423198172601,-47.1535730018455,"-1","0","1","allall","ms","per_change"
"psi.sp[12]",-34.7942624206286,-47.2259750064276,"-1","0","1","allall","ms","per_change"
"psi.sp[13]",-45.3527320610189,-58.0489053191102,"-1","0","1","allall","ms","per_change"
"psi.sp[14]",-58.1274221594422,-61.8693418617518,"-1","0","1","allall","ms","per_change"
"psi.sp[15]",-29.6804739376772,-22.2987222448601,"-1","0","1","allall","ms","per_change"
"psi.sp[16]",-48.6603250397539,-46.3524538852651,"-1","0","1","allall","ms","per_change"
"psi.sp[17]",-51.9059453061331,-55.810461807038,"-1","0","1","allall","ms","per_change"
"psi.sp[18]",-45.4776012285178,-51.5889846063853,"-1","0","1","allall","ms","per_change"
"psi.sp[19]",-21.1224699684891,-37.1804003439648,"-1","0","1","allall","ms","per_change"
"psi.sp[20]",-28.8733485770032,-42.4234537539267,"-1","0","1","allall","ms","per_change"
"psi.sp[21]",-43.8046388242924,-42.338939494124,"-1","0","1","allall","ms","per_change"
"psi.sp[22]",-35.4216968643034,-47.8428723058387,"-1","0","1","allall","ms","per_change"
"psi.sp[23]",-52.3796568316457,-56.620981698878,"-1","0","1","allall","ms","per_change"
"psi.sp[24]",-51.4627006917938,-63.3757880968643,"-1","0","1","allall","ms","per_change"
"psi.sp[25]",-27.6298251967686,-34.1483601207908,"-1","0","1","allall","ms","per_change"
"psi.sp[26]",-40.0300594020356,-51.3035271859235,"-1","0","1","allall","ms","per_change"
"psi.sp[27]",-44.0472494947999,-57.3206285324051,"-1","0","1","allall","ms","per_change"
"psi.sp[28]",-41.2841310263955,-37.0421079564124,"-1","0","1","allall","ms","per_change"
"psi.sp[29]",-42.0284752622525,-45.5751596253675,"-1","0","1","allall","ms","per_change"
"psi.sp[30]",-56.4613157600637,-45.3320477117279,"-1","0","1","allall","ms","per_change"
"psi.sp[31]",-34.4023909475493,-28.7534362703362,"-1","0","1","allall","ms","per_change"
"psi.sp[32]",-34.4810453246545,-39.5674187615761,"-1","0","1","allall","ms","per_change"
"psi.sp[33]",-38.5916951964203,-48.4008579755091,"-1","0","1","allall","ms","per_change"
"psi.sp[34]",-41.6714818209228,-27.499595028696,"-1","0","1","allall","ms","per_change"
"psi.sp[35]",-50.8085233148217,-55.326028816265,"-1","0","1","allall","ms","per_change"
"psi.sp[36]",-38.8172244757367,-59.0546874137131,"-1","0","1","allall","ms","per_change"
"psi.sp[37]",-46.2289933092587,-49.6802790461573,"-1","0","1","allall","ms","per_change"
"psi.sp[38]",-36.7032902775963,-44.9278642348244,"-1","0","1","allall","ms","per_change"
"psi.sp[39]",-23.6583634847497,-20.6952374444778,"-1","0","1","allall","ms","per_change"
"psi.sp[40]",-24.9665035038268,-40.2660282989438,"-1","0","1","allall","ms","per_change"
"psi.sp[41]",-40.5806458498607,-43.5302904058605,"-1","0","1","allall","ms","per_change"
"psi.sp[42]",-38.7353559284395,-48.346000145223,"-1","0","1","allall","ms","per_change"
"psi.sp[43]",-46.8145159636577,-44.091473053004,"-1","0","1","allall","ms","per_change"
"psi.sp[44]",-32.8460794508589,-42.8083304698909,"-1","0","1","allall","ms","per_change"
"psi.sp[45]",-47.9109785856682,-43.6227113154112,"-1","0","1","allall","ms","per_change"
"psi.sp[46]",-30.6447040856413,-31.8348937093062,"-1","0","1","allall","ms","per_change"
"psi.sp[47]",-29.5206847264224,-35.5481697725312,"-1","0","1","allall","ms","per_change"
"psi.sp[48]",-23.0527710037814,-31.494873372422,"-1","0","1","allall","ms","per_change"
"psi.sp[49]",-48.1350730781543,-56.013901521893,"-1","0","1","allall","ms","per_change"
"psi.sp[50]",-22.4579272119103,-32.5574983216464,"-1","0","1","allall","ms","per_change"
"psi.sp[51]",-49.7425192846412,-41.9020308640909,"-1","0","1","allall","ms","per_change"
"psi.sp[52]",-42.1339548042703,-60.372237376564,"-1","0","1","allall","ms","per_change"
"psi.sp[53]",-35.7971109721558,-39.8674790742173,"-1","0","1","allall","ms","per_change"
"psi.sp[54]",-40.8480966052911,-53.5180366981405,"-1","0","1","allall","ms","per_change"
"psi.sp[55]",-16.0711781465038,-25.2264710862247,"-1","0","1","allall","ms","per_change"
"psi.sp[56]",-20.6960404678141,-37.0019710724287,"-1","0","1","allall","ms","per_change"
"psi.sp[57]",-49.8342513163073,-51.7163879186159,"-1","0","1","allall","ms","per_change"
"psi.sp[58]",-53.3980719614412,-58.7732418656077,"-1","0","1","allall","ms","per_change"
"psi.sp[59]",-24.288238904182,-43.8096831650995,"-1","0","1","allall","ms","per_change"
"psi.sp[60]",-42.0098781175589,-43.8073871516789,"-1","0","1","allall","ms","per_change"
"psi.sp[61]",-29.8137414077074,-33.1816837937966,"-1","0","1","allall","ms","per_change"
"psi.sp[62]",-47.9825805331659,-39.6702511113215,"-1","0","1","allall","ms","per_change"
"psi.sp[63]",-38.4998085106785,-50.5068556758525,"-1","0","1","allall","ms","per_change"
"psi.sp[64]",-41.456017706019,-53.8709976301533,"-1","0","1","allall","ms","per_change"
"psi.sp[65]",-49.7810007108714,-38.0460872265162,"-1","0","1","allall","ms","per_change"
"psi.sp[66]",-41.9684464306615,-52.6148971987413,"-1","0","1","allall","ms","per_change"
"psi.yr[1]",0.069,0.660023457838956,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[2]",0.088,0.434538613360365,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[3]",0.285,0.515206725254215,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[4]",0.402,0.404245098467858,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[5]",0.166,0.782584294430727,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[6]",-0.011,0.162362190316294,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[7]",0.155,0.377284216387797,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[8]",0.296,0.732104912485917,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[9]",0.29,0.406165485325935,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[10]",0.325,0.607249116812383,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[11]",0.255,0.910468385407631,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[12]",-0.023,-0.147087160094365,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[13]",0.267,0.439695946273894,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[14]",-0.047,0.354718728286187,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[15]",0.208,0.34384958803737,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[16]",0.227,0.825621898993642,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[17]",0.188,0.222176942966479,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[18]",-0.134,0.0948433564105721,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[19]",0.27,0.421570682813686,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[20]",0.339,0.780519574077832,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[21]",0.146,0.300641087719769,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[22]",0.403,0.602566319037963,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[23]",0.176,0.533974939836603,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[24]",0.28,0.513817003915543,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[25]",0.331,0.307511507878904,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[26]",0.467,0.807177885506156,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[27]",0.354,0.336611516848836,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[28]",0.255,0.52197237357385,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[29]",0.07,0.29985232377137,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[30]",0.063,0.393521431687797,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[31]",0.112,0.527766492539936,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[32]",0.066,0.292042644693736,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[33]",0.214,0.482436586310606,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[34]",0.266,0.539601384135558,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[35]",0.095,0.596395265870666,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[36]",0.31,0.514794414657267,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[37]",0.014,0.095683588146598,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[38]",0.073,0.325663521675057,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[39]",0.155,0.52807083356755,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[40]",0.17,0.628250254218949,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[41]",0.133,0.360967017725839,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[42]",-0.009,0.182315966421853,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[43]",0.133,0.503822720844926,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[44]",0.432,0.458984878813401,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[45]",0.258,0.632744395030818,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[46]",0.305,0.90410058031736,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[47]",0.319,0.255104514547349,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[48]",0.263,0.474788120533589,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[49]",0.236,0.714005434660299,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[50]",0.531,0.856696128469575,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[51]",0.165,0.55762846487021,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[52]",0.342,0.588832961791678,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[53]",0.374,0.597628089222063,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[54]",0.282,0.419097192578158,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[55]",0.3,0.672719208067268,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[56]",0.437,0.559142999517232,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[57]",0.06,0.437296198498783,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[58]",0.225,0.562398641405767,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[59]",0.475,0.804873370439064,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[60]",0.116,0.48960235173643,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[61]",0.064,0.314902342833535,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[62]",0.006,0.290517183225868,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[63]",0.208,0.385915536820522,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[64]",0.24,0.0215252582617002,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[65]",0.169,0.754573993575954,"0.5","0","1","allall","ms","psi.yr"
"psi.yr[66]",0.326,0.719160290914937,"0.5","0","1","allall","ms","psi.yr"
"psi.sp[1]",-0.821,1.32211603178002,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[2]",-1.202,-0.0436657953187018,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[3]",-0.623,0.00219789112964538,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[4]",0.389,-0.271073394931571,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[5]",-0.126,0.520509976074378,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[6]",-0.665,-0.12710176723177,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[7]",0.633,-0.251575866521468,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[8]",-0.212,0.0591786858540007,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[9]",0.706,-0.14364998922472,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[10]",-0.698,-0.0874676118340233,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[11]",-1.589,-0.826900870418099,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[12]",0.584,0.259082422126019,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[13]",0,-0.317728759947307,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[14]",0.843,1.44413557485684,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[15]",-0.125,0.355328916647366,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[16]",-0.889,0.527059898289857,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[17]",-0.422,-0.119337814656858,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[18]",0.156,0.698465768304315,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[19]",2.163,1.06257670836852,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[20]",0.97,-0.00952566017182153,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[21]",-0.803,-0.354348720341037,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[22]",1.131,0.659052620954907,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[23]",-0.901,-1.10358463479181,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[24]",-0.548,-0.199979216079938,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[25]",-0.689,-1.29789058715663,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[26]",1.818,0.677010300853363,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[27]",0.363,-0.762199980741484,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[28]",-0.14,-0.756966355650531,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[29]",-0.262,-0.370563308021137,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[30]",-1.697,-0.00760791642772179,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[31]",-0.297,0.480531374622503,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[32]",-0.082,-0.114913505473279,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[33]",1.198,0.553494480302113,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[34]",-1.996,-1.30238331714974,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[35]",-1.016,0.013016310807569,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[36]",-0.521,-1.53301693385905,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[37]",-1.169,-0.275978692819689,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[38]",0.894,0.570964975115932,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[39]",-0.463,-0.633494597023977,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[40]",1.087,-0.254005268750984,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[41]",-0.228,0.245135111377313,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[42]",-0.046,0.518885299658076,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[43]",-0.187,0.535827895530595,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[44]",0.962,-0.0998531930608613,"0.5","0","1","allall","ms","psi.sp"
"psi.sp[45]",-0.524,0.382173498895176,"0.5","0","1","allall","ms","psi.sp"
