"var.names","mean","2.5%","97.5%","Rhat","actual.val","p.yr","mu.v.yr","r","case","sp"
"p.yr",-0.215,-0.346,-0.106,1.049,-0.5,"-0.5","-0.5","9","detected","ms"
"sigma.p.site",1.123,1.08,1.168,1.008,1.5,"-0.5","-0.5","9","detected","ms"
"per_chage_bci",-8.38703450878305,-13.39200502286,-3.11484630759817,NA,0,"-0.5","-0.5","9","detected","ms"
"mu.psi",0.01,-0.089,0.108,1.195,0,"-0.5","0","9","detected","ms"
"sigma.psi.sp",0.393,0.32,0.487,1,0.5,"-0.5","0","9","detected","ms"
"mu.psi.yr",-0.031,-0.105,0.054,1.025,0,"-0.5","0","9","detected","ms"
"sigma.psi.yr",0.173,0.104,0.245,1.02,0.2,"-0.5","0","9","detected","ms"
"mu.p",-0.126,-0.241,0,1.025,-0.5,"-0.5","0","9","detected","ms"
"sigma.p.sp",0.414,0.341,0.498,1.004,NA,"-0.5","0","9","detected","ms"
"p.yr",-0.267,-0.373,-0.173,1.016,-0.5,"-0.5","0","9","detected","ms"
"sigma.p.site",1.123,1.083,1.166,1.035,1.5,"-0.5","0","9","detected","ms"
"per_chage_bci",-1.51222637504838,-5.15096837195694,2.63122260717323,NA,0,"-0.5","0","9","detected","ms"
"mu.psi",0.174,-0.042,0.308,1.206,0,"-1","-0.5","9","detected","ms"
"sigma.psi.sp",0.536,0.432,0.658,1.023,0.5,"-1","-0.5","9","detected","ms"
"mu.psi.yr",-0.1,-0.211,0.006,1.016,0,"-1","-0.5","9","detected","ms"
"sigma.psi.yr",0.231,0.129,0.33,1.045,0.2,"-1","-0.5","9","detected","ms"
"mu.p",-0.26,-0.392,-0.134,1.19,-0.5,"-1","-0.5","9","detected","ms"
"sigma.p.sp",0.522,0.433,0.628,0.996,NA,"-1","-0.5","9","detected","ms"
"p.yr",-0.625,-0.747,-0.502,1.027,-1,"-1","-0.5","9","detected","ms"
"sigma.p.site",1.098,1.049,1.142,1.007,1.5,"-1","-0.5","9","detected","ms"
"per_chage_bci",-4.56688163389938,-9.34011246361776,0.245762596805268,NA,0,"-1","-0.5","9","detected","ms"
"mu.psi",-0.001,-0.105,0.132,1.201,0,"-1","0","9","detected","ms"
"sigma.psi.sp",0.521,0.422,0.627,1.022,0.5,"-1","0","9","detected","ms"
"mu.psi.yr",-0.083,-0.175,0.032,1.063,0,"-1","0","9","detected","ms"
"sigma.psi.yr",0.203,0.114,0.287,1.032,0.2,"-1","0","9","detected","ms"
"mu.p",-0.274,-0.42,-0.111,1.083,-0.5,"-1","0","9","detected","ms"
"sigma.p.sp",0.575,0.474,0.692,1.002,NA,"-1","0","9","detected","ms"
"p.yr",-0.566,-0.683,-0.458,1.033,-1,"-1","0","9","detected","ms"
"sigma.p.site",1.123,1.075,1.167,1.005,1.5,"-1","0","9","detected","ms"
"per_chage_bci",-4.14944271046725,-8.7435749786395,1.67182789527353,NA,0,"-1","0","9","detected","ms"
"mu.psi",-0.035,-0.152,0.101,1.116,0,"0","-0.5","9","detected","ms"
"sigma.psi.sp",0.535,0.433,0.666,1.016,0.5,"0","-0.5","9","detected","ms"
"mu.psi.yr",0.066,-0.052,0.174,1.076,0,"0","-0.5","9","detected","ms"
"sigma.psi.yr",0.274,0.197,0.36,1.019,0.2,"0","-0.5","9","detected","ms"
"mu.p",-0.116,-0.238,0.003,1.156,-0.5,"0","-0.5","9","detected","ms"
"sigma.p.sp",0.437,0.355,0.535,1.01,NA,"0","-0.5","9","detected","ms"
"p.yr",-0.072,-0.184,0.049,1.026,0,"0","-0.5","9","detected","ms"
"sigma.p.site",1.175,1.129,1.22,1.014,1.5,"0","-0.5","9","detected","ms"
"per_chage_bci",3.38919368661542,-2.60553592980232,8.99946805413944,NA,0,"0","-0.5","9","detected","ms"
"mu.psi",-0.136,-0.289,-0.001,1.335,0,"0","0","9","detected","ms"
"sigma.psi.sp",0.589,0.493,0.722,1.007,0.5,"0","0","9","detected","ms"
"mu.psi.yr",-0.003,-0.086,0.092,1.023,0,"0","0","9","detected","ms"
"sigma.psi.yr",0.19,0.129,0.258,0.999,0.2,"0","0","9","detected","ms"
"mu.p",-0.155,-0.26,-0.019,1.067,-0.5,"0","0","9","detected","ms"
"sigma.p.sp",0.531,0.432,0.649,1.003,NA,"0","0","9","detected","ms"
"p.yr",0.021,-0.09,0.125,1.039,0,"0","0","9","detected","ms"
"sigma.p.site",1.18,1.134,1.23,1.009,1.5,"0","0","9","detected","ms"
"per_chage_bci",-0.146071333421911,-4.67334033875577,5.05847109256605,NA,0,"0","0","9","detected","ms"
"mu.psi",-0.072,-0.236,0.088,1.22,0,"0.5","-0.5","9","detected","ms"
"sigma.psi.sp",0.537,0.443,0.651,1.018,0.5,"0.5","-0.5","9","detected","ms"
"mu.psi.yr",0.004,-0.085,0.076,1.053,0,"0.5","-0.5","9","detected","ms"
"sigma.psi.yr",0.2,0.134,0.27,1.038,0.2,"0.5","-0.5","9","detected","ms"
"mu.p",-0.066,-0.185,0.065,1.214,-0.5,"0.5","-0.5","9","detected","ms"
"sigma.p.sp",0.451,0.366,0.542,1.005,NA,"0.5","-0.5","9","detected","ms"
"p.yr",0.377,0.258,0.499,1.071,0.5,"0.5","-0.5","9","detected","ms"
"sigma.p.site",1.186,1.14,1.235,1.016,1.5,"0.5","-0.5","9","detected","ms"
"per_chage_bci",0.257246137992336,-4.287545463116,3.99651226145267,NA,0,"0.5","-0.5","9","detected","ms"
"mu.psi",0.031,-0.106,0.161,1.398,0,"0.5","0","9","detected","ms"
"sigma.psi.sp",0.489,0.395,0.589,1.022,0.5,"0.5","0","9","detected","ms"
"mu.psi.yr",0.098,0.036,0.165,1.017,0,"0.5","0","9","detected","ms"
"sigma.psi.yr",0.15,0.061,0.239,1.147,0.2,"0.5","0","9","detected","ms"
"mu.p",-0.236,-0.39,-0.106,1.406,-0.5,"0.5","0","9","detected","ms"
"sigma.p.sp",0.53,0.445,0.641,1.001,NA,"0.5","0","9","detected","ms"
"p.yr",0.37,0.267,0.466,1.043,0.5,"0.5","0","9","detected","ms"
"sigma.p.site",1.217,1.175,1.259,1.002,1.5,"0.5","0","9","detected","ms"
"per_chage_bci",4.8230193450851,1.70928394585243,8.33056422976506,NA,0,"0.5","0","9","detected","ms"
"mu.psi",-0.051,-0.142,0.042,1.36,0,"1","-0.5","9","detected","ms"
"sigma.psi.sp",0.467,0.392,0.565,1.014,0.5,"1","-0.5","9","detected","ms"
"mu.psi.yr",0.02,-0.059,0.106,1.067,0,"1","-0.5","9","detected","ms"
"sigma.psi.yr",0.185,0.128,0.253,1.009,0.2,"1","-0.5","9","detected","ms"
"mu.p",-0.115,-0.247,0.008,1.145,-0.5,"1","-0.5","9","detected","ms"
"sigma.p.sp",0.426,0.349,0.524,1.008,NA,"1","-0.5","9","detected","ms"
"p.yr",0.827,0.702,0.952,1.154,1,"1","-0.5","9","detected","ms"
"sigma.p.site",1.266,1.213,1.318,1.025,1.5,"1","-0.5","9","detected","ms"
"per_chage_bci",1.01882187427791,-2.99966924547939,5.51643254296162,NA,0,"1","-0.5","9","detected","ms"
"mu.psi",-0.077,-0.175,0.024,1.041,0,"1","0","9","detected","ms"
"sigma.psi.sp",0.469,0.385,0.562,0.999,0.5,"1","0","9","detected","ms"
"mu.psi.yr",0,-0.07,0.089,1.026,0,"1","0","9","detected","ms"
"sigma.psi.yr",0.177,0.111,0.247,1.026,0.2,"1","0","9","detected","ms"
"mu.p",-0.185,-0.34,-0.038,1.123,-0.5,"1","0","9","detected","ms"
"sigma.p.sp",0.497,0.414,0.617,0.998,NA,"1","0","9","detected","ms"
"p.yr",0.868,0.77,0.98,1.005,1,"1","0","9","detected","ms"
"sigma.p.site",1.26,1.209,1.311,1.002,1.5,"1","0","9","detected","ms"
"per_chage_bci",-0.00324962200680334,-3.55371261321872,4.75073842317601,NA,0,"1","0","9","detected","ms"
"mu.psi",-0.039,-0.138,0.062,0.997,0,"-0.5","-0.5","1","visits","ms"
"sigma.psi.sp",0.49,0.396,0.607,1.001,0.5,"-0.5","-0.5","1","visits","ms"
"mu.psi.yr",-0.079,-0.166,0.015,0.998,0,"-0.5","-0.5","1","visits","ms"
"sigma.psi.yr",0.214,0.136,0.31,1.023,0.2,"-0.5","-0.5","1","visits","ms"
"mu.p",-0.481,-0.621,-0.348,1.048,-0.5,"-0.5","-0.5","1","visits","ms"
"sigma.p.sp",0.422,0.34,0.518,1.011,NA,"-0.5","-0.5","1","visits","ms"
"p.yr",-0.52,-0.654,-0.382,1.009,-0.5,"-0.5","-0.5","1","visits","ms"
"sigma.p.site",1.478,1.417,1.551,0.999,1.5,"-0.5","-0.5","1","visits","ms"
"per_chage_bci",-4.03574187332747,-8.39709059037185,0.757223234618313,NA,0,"-0.5","-0.5","1","visits","ms"
"mu.psi",-0.022,-0.136,0.084,1.127,0,"-0.5","0","1","visits","ms"
"sigma.psi.sp",0.57,0.465,0.697,1.04,0.5,"-0.5","0","1","visits","ms"
"mu.psi.yr",0.048,-0.046,0.147,1.013,0,"-0.5","0","1","visits","ms"
"sigma.psi.yr",0.269,0.19,0.363,1.005,0.2,"-0.5","0","1","visits","ms"
"mu.p",-0.562,-0.706,-0.399,1.179,-0.5,"-0.5","0","1","visits","ms"
"sigma.p.sp",0.534,0.438,0.647,1,NA,"-0.5","0","1","visits","ms"
"p.yr",-0.482,-0.596,-0.347,1.044,-0.5,"-0.5","0","1","visits","ms"
"sigma.p.site",1.475,1.421,1.529,1,1.5,"-0.5","0","1","visits","ms"
"per_chage_bci",2.43254848742554,-2.28427062840869,7.54106078914105,NA,0,"-0.5","0","1","visits","ms"
"mu.psi",-0.054,-0.183,0.074,1.415,0,"-1","-0.5","1","visits","ms"
"sigma.psi.sp",0.498,0.402,0.61,1.019,0.5,"-1","-0.5","1","visits","ms"
"mu.psi.yr",-0.085,-0.2,0.034,1.011,0,"-1","-0.5","1","visits","ms"
"sigma.psi.yr",0.289,0.207,0.393,1.017,0.2,"-1","-0.5","1","visits","ms"
"mu.p",-0.406,-0.623,-0.238,1.381,-0.5,"-1","-0.5","1","visits","ms"
"sigma.p.sp",0.594,0.494,0.719,0.998,NA,"-1","-0.5","1","visits","ms"
"p.yr",-0.968,-1.105,-0.83,1.034,-1,"-1","-0.5","1","visits","ms"
"sigma.p.site",1.482,1.431,1.539,1,1.5,"-1","-0.5","1","visits","ms"
"per_chage_bci",-4.35887119656678,-10.3428477802086,1.86772991545149,NA,0,"-1","-0.5","1","visits","ms"
"mu.psi",0.119,0.006,0.257,1.524,0,"-1","0","1","visits","ms"
"sigma.psi.sp",0.469,0.384,0.572,1,0.5,"-1","0","1","visits","ms"
"mu.psi.yr",-0.105,-0.178,-0.018,1.019,0,"-1","0","1","visits","ms"
"sigma.psi.yr",0.091,0.006,0.201,1.044,0.2,"-1","0","1","visits","ms"
"mu.p",-0.551,-0.671,-0.407,1.028,-0.5,"-1","0","1","visits","ms"
"sigma.p.sp",0.422,0.351,0.507,1.013,NA,"-1","0","1","visits","ms"
"p.yr",-0.862,-0.981,-0.739,1.019,-1,"-1","0","1","visits","ms"
"sigma.p.site",1.614,1.546,1.681,1.001,1.5,"-1","0","1","visits","ms"
"per_chage_bci",-4.93278671261606,-8.232945151861,-0.862601648021522,NA,0,"-1","0","1","visits","ms"
"mu.psi",0.016,-0.132,0.188,1.207,0,"0","-0.5","1","visits","ms"
"sigma.psi.sp",0.615,0.512,0.749,1.011,0.5,"0","-0.5","1","visits","ms"
"mu.psi.yr",-0.053,-0.145,0.046,1.009,0,"0","-0.5","1","visits","ms"
"sigma.psi.yr",0.218,0.137,0.309,1.033,0.2,"0","-0.5","1","visits","ms"
"mu.p",-0.614,-0.757,-0.49,1.012,-0.5,"0","-0.5","1","visits","ms"
"sigma.p.sp",0.503,0.407,0.619,1.007,NA,"0","-0.5","1","visits","ms"
"p.yr",0.077,-0.069,0.203,1.004,0,"0","-0.5","1","visits","ms"
"sigma.p.site",1.519,1.461,1.579,1.011,1.5,"0","-0.5","1","visits","ms"
"per_chage_bci",-2.59922370842249,-6.99034068184999,2.31596852850097,NA,0,"0","-0.5","1","visits","ms"
"mu.psi",0.025,-0.069,0.126,1.155,0,"0","0","1","visits","ms"
"sigma.psi.sp",0.478,0.393,0.581,1.002,0.5,"0","0","1","visits","ms"
"mu.psi.yr",-0.036,-0.133,0.059,1.012,0,"0","0","1","visits","ms"
"sigma.psi.yr",0.256,0.19,0.324,1,0.2,"0","0","1","visits","ms"
"mu.p",-0.456,-0.617,-0.32,1.298,-0.5,"0","0","1","visits","ms"
"sigma.p.sp",0.549,0.456,0.657,1.004,NA,"0","0","1","visits","ms"
"p.yr",-0.04,-0.161,0.074,1.026,0,"0","0","1","visits","ms"
"sigma.p.site",1.497,1.442,1.55,1.008,1.5,"0","0","1","visits","ms"
"per_chage_bci",-1.78067841374188,-6.6537197722146,2.96027848884928,NA,0,"0","0","1","visits","ms"
"mu.psi",0.021,-0.087,0.143,1.259,0,"0.5","-0.5","1","visits","ms"
"sigma.psi.sp",0.499,0.424,0.62,1.004,0.5,"0.5","-0.5","1","visits","ms"
"mu.psi.yr",-0.026,-0.111,0.061,1.002,0,"0.5","-0.5","1","visits","ms"
"sigma.psi.yr",0.195,0.124,0.285,1.011,0.2,"0.5","-0.5","1","visits","ms"
"mu.p",-0.44,-0.575,-0.255,1.216,-0.5,"0.5","-0.5","1","visits","ms"
"sigma.p.sp",0.514,0.426,0.62,1.032,NA,"0.5","-0.5","1","visits","ms"
"p.yr",0.369,0.241,0.492,1.008,0.5,"0.5","-0.5","1","visits","ms"
"sigma.p.site",1.5,1.445,1.555,0.998,1.5,"0.5","-0.5","1","visits","ms"
"per_chage_bci",-1.25442222962163,-5.41594748083055,3.15779283933072,NA,0,"0.5","-0.5","1","visits","ms"
"mu.psi",0.095,-0.064,0.24,1.072,0,"0.5","0","1","visits","ms"
"sigma.psi.sp",0.651,0.549,0.786,0.999,0.5,"0.5","0","1","visits","ms"
"mu.psi.yr",-0.073,-0.161,0.012,1.028,0,"0.5","0","1","visits","ms"
"sigma.psi.yr",0.202,0.144,0.278,1.012,0.2,"0.5","0","1","visits","ms"
"mu.p",-0.49,-0.607,-0.372,1.066,-0.5,"0.5","0","1","visits","ms"
"sigma.p.sp",0.47,0.387,0.577,0.998,NA,"0.5","0","1","visits","ms"
"p.yr",0.56,0.456,0.68,1.03,0.5,"0.5","0","1","visits","ms"
"sigma.p.site",1.503,1.449,1.555,1.001,1.5,"0.5","0","1","visits","ms"
"per_chage_bci",-3.47254207605815,-7.49775397137976,0.569179715010828,NA,0,"0.5","0","1","visits","ms"
"mu.psi",0.068,-0.058,0.194,1.232,0,"1","-0.5","1","visits","ms"
"sigma.psi.sp",0.465,0.378,0.569,1.01,0.5,"1","-0.5","1","visits","ms"
"mu.psi.yr",-0.018,-0.124,0.073,1.017,0,"1","-0.5","1","visits","ms"
"sigma.psi.yr",0.231,0.156,0.317,1.024,0.2,"1","-0.5","1","visits","ms"
"mu.p",-0.536,-0.671,-0.372,1.26,-0.5,"1","-0.5","1","visits","ms"
"sigma.p.sp",0.621,0.52,0.741,1.001,NA,"1","-0.5","1","visits","ms"
"p.yr",0.934,0.824,1.051,0.999,1,"1","-0.5","1","visits","ms"
"sigma.p.site",1.527,1.46,1.581,1,1.5,"1","-0.5","1","visits","ms"
"per_chage_bci",-0.864656017139077,-5.94962153672512,3.56262626839758,NA,0,"1","-0.5","1","visits","ms"
"mu.psi",-0.045,-0.192,0.117,1.112,0,"1","0","1","visits","ms"
"sigma.psi.sp",0.548,0.456,0.659,1.001,0.5,"1","0","1","visits","ms"
"mu.psi.yr",0.041,-0.047,0.128,1.007,0,"1","0","1","visits","ms"
"sigma.psi.yr",0.243,0.181,0.323,1.003,0.2,"1","0","1","visits","ms"
"mu.p",-0.427,-0.552,-0.296,1.079,-0.5,"1","0","1","visits","ms"
"sigma.p.sp",0.494,0.399,0.608,1.038,NA,"1","0","1","visits","ms"
"p.yr",1.051,0.92,1.178,1.03,1,"1","0","1","visits","ms"
"sigma.p.site",1.557,1.499,1.611,1.002,1.5,"1","0","1","visits","ms"
"per_chage_bci",2.1154358587819,-2.39332613346362,6.45611850232967,NA,0,"1","0","1","visits","ms"
"mu.psi",-0.046,-0.19,0.118,1.008,0,"-0.5","-0.5","10","visits","ms"
"sigma.psi.sp",0.55,0.448,0.674,1.004,0.5,"-0.5","-0.5","10","visits","ms"
"mu.psi.yr",-0.067,-0.147,0.036,1.087,0,"-0.5","-0.5","10","visits","ms"
"sigma.psi.yr",0.144,0.061,0.229,1.033,0.2,"-0.5","-0.5","10","visits","ms"
"mu.p",-0.548,-0.688,-0.424,1.08,-0.5,"-0.5","-0.5","10","visits","ms"
"sigma.p.sp",0.561,0.464,0.679,1.006,NA,"-0.5","-0.5","10","visits","ms"
"p.yr",-0.464,-0.59,-0.344,1.007,-0.5,"-0.5","-0.5","10","visits","ms"
"sigma.p.site",1.467,1.411,1.534,1.003,1.5,"-0.5","-0.5","10","visits","ms"
"per_chage_bci",-3.38942754110799,-7.67394216934977,1.8144045558018,NA,0,"-0.5","-0.5","10","visits","ms"
"mu.psi",0.024,-0.114,0.148,1.057,0,"-0.5","0","10","visits","ms"
"sigma.psi.sp",0.579,0.482,0.697,1.006,0.5,"-0.5","0","10","visits","ms"
"mu.psi.yr",0.054,-0.028,0.134,1.005,0,"-0.5","0","10","visits","ms"
"sigma.psi.yr",0.161,0.074,0.247,1.109,0.2,"-0.5","0","10","visits","ms"
"mu.p",-0.53,-0.676,-0.335,1.122,-0.5,"-0.5","0","10","visits","ms"
"sigma.p.sp",0.49,0.4,0.58,1.03,NA,"-0.5","0","10","visits","ms"
"p.yr",-0.534,-0.661,-0.419,1.063,-0.5,"-0.5","0","10","visits","ms"
"sigma.p.site",1.473,1.42,1.531,1.005,1.5,"-0.5","0","10","visits","ms"
"per_chage_bci",2.69543324698083,-1.39389441680075,6.5899461594612,NA,0,"-0.5","0","10","visits","ms"
"mu.psi",0.132,0.007,0.273,1.079,0,"-1","-0.5","10","visits","ms"
"sigma.psi.sp",0.608,0.503,0.73,1.015,0.5,"-1","-0.5","10","visits","ms"
"mu.psi.yr",0.028,-0.084,0.155,1.02,0,"-1","-0.5","10","visits","ms"
"sigma.psi.yr",0.202,0.114,0.283,1.05,0.2,"-1","-0.5","10","visits","ms"
"mu.p",-0.556,-0.678,-0.377,1.216,-0.5,"-1","-0.5","10","visits","ms"
"sigma.p.sp",0.473,0.384,0.581,1.012,NA,"-1","-0.5","10","visits","ms"
"p.yr",-0.987,-1.145,-0.845,1.21,-1,"-1","-0.5","10","visits","ms"
"sigma.p.site",1.528,1.476,1.588,0.998,1.5,"-1","-0.5","10","visits","ms"
"per_chage_bci",1.3006618218572,-3.90036516195533,7.33868737036228,NA,0,"-1","-0.5","10","visits","ms"
"mu.psi",0.003,-0.089,0.1,1.174,0,"-1","0","10","visits","ms"
"sigma.psi.sp",0.55,0.461,0.666,1.004,0.5,"-1","0","10","visits","ms"
"mu.psi.yr",0.08,-0.03,0.192,1,0,"-1","0","10","visits","ms"
"sigma.psi.yr",0.233,0.162,0.321,1.009,0.2,"-1","0","10","visits","ms"
"mu.p",-0.446,-0.584,-0.336,1.11,-0.5,"-1","0","10","visits","ms"
"sigma.p.sp",0.503,0.404,0.621,1.011,NA,"-1","0","10","visits","ms"
"p.yr",-1.001,-1.11,-0.89,1.034,-1,"-1","0","10","visits","ms"
"sigma.p.site",1.487,1.432,1.545,1.002,1.5,"-1","0","10","visits","ms"
"per_chage_bci",4.01118700342554,-1.43828060529523,9.6070204162157,NA,0,"-1","0","10","visits","ms"
"mu.psi",0.037,-0.062,0.168,1.159,0,"0","-0.5","10","visits","ms"
"sigma.psi.sp",0.456,0.361,0.566,1,0.5,"0","-0.5","10","visits","ms"
"mu.psi.yr",-0.129,-0.238,-0.032,1.025,0,"0","-0.5","10","visits","ms"
"sigma.psi.yr",0.275,0.201,0.357,1.044,0.2,"0","-0.5","10","visits","ms"
"mu.p",-0.711,-0.853,-0.581,1.239,-0.5,"0","-0.5","10","visits","ms"
"sigma.p.sp",0.467,0.38,0.557,1.018,NA,"0","-0.5","10","visits","ms"
"p.yr",0.077,-0.073,0.205,1.076,0,"0","-0.5","10","visits","ms"
"sigma.p.site",1.543,1.487,1.593,0.999,1.5,"0","-0.5","10","visits","ms"
"per_chage_bci",-6.32185441496072,-11.4366394775399,-1.61212171353482,NA,0,"0","-0.5","10","visits","ms"
"mu.psi",-0.041,-0.147,0.085,1.067,0,"0","0","10","visits","ms"
"sigma.psi.sp",0.462,0.39,0.562,1.01,0.5,"0","0","10","visits","ms"
"mu.psi.yr",0.016,-0.07,0.102,1.029,0,"0","0","10","visits","ms"
"sigma.psi.yr",0.16,0.085,0.234,1.042,0.2,"0","0","10","visits","ms"
"mu.p",-0.5,-0.617,-0.382,1.005,-0.5,"0","0","10","visits","ms"
"sigma.p.sp",0.505,0.415,0.614,0.996,NA,"0","0","10","visits","ms"
"p.yr",-0.032,-0.137,0.073,1.104,0,"0","0","10","visits","ms"
"sigma.p.site",1.458,1.405,1.515,1.025,1.5,"0","0","10","visits","ms"
"per_chage_bci",0.811374345996119,-3.51897701456507,5.21090113587736,NA,0,"0","0","10","visits","ms"
"mu.psi",0.155,0.005,0.277,1.09,0,"0.5","-0.5","10","visits","ms"
"sigma.psi.sp",0.5,0.398,0.646,1.017,0.5,"0.5","-0.5","10","visits","ms"
"mu.psi.yr",-0.013,-0.101,0.094,1.027,0,"0.5","-0.5","10","visits","ms"
"sigma.psi.yr",0.24,0.167,0.327,1.009,0.2,"0.5","-0.5","10","visits","ms"
"mu.p",-0.567,-0.729,-0.402,1.08,-0.5,"0.5","-0.5","10","visits","ms"
"sigma.p.sp",0.573,0.478,0.692,1.002,NA,"0.5","-0.5","10","visits","ms"
"p.yr",0.543,0.415,0.672,1.029,0.5,"0.5","-0.5","10","visits","ms"
"sigma.p.site",1.488,1.427,1.546,1.001,1.5,"0.5","-0.5","10","visits","ms"
"per_chage_bci",-0.564611951183352,-4.46176100989138,4.45979327271072,NA,0,"0.5","-0.5","10","visits","ms"
"mu.psi",0.039,-0.079,0.159,1.116,0,"0.5","0","10","visits","ms"
"sigma.psi.sp",0.453,0.377,0.566,1.006,0.5,"0.5","0","10","visits","ms"
"mu.psi.yr",0.036,-0.056,0.121,1.059,0,"0.5","0","10","visits","ms"
"sigma.psi.yr",0.242,0.182,0.313,1.014,0.2,"0.5","0","10","visits","ms"
"mu.p",-0.364,-0.509,-0.237,1.442,-0.5,"0.5","0","10","visits","ms"
"sigma.p.sp",0.496,0.41,0.606,0.997,NA,"0.5","0","10","visits","ms"
"p.yr",0.427,0.308,0.53,1.057,0.5,"0.5","0","10","visits","ms"
"sigma.p.site",1.488,1.438,1.537,0.999,1.5,"0.5","0","10","visits","ms"
"per_chage_bci",1.80601745260291,-2.81529734993574,6.12371104700075,NA,0,"0.5","0","10","visits","ms"
"mu.psi",-0.045,-0.148,0.052,1.055,0,"1","-0.5","10","visits","ms"
"sigma.psi.sp",0.5,0.409,0.595,1.002,0.5,"1","-0.5","10","visits","ms"
"mu.psi.yr",0.044,-0.033,0.117,1.014,0,"1","-0.5","10","visits","ms"
"sigma.psi.yr",0.195,0.14,0.272,1.002,0.2,"1","-0.5","10","visits","ms"
"mu.p",-0.546,-0.69,-0.397,1.078,-0.5,"1","-0.5","10","visits","ms"
"sigma.p.sp",0.575,0.475,0.715,1.028,NA,"1","-0.5","10","visits","ms"
"p.yr",1.006,0.875,1.135,1.012,1,"1","-0.5","10","visits","ms"
"sigma.p.site",1.489,1.431,1.553,1.003,1.5,"1","-0.5","10","visits","ms"
"per_chage_bci",2.28038974849555,-1.68597909517442,6.09169596879641,NA,0,"1","-0.5","10","visits","ms"
"mu.psi",0.021,-0.139,0.146,1.064,0,"1","0","10","visits","ms"
"sigma.psi.sp",0.498,0.412,0.589,0.999,0.5,"1","0","10","visits","ms"
"mu.psi.yr",-0.062,-0.149,0.018,1.008,0,"1","0","10","visits","ms"
"sigma.psi.yr",0.216,0.151,0.298,1.006,0.2,"1","0","10","visits","ms"
"mu.p",-0.457,-0.614,-0.303,1.47,-0.5,"1","0","10","visits","ms"
"sigma.p.sp",0.51,0.436,0.621,1.007,NA,"1","0","10","visits","ms"
"p.yr",0.969,0.851,1.075,1.12,1,"1","0","10","visits","ms"
"sigma.p.site",1.548,1.484,1.606,0.997,1.5,"1","0","10","visits","ms"
"per_chage_bci",-3.0664135182576,-7.3821245617314,0.915316773113249,NA,0,"1","0","10","visits","ms"
"mu.psi",0.039,-0.053,0.17,1.414,0,"-0.5","-0.5","2","visits","ms"
"sigma.psi.sp",0.414,0.341,0.501,1.046,0.5,"-0.5","-0.5","2","visits","ms"
"mu.psi.yr",-0.007,-0.105,0.084,1.092,0,"-0.5","-0.5","2","visits","ms"
"sigma.psi.yr",0.229,0.153,0.311,1.009,0.2,"-0.5","-0.5","2","visits","ms"
"mu.p",-0.511,-0.68,-0.348,1.047,-0.5,"-0.5","-0.5","2","visits","ms"
"sigma.p.sp",0.565,0.464,0.672,1.002,NA,"-0.5","-0.5","2","visits","ms"
"p.yr",-0.515,-0.67,-0.378,1.078,-0.5,"-0.5","-0.5","2","visits","ms"
"sigma.p.site",1.584,1.518,1.654,1.025,1.5,"-0.5","-0.5","2","visits","ms"
"per_chage_bci",-0.326764665607033,-5.17844349729633,4.14866901275614,NA,0,"-0.5","-0.5","2","visits","ms"
"mu.psi",-0.089,-0.191,0.04,1.103,0,"-0.5","0","2","visits","ms"
"sigma.psi.sp",0.57,0.48,0.685,1.006,0.5,"-0.5","0","2","visits","ms"
"mu.psi.yr",-0.051,-0.139,0.031,1.003,0,"-0.5","0","2","visits","ms"
"sigma.psi.yr",0.22,0.152,0.303,1.02,0.2,"-0.5","0","2","visits","ms"
"mu.p",-0.512,-0.637,-0.384,1.043,-0.5,"-0.5","0","2","visits","ms"
"sigma.p.sp",0.482,0.405,0.578,1.02,NA,"-0.5","0","2","visits","ms"
"p.yr",-0.479,-0.611,-0.357,1.02,-0.5,"-0.5","0","2","visits","ms"
"sigma.p.site",1.529,1.467,1.583,1.015,1.5,"-0.5","0","2","visits","ms"
"per_chage_bci",-2.64082001552819,-7.29645419810033,1.64093477667886,NA,0,"-0.5","0","2","visits","ms"
"mu.psi",0.058,-0.062,0.188,1.064,0,"-1","-0.5","2","visits","ms"
"sigma.psi.sp",0.511,0.417,0.637,1.017,0.5,"-1","-0.5","2","visits","ms"
"mu.psi.yr",-0.082,-0.194,0.022,1.032,0,"-1","-0.5","2","visits","ms"
"sigma.psi.yr",0.205,0.11,0.307,1.024,0.2,"-1","-0.5","2","visits","ms"
"mu.p",-0.566,-0.739,-0.344,1.155,-0.5,"-1","-0.5","2","visits","ms"
"sigma.p.sp",0.613,0.496,0.743,1.013,NA,"-1","-0.5","2","visits","ms"
"p.yr",-0.932,-1.07,-0.77,1.015,-1,"-1","-0.5","2","visits","ms"
"sigma.p.site",1.5,1.441,1.558,1.002,1.5,"-1","-0.5","2","visits","ms"
"per_chage_bci",-3.94141589186949,-9.5137723226489,1.10849508291033,NA,0,"-1","-0.5","2","visits","ms"
"mu.psi",-0.085,-0.201,0.016,1.086,0,"-1","0","2","visits","ms"
"sigma.psi.sp",0.505,0.418,0.615,1.002,0.5,"-1","0","2","visits","ms"
"mu.psi.yr",-0.037,-0.135,0.077,1.019,0,"-1","0","2","visits","ms"
"sigma.psi.yr",0.245,0.172,0.33,1.01,0.2,"-1","0","2","visits","ms"
"mu.p",-0.367,-0.489,-0.239,1.051,-0.5,"-1","0","2","visits","ms"
"sigma.p.sp",0.408,0.335,0.495,1.008,NA,"-1","0","2","visits","ms"
