"sp.names","mean","actua.val","p.yr","mu.psi","r","case","sp","var.names"
"psi.yr[1]",-0.254,-0.273444204271784,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[2]",0.062,0.582450384811829,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[3]",-0.162,-0.167521303324224,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[4]",0.055,-0.0343910557274752,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[5]",-0.181,-0.0886191396492549,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[6]",-0.075,-0.0321741704824294,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[7]",-0.091,-0.278078034231406,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[8]",0.016,0.24678647274188,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[9]",0.333,0.37666405799223,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[10]",-0.219,0.14095693622251,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[11]",0.007,0.36971156516091,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[12]",-0.063,0.0565994961748493,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[13]",0.047,-0.0897823669061401,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[14]",-0.236,-0.188540808559175,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[15]",0.084,0.203985801158052,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[16]",-0.18,-0.234115604602931,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[17]",-0.141,-0.177603202757788,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[18]",0.104,0.0353518265808089,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[19]",0.379,0.603765557917685,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[20]",0.084,0.00777618657680143,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[21]",-0.051,-0.152904770035846,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[22]",-0.182,-0.103698948846462,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[23]",-0.257,-0.0897117762836299,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[24]",-0.29,-0.0495691495863,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[25]",0.111,0.234880874266232,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[26]",0.276,0.191950639469764,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[27]",-0.152,-0.220939409718877,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[28]",0.267,0.200778392312115,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[29]",-0.082,0.244962080143512,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[30]",-0.189,-0.0533261616468936,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[31]",0.156,0.404368122166483,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[32]",-0.039,0.112244677620891,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[33]",0.036,-0.0389320656056348,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[34]",0.022,0.106896022477452,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[35]",0.039,-0.359877152383398,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[36]",0.124,0.166537640278496,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[37]",0.006,0.0638691811401212,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[38]",-0.183,-0.256082318961507,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[39]",0.039,0.280517214627527,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[40]",-0.228,-0.375847059177078,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[41]",0.063,0.296981752375816,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[42]",0.092,0.104371597883416,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[43]",-0.058,-0.191165530442752,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[44]",0.157,0.0577125054915071,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[45]",-0.116,-0.16292952593157,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[46]",0.041,-0.212329734910688,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[47]",-0.077,-0.139784267142617,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[48]",-0.007,0.0179540459912725,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[49]",0.012,0.259282269655313,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[50]",0.216,0.213894228997167,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[51]",-0.071,0.0234274821216757,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[52]",0.241,0.238461344438882,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[53]",-0.163,0.157560373919417,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[54]",0.071,-0.133842967241395,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[55]",0.076,-0.0225356556435004,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[56]",0.11,0.320721362331722,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[57]",-0.081,0.0999460444681504,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[58]",0.093,0.244087458767505,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[59]",-0.024,-0.200470275784651,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[60]",0.159,0.439355375781688,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[61]",0.115,0.214554082264912,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[62]",-0.075,-0.185143690701404,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[63]",-0.029,0.0218987235611823,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[64]",0.049,0.0401301932409085,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[65]",0.029,-0.147922763953631,"-0.5","0","1","allall","ms","psi.yr"
"psi.yr[66]",0.102,-0.0333137320396252,"-0.5","0","1","allall","ms","psi.yr"
"psi.sp[1]",-2.008,-0.889710273933707,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[2]",-1.047,0.460824135691627,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[3]",-1.065,-0.833930895018652,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[4]",1.372,0.696416592931947,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[5]",-0.631,-0.379807010008105,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[6]",-0.678,0.151293170979807,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[7]",-0.123,-0.940114603267329,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[8]",-0.32,-0.310051253791214,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[9]",0.572,-0.0437491458006971,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[10]",-1.045,-0.225837317594506,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[11]",-0.572,1.10528724358856,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[12]",0.067,-0.490662491753028,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[13]",0.697,0.309412277230042,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[14]",0.427,0.478318624593924,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[15]",0.044,0.489714164342648,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[16]",-1.08,-0.241518451715478,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[17]",-0.291,0.0660727682537309,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[18]",-0.342,0.35602864281756,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[19]",1.228,0.247076010613438,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[20]",0.391,-0.0556690403095545,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[21]",-0.8,-0.0742044880214442,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[22]",0.615,0.092862887930519,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[23]",-0.325,0.206544286781611,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[24]",0.041,0.460890210604738,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[25]",0.114,-0.412167972655939,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[26]",1.193,0.0902766316262429,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[27]",0.936,-0.08232077840849,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[28]",0.98,0.572347240824712,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[29]",-0.224,0.14608190403973,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[30]",-2.125,-0.640410365577964,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[31]",-0.867,-0.0304366910328774,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[32]",-0.515,-0.575979558389715,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[33]",0.259,-0.413322053285678,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[34]",-1.352,0.080959354290612,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[35]",-0.898,0.494122624291758,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[36]",0.284,-0.67638134009068,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[37]",-1.521,-0.267177914495373,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[38]",0.833,0.672654704102884,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[39]",-0.261,-0.330113841965945,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[40]",0.296,-0.470566299597869,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[41]",-0.48,-0.0848795972100066,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[42]",0.093,0.319700467234834,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[43]",-0.719,-0.260656126662259,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[44]",0.921,-0.0147945130782898,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[45]",-0.043,0.648236495423118,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[46]",0.336,0.145183872067858,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[47]",0.71,-0.188873612133437,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[48]",0.375,-0.295744532975971,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[49]",0.395,0.574104348179881,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[50]",0.71,0.124577012362493,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[51]",-0.923,-0.26244340203117,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[52]",0.139,-0.718367750970824,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[53]",-0.808,0.591310445346752,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[54]",-0.547,-1.01724144593118,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[55]",0.663,-0.0134314944519849,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[56]",1.368,0.378643486135516,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[57]",-0.261,0.172143226431588,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[58]",-0.349,-0.116192940755493,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[59]",-0.347,-1.09275720664858,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[60]",-0.106,0.00891071497941517,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[61]",-0.801,-0.83049207691758,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[62]",-2.053,0.507634147022456,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[63]",0.604,0.434643867599049,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[64]",0.188,0.471693318448745,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[65]",-1.304,-0.358690452869032,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[66]",0.254,-0.257377294397466,"-0.5","0","1","allall","ms","psi.sp"
"psi.sp[1]",-19.700791929291,-18.2282230037814,"-0.5","0","1","allall","ms","per_change"
"psi.sp[2]",4.97347323495225,20.5919237599766,"-0.5","0","1","allall","ms","per_change"
"psi.sp[3]",-11.2554319315087,-11.2803523073827,"-0.5","0","1","allall","ms","per_change"
"psi.sp[4]",1.10396546307062,-1.15038039884514,"-0.5","0","1","allall","ms","per_change"
"psi.sp[5]",-11.2643052855168,-5.21565960621335,"-0.5","0","1","allall","ms","per_change"
"psi.sp[6]",-4.71961388304436,-1.4889268495961,"-0.5","0","1","allall","ms","per_change"
"psi.sp[7]",-4.69486185988646,-18.7350649338482,"-0.5","0","1","allall","ms","per_change"
"psi.sp[8]",1.04519500530744,14.4378463035169,"-0.5","0","1","allall","ms","per_change"
"psi.sp[9]",11.4854217691402,19.0985035239715,"-0.5","0","1","allall","ms","per_change"
"psi.sp[10]",-15.0624509909782,7.88977982969463,"-0.5","0","1","allall","ms","per_change"
"psi.sp[11]",0.604043418484018,8.32832902899333,"-0.5","0","1","allall","ms","per_change"
"psi.sp[12]",-2.93938256959756,3.5337647181633,"-0.5","0","1","allall","ms","per_change"
"psi.sp[13]",1.62493750981062,-3.82389084218477,"-0.5","0","1","allall","ms","per_change"
"psi.sp[14]",-9.45916493578723,-7.35546610301554,"-0.5","0","1","allall","ms","per_change"
"psi.sp[15]",4.18168606331528,7.53991198420427,"-0.5","0","1","allall","ms","per_change"
"psi.sp[16]",-12.5819607881679,-12.8727005239419,"-0.5","0","1","allall","ms","per_change"
"psi.sp[17]",-7.87464063935177,-8.58952187549673,"-0.5","0","1","allall","ms","per_change"
"psi.sp[18]",6.20254408612343,1.4515459762668,"-0.5","0","1","allall","ms","per_change"
"psi.sp[19]",7.732744247808,24.8081427247063,"-0.5","0","1","allall","ms","per_change"
"psi.sp[20]",3.44559798855405,0.399670084345106,"-0.5","0","1","allall","ms","per_change"
"psi.sp[21]",-3.27719549042585,-7.89102259663271,"-0.5","0","1","allall","ms","per_change"
"psi.sp[22]",-6.46406540635751,-4.95185178653055,"-0.5","0","1","allall","ms","per_change"
"psi.sp[23]",-14.4272195022323,-4.03993130492523,"-0.5","0","1","allall","ms","per_change"
"psi.sp[24]",-14.0745641339017,-1.9276332369765,"-0.5","0","1","allall","ms","per_change"
"psi.sp[25]",5.30642542351393,14.4082956708948,"-0.5","0","1","allall","ms","per_change"
"psi.sp[26]",6.03260552677332,9.09730979979487,"-0.5","0","1","allall","ms","per_change"
"psi.sp[27]",-4.38688339313795,-11.4032414781095,"-0.5","0","1","allall","ms","per_change"
"psi.sp[28]",6.80970525236179,7.02200950981776,"-0.5","0","1","allall","ms","per_change"
"psi.sp[29]",-4.43297191654891,11.1991216552929,"-0.5","0","1","allall","ms","per_change"
"psi.sp[30]",-14.5510133010192,-3.46263084723642,"-0.5","0","1","allall","ms","per_change"
"psi.sp[31]",11.8951296531664,20.3125380629257,"-0.5","0","1","allall","ms","per_change"
"psi.sp[32]",-2.29385417301276,7.29230533065406,"-0.5","0","1","allall","ms","per_change"
"psi.sp[33]",1.68761917136973,-2.3337078695708,"-0.5","0","1","allall","ms","per_change"
"psi.sp[34]",2.13788951517991,5.1126404563471,"-0.5","0","1","allall","ms","per_change"
"psi.sp[35]",3.323894054713,-14.0990667318455,"-0.5","0","1","allall","ms","per_change"
"psi.sp[36]",5.39321192887161,11.32132894807,"-0.5","0","1","allall","ms","per_change"
"psi.sp[37]",1.05457576962799,3.63171745108095,"-0.5","0","1","allall","ms","per_change"
"psi.sp[38]",-5.69558391416103,-8.97671263054022,"-0.5","0","1","allall","ms","per_change"
"psi.sp[39]",2.28448043508348,16.5921367579962,"-0.5","0","1","allall","ms","per_change"
"psi.sp[40]",-9.72740027362963,-21.9246651639372,"-0.5","0","1","allall","ms","per_change"
"psi.sp[41]",4.07718815676115,15.4628062298492,"-0.5","0","1","allall","ms","per_change"
"psi.sp[42]",4.43799031219218,4.35147881551307,"-0.5","0","1","allall","ms","per_change"
"psi.sp[43]",-3.45036044654586,-10.6329109893792,"-0.5","0","1","allall","ms","per_change"
"psi.sp[44]",4.35403225221098,2.90678429263188,"-0.5","0","1","allall","ms","per_change"
"psi.sp[45]",-5.71701247941008,-5.72829063512056,"-0.5","0","1","allall","ms","per_change"
"psi.sp[46]",1.81382339450549,-9.88610797041546,"-0.5","0","1","allall","ms","per_change"
"psi.sp[47]",-2.46683569322051,-7.58503457111183,"-0.5","0","1","allall","ms","per_change"
"psi.sp[48]",-0.15243923221631,1.0308192029471,"-0.5","0","1","allall","ms","per_change"
"psi.sp[49]",0.493200438955038,8.96669925207993,"-0.5","0","1","allall","ms","per_change"
"psi.sp[50]",6.86573731489617,9.92556649893825,"-0.5","0","1","allall","ms","per_change"
"psi.sp[51]",-4.52331943003103,1.32617377667605,"-0.5","0","1","allall","ms","per_change"
"psi.sp[52]",11.1903048887841,16.6350239743037,"-0.5","0","1","allall","ms","per_change"
"psi.sp[53]",-10.4010669894038,5.4790610668333,"-0.5","0","1","allall","ms","per_change"
"psi.sp[54]",4.95899767424806,-9.51707022168785,"-0.5","0","1","allall","ms","per_change"
"psi.sp[55]",2.66401269640404,-1.1342160286776,"-0.5","0","1","allall","ms","per_change"
"psi.sp[56]",2.18150601381259,12.551860077451,"-0.5","0","1","allall","ms","per_change"
"psi.sp[57]",-4.41972487308348,4.54495176690479,"-0.5","0","1","allall","ms","per_change"
"psi.sp[58]",5.60331520944239,12.9400709939144,"-0.5","0","1","allall","ms","per_change"
"psi.sp[59]",-1.14695164161551,-14.2542763005869,"-0.5","0","1","allall","ms","per_change"
"psi.sp[60]",8.44911077193733,21.5040401454707,"-0.5","0","1","allall","ms","per_change"
"psi.sp[61]",8.33588304315412,15.5382026179125,"-0.5","0","1","allall","ms","per_change"
"psi.sp[62]",-5.76894423599566,-7.09980037272744,"-0.5","0","1","allall","ms","per_change"
"psi.sp[63]",-0.917064799522587,0.858613332857844,"-0.5","0","1","allall","ms","per_change"
"psi.sp[64]",2.35606237667286,1.53452832558362,"-0.5","0","1","allall","ms","per_change"
"psi.sp[65]",2.66916481183233,-8.58030948660898,"-0.5","0","1","allall","ms","per_change"
"psi.sp[66]",4.52619785644593,-1.87469620683072,"-0.5","0","1","allall","ms","per_change"
"psi.yr[1]",-0.262,0.106299238526514,"-1","0","1","allall","ms","psi.yr"
"psi.yr[2]",-0.251,-0.303678816357357,"-1","0","1","allall","ms","psi.yr"
"psi.yr[3]",-0.229,0.0613115721579531,"-1","0","1","allall","ms","psi.yr"
"psi.yr[4]",0.076,-0.307289964707517,"-1","0","1","allall","ms","psi.yr"
"psi.yr[5]",-0.094,-0.0601952253673221,"-1","0","1","allall","ms","psi.yr"
"psi.yr[6]",-0.256,-0.105655980889001,"-1","0","1","allall","ms","psi.yr"
"psi.yr[7]",-0.225,-0.1304189561362,"-1","0","1","allall","ms","psi.yr"
"psi.yr[8]",-0.19,-0.0113793555694785,"-1","0","1","allall","ms","psi.yr"
"psi.yr[9]",-0.082,-0.382871885136002,"-1","0","1","allall","ms","psi.yr"
"psi.yr[10]",-0.096,0.235316662403712,"-1","0","1","allall","ms","psi.yr"
"psi.yr[11]",-0.386,-0.332994487242401,"-1","0","1","allall","ms","psi.yr"
"psi.yr[12]",-0.098,-0.0927060802944771,"-1","0","1","allall","ms","psi.yr"
"psi.yr[13]",-0.111,-0.223184021008569,"-1","0","1","allall","ms","psi.yr"
"psi.yr[14]",-0.26,-0.15016380023869,"-1","0","1","allall","ms","psi.yr"
"psi.yr[15]",-0.172,0.417433309125669,"-1","0","1","allall","ms","psi.yr"
"psi.yr[16]",-0.142,0.00347912393865033,"-1","0","1","allall","ms","psi.yr"
"psi.yr[17]",-0.298,-0.257260106086865,"-1","0","1","allall","ms","psi.yr"
"psi.yr[18]",-0.417,-0.328121106883716,"-1","0","1","allall","ms","psi.yr"
"psi.yr[19]",0.178,0.0900374202545311,"-1","0","1","allall","ms","psi.yr"
"psi.yr[20]",0.102,-0.0037119665429276,"-1","0","1","allall","ms","psi.yr"
"psi.yr[21]",-0.114,-0.0636136749087689,"-1","0","1","allall","ms","psi.yr"
"psi.yr[22]",-0.137,-0.18587242949074,"-1","0","1","allall","ms","psi.yr"
"psi.yr[23]",-0.363,-0.297492062028297,"-1","0","1","allall","ms","psi.yr"
"psi.yr[24]",-0.152,-0.215038459323136,"-1","0","1","allall","ms","psi.yr"
"psi.yr[25]",-0.004,0.200005760742783,"-1","0","1","allall","ms","psi.yr"
"psi.yr[26]",-0.143,-0.124253338959365,"-1","0","1","allall","ms","psi.yr"
"psi.yr[27]",-0.141,-0.276885369476898,"-1","0","1","allall","ms","psi.yr"
"psi.yr[28]",0.128,0.373858124484716,"-1","0","1","allall","ms","psi.yr"
"psi.yr[29]",-0.165,0.0850200754744896,"-1","0","1","allall","ms","psi.yr"
"psi.yr[30]",-0.057,-0.0477294201826066,"-1","0","1","allall","ms","psi.yr"
"psi.yr[31]",0.037,0.211696609741804,"-1","0","1","allall","ms","psi.yr"
"psi.yr[32]",-0.217,0.177284530274987,"-1","0","1","allall","ms","psi.yr"
"psi.yr[33]",0.028,-0.123848609646229,"-1","0","1","allall","ms","psi.yr"
"psi.yr[34]",-0.091,0.441220492908094,"-1","0","1","allall","ms","psi.yr"
"psi.yr[35]",-0.036,-0.0510054060282031,"-1","0","1","allall","ms","psi.yr"
"psi.yr[36]",-0.05,-0.284898930042562,"-1","0","1","allall","ms","psi.yr"
"psi.yr[37]",-0.082,-0.0288799203908439,"-1","0","1","allall","ms","psi.yr"
"psi.yr[38]",-0.137,0.0415076678464689,"-1","0","1","allall","ms","psi.yr"
"psi.yr[39]",-0.06,0.461595679811872,"-1","0","1","allall","ms","psi.yr"
"psi.yr[40]",0.014,0.0211604735787423,"-1","0","1","allall","ms","psi.yr"
"psi.yr[41]",-0.147,0.0913997610846827,"-1","0","1","allall","ms","psi.yr"
"psi.yr[42]",-0.074,-0.0154305870713062,"-1","0","1","allall","ms","psi.yr"
"psi.yr[43]",-0.064,-0.0668001684733089,"-1","0","1","allall","ms","psi.yr"
"psi.yr[44]",0.067,-0.00694520566225524,"-1","0","1","allall","ms","psi.yr"
"psi.yr[45]",-0.108,0.157527921126032,"-1","0","1","allall","ms","psi.yr"
"psi.yr[46]",0.194,0.415049001730457,"-1","0","1","allall","ms","psi.yr"
"psi.yr[47]",0.216,0.205478487752754,"-1","0","1","allall","ms","psi.yr"
"psi.yr[48]",-0.102,0.241581679677341,"-1","0","1","allall","ms","psi.yr"
"psi.yr[49]",-0.376,-0.246264684311609,"-1","0","1","allall","ms","psi.yr"
"psi.yr[50]",0.193,0.196779114010676,"-1","0","1","allall","ms","psi.yr"
"psi.yr[51]",-0.059,0.0439849607321303,"-1","0","1","allall","ms","psi.yr"
"psi.yr[52]",-0.125,-0.293450005818449,"-1","0","1","allall","ms","psi.yr"
"psi.yr[53]",-0.013,0.104204548529628,"-1","0","1","allall","ms","psi.yr"
"psi.yr[54]",-0.094,-0.0317509209432032,"-1","0","1","allall","ms","psi.yr"
"psi.yr[55]",0.105,0.292917462393959,"-1","0","1","allall","ms","psi.yr"
"psi.yr[56]",-0.056,-0.153216399920933,"-1","0","1","allall","ms","psi.yr"
"psi.yr[57]",-0.179,-0.0860423507857093,"-1","0","1","allall","ms","psi.yr"
"psi.yr[58]",-0.203,-0.185221899475487,"-1","0","1","allall","ms","psi.yr"
"psi.yr[59]",-0.152,-0.0354207922873081,"-1","0","1","allall","ms","psi.yr"
"psi.yr[60]",-0.133,0.0804023558972676,"-1","0","1","allall","ms","psi.yr"
"psi.yr[61]",-0.198,-0.146349634623921,"-1","0","1","allall","ms","psi.yr"
"psi.yr[62]",-0.131,0.166074633596335,"-1","0","1","allall","ms","psi.yr"
"psi.yr[63]",-0.095,-0.241616557260893,"-1","0","1","allall","ms","psi.yr"
"psi.yr[64]",-0.131,-0.209596882561548,"-1","0","1","allall","ms","psi.yr"
"psi.yr[65]",-0.15,0.288231541368856,"-1","0","1","allall","ms","psi.yr"
"psi.yr[66]",-0.231,-0.20316949306093,"-1","0","1","allall","ms","psi.yr"
"psi.sp[1]",-1.901,-0.313226905371166,"-1","0","1","allall","ms","psi.sp"
"psi.sp[2]",-1.364,0.0918216621110411,"-1","0","1","allall","ms","psi.sp"
"psi.sp[3]",-0.884,-0.417814306205024,"-1","0","1","allall","ms","psi.sp"
"psi.sp[4]",0.896,0.797640401068896,"-1","0","1","allall","ms","psi.sp"
"psi.sp[5]",-0.44,0.16475388590768,"-1","0","1","allall","ms","psi.sp"
"psi.sp[6]",-1.091,-0.410234192059008,"-1","0","1","allall","ms","psi.sp"
"psi.sp[7]",0.843,0.243714526214243,"-1","0","1","allall","ms","psi.sp"
"psi.sp[8]",-0.219,0.369162352564609,"-1","0","1","allall","ms","psi.sp"
"psi.sp[9]",0.95,0.287890675826746,"-1","0","1","allall","ms","psi.sp"
"psi.sp[10]",-1.026,-0.152694193578178,"-1","0","1","allall","ms","psi.sp"
"psi.sp[11]",-0.912,0.755890584225424,"-1","0","1","allall","ms","psi.sp"
"psi.sp[12]",0.38,0.194921618205716,"-1","0","1","allall","ms","psi.sp"
"psi.sp[13]",-0.167,-0.310620290270902,"-1","0","1","allall","ms","psi.sp"
"psi.sp[14]",-1.087,-1.10734994358875,"-1","0","1","allall","ms","psi.sp"
"psi.sp[15]",-0.108,0.562465459071554,"-1","0","1","allall","ms","psi.sp"
"psi.sp[16]",-1.186,-0.0224668045076154,"-1","0","1","allall","ms","psi.sp"
"psi.sp[17]",-0.267,-0.00809513154947304,"-1","0","1","allall","ms","psi.sp"
"psi.sp[18]",-0.466,0.47191810534265,"-1","0","1","allall","ms","psi.sp"
"psi.sp[19]",1.009,0.410610597549044,"-1","0","1","allall","ms","psi.sp"
"psi.sp[20]",0.794,0.296950660608754,"-1","0","1","allall","ms","psi.sp"
"psi.sp[21]",-0.458,0.459488685804109,"-1","0","1","allall","ms","psi.sp"
"psi.sp[22]",0.905,0.391068150365533,"-1","0","1","allall","ms","psi.sp"
"psi.sp[23]",-0.383,0.0372824916825953,"-1","0","1","allall","ms","psi.sp"
"psi.sp[24]",-1.131,-0.994675847931686,"-1","0","1","allall","ms","psi.sp"
"psi.sp[25]",0.652,0.309912873947355,"-1","0","1","allall","ms","psi.sp"
"psi.sp[26]",0.615,-0.0280643697645004,"-1","0","1","allall","ms","psi.sp"
"psi.sp[27]",0.551,-0.0778977533526646,"-1","0","1","allall","ms","psi.sp"
"psi.sp[28]",-0.28,-0.735376191949637,"-1","0","1","allall","ms","psi.sp"
"psi.sp[29]",-0.263,-0.23907502755431,"-1","0","1","allall","ms","psi.sp"
"psi.sp[30]",-1.862,0.208970780099851,"-1","0","1","allall","ms","psi.sp"
"psi.sp[31]",-0.332,0.679339775764522,"-1","0","1","allall","ms","psi.sp"
"psi.sp[32]",-0.271,-0.0513938636714978,"-1","0","1","allall","ms","psi.sp"
"psi.sp[33]",0.835,0.193835805779685,"-1","0","1","allall","ms","psi.sp"
"psi.sp[34]",-1.499,-0.0269025202914526,"-1","0","1","allall","ms","psi.sp"
"psi.sp[35]",-1.424,-0.688529778414303,"-1","0","1","allall","ms","psi.sp"
"psi.sp[36]",0.449,-0.20749728164984,"-1","0","1","allall","ms","psi.sp"
"psi.sp[37]",-1.28,-0.197144976855175,"-1","0","1","allall","ms","psi.sp"
"psi.sp[38]",0.276,-0.0296566983555928,"-1","0","1","allall","ms","psi.sp"
"psi.sp[39]",-0.049,0.550012685991941,"-1","0","1","allall","ms","psi.sp"
