"var.names","mean","2.5%","97.5%","Rhat","actual.val","mu.psi.yr","mu.v.yr","r","case","sp"
"mu.psi.yr",0.925,0.792,1.06,1.031,1,"1","-0.5","1","detected","ms"
"sigma.psi.yr",0.273,0.166,0.397,1,0.2,"1","-0.5","1","detected","ms"
"mu.p",-0.183,-0.331,-0.025,1.337,-0.5,"1","-0.5","1","detected","ms"
"sigma.p.sp",0.597,0.498,0.721,0.999,NA,"1","-0.5","1","detected","ms"
"p.yr",-0.507,-0.623,-0.402,1.046,-0.5,"1","-0.5","1","detected","ms"
"sigma.p.site",1.207,1.162,1.253,1.004,1.5,"1","-0.5","1","detected","ms"
"per_chage_bci",41.5492218968652,35.4009186749357,48.7459395027424,NA,46.211715726001,"1","-0.5","1","detected","ms"
"mu.psi",-0.046,-0.151,0.079,1.099,0,"1","0","1","detected","ms"
"sigma.psi.sp",0.54,0.45,0.652,1.002,0.5,"1","0","1","detected","ms"
"mu.psi.yr",1.083,0.989,1.185,1.009,1,"1","0","1","detected","ms"
"sigma.psi.yr",0.224,0.125,0.344,1.007,0.2,"1","0","1","detected","ms"
"mu.p",-0.102,-0.245,0.033,1.028,-0.5,"1","0","1","detected","ms"
"sigma.p.sp",0.498,0.419,0.59,0.998,NA,"1","0","1","detected","ms"
"p.yr",-0.544,-0.688,-0.454,0.998,-0.5,"1","0","1","detected","ms"
"sigma.p.site",1.251,1.208,1.293,1.012,1.5,"1","0","1","detected","ms"
"per_chage_bci",51.1377920305998,45.2816504773614,56.8730938195882,NA,46.211715726001,"1","0","1","detected","ms"
"mu.psi",-0.059,-0.158,0.053,1.06,0,"-0.5","-0.5","10","detected","ms"
"sigma.psi.sp",0.546,0.447,0.692,1,0.5,"-0.5","-0.5","10","detected","ms"
"mu.psi.yr",-0.565,-0.658,-0.44,1.112,-0.5,"-0.5","-0.5","10","detected","ms"
"sigma.psi.yr",0.162,0.08,0.237,1.049,0.2,"-0.5","-0.5","10","detected","ms"
"mu.p",-0.237,-0.407,-0.067,1.366,-0.5,"-0.5","-0.5","10","detected","ms"
"sigma.p.sp",0.594,0.492,0.727,1.02,NA,"-0.5","-0.5","10","detected","ms"
"p.yr",-0.176,-0.322,-0.05,1.049,-0.5,"-0.5","-0.5","10","detected","ms"
"sigma.p.site",1.08,1.03,1.128,1.001,1.5,"-0.5","-0.5","10","detected","ms"
"per_chage_bci",-28.0602918747694,-32.5693955486183,-22.1092789525561,NA,-24.4918662403709,"-0.5","-0.5","10","detected","ms"
"mu.psi",0.024,-0.101,0.173,1.469,0,"-0.5","0","10","detected","ms"
"sigma.psi.sp",0.58,0.485,0.683,1.004,0.5,"-0.5","0","10","detected","ms"
"mu.psi.yr",-0.507,-0.605,-0.415,1.022,-0.5,"-0.5","0","10","detected","ms"
"sigma.psi.yr",0.193,0.104,0.277,1.203,0.2,"-0.5","0","10","detected","ms"
"mu.p",-0.222,-0.339,-0.07,1.091,-0.5,"-0.5","0","10","detected","ms"
"sigma.p.sp",0.493,0.41,0.605,1.023,NA,"-0.5","0","10","detected","ms"
"p.yr",-0.231,-0.354,-0.111,1.031,-0.5,"-0.5","0","10","detected","ms"
"sigma.p.site",1.087,1.034,1.13,0.999,1.5,"-0.5","0","10","detected","ms"
"per_chage_bci",-24.5829524341462,-29.1440079565684,-20.0422790584317,NA,-24.4918662403709,"-0.5","0","10","detected","ms"
"mu.psi",0.089,-0.059,0.212,1.009,0,"-1","-0.5","10","detected","ms"
"sigma.psi.sp",0.597,0.488,0.731,1.022,0.5,"-1","-0.5","10","detected","ms"
"mu.psi.yr",-1.056,-1.16,-0.953,1.003,-1,"-1","-0.5","10","detected","ms"
"sigma.psi.yr",0.21,0.138,0.303,1.001,0.2,"-1","-0.5","10","detected","ms"
"mu.p",-0.256,-0.384,-0.107,1.152,-0.5,"-1","-0.5","10","detected","ms"
"sigma.p.sp",0.493,0.406,0.606,1.003,NA,"-1","-0.5","10","detected","ms"
"p.yr",0.076,-0.073,0.208,1.009,-0.5,"-1","-0.5","10","detected","ms"
"sigma.p.site",1.13,1.082,1.173,1.016,1.5,"-1","-0.5","10","detected","ms"
"per_chage_bci",-47.2114855440207,-50.8948216946874,-43.2764657212867,NA,-46.211715726001,"-1","-0.5","10","detected","ms"
"mu.psi",0,-0.109,0.129,1.042,0,"-1","0","10","detected","ms"
"sigma.psi.sp",0.563,0.459,0.684,1.006,0.5,"-1","0","10","detected","ms"
"mu.psi.yr",-1.001,-1.089,-0.922,1.017,-1,"-1","0","10","detected","ms"
"sigma.psi.yr",0.203,0.129,0.297,1.009,0.2,"-1","0","10","detected","ms"
"mu.p",-0.157,-0.295,-0.005,1.07,-0.5,"-1","0","10","detected","ms"
"sigma.p.sp",0.514,0.43,0.625,1.003,NA,"-1","0","10","detected","ms"
"p.yr",-0.013,-0.135,0.114,1.01,-0.5,"-1","0","10","detected","ms"
"sigma.p.site",1.076,1.029,1.125,1,1.5,"-1","0","10","detected","ms"
"per_chage_bci",-46.222588559028,-49.7828684484361,-42.7847893651271,NA,-46.211715726001,"-1","0","10","detected","ms"
"mu.psi",0.013,-0.129,0.129,1.32,0,"0","-0.5","10","detected","ms"
"sigma.psi.sp",0.46,0.372,0.56,1.048,0.5,"0","-0.5","10","detected","ms"
"mu.psi.yr",-0.151,-0.27,-0.05,1.026,0,"0","-0.5","10","detected","ms"
"sigma.psi.yr",0.265,0.181,0.351,1.006,0.2,"0","-0.5","10","detected","ms"
"mu.p",-0.323,-0.462,-0.199,1.043,-0.5,"0","-0.5","10","detected","ms"
"sigma.p.sp",0.466,0.386,0.583,1.007,NA,"0","-0.5","10","detected","ms"
"p.yr",-0.239,-0.35,-0.122,1.006,-0.5,"0","-0.5","10","detected","ms"
"sigma.p.site",1.146,1.098,1.195,0.999,1.5,"0","-0.5","10","detected","ms"
"per_chage_bci",-7.48638624227479,-13.3537863653585,-2.48770039350275,NA,0,"0","-0.5","10","detected","ms"
"mu.psi",-0.057,-0.157,0.05,1.171,0,"0","0","10","detected","ms"
"sigma.psi.sp",0.451,0.368,0.561,1.011,0.5,"0","0","10","detected","ms"
"mu.psi.yr",-0.005,-0.091,0.097,0.999,0,"0","0","10","detected","ms"
"sigma.psi.yr",0.186,0.106,0.273,1.076,0.2,"0","0","10","detected","ms"
"mu.p",-0.185,-0.3,-0.009,1.378,-0.5,"0","0","10","detected","ms"
"sigma.p.sp",0.52,0.428,0.629,1.001,NA,"0","0","10","detected","ms"
"p.yr",-0.37,-0.474,-0.269,1.002,-0.5,"0","0","10","detected","ms"
"sigma.p.site",1.098,1.051,1.147,0.998,1.5,"0","0","10","detected","ms"
"per_chage_bci",-0.262340754821235,-4.73039522189527,5.02431852707675,NA,0,"0","0","10","detected","ms"
"mu.psi",0.133,0.026,0.236,1.046,0,"0.5","-0.5","10","detected","ms"
"sigma.psi.sp",0.483,0.393,0.568,1.002,0.5,"0.5","-0.5","10","detected","ms"
"mu.psi.yr",0.47,0.369,0.599,1.023,0.5,"0.5","-0.5","10","detected","ms"
"sigma.psi.yr",0.224,0.12,0.341,1.029,0.2,"0.5","-0.5","10","detected","ms"
"mu.p",-0.242,-0.407,-0.076,1.06,-0.5,"0.5","-0.5","10","detected","ms"
"sigma.p.sp",0.583,0.478,0.688,0.999,NA,"0.5","-0.5","10","detected","ms"
"p.yr",-0.401,-0.51,-0.271,1.039,-0.5,"0.5","-0.5","10","detected","ms"
"sigma.p.site",1.163,1.117,1.212,1.003,1.5,"0.5","-0.5","10","detected","ms"
"per_chage_bci",21.2294393344072,16.0848616347971,27.1238660727359,NA,24.4918662403709,"0.5","-0.5","10","detected","ms"
"mu.psi",0.026,-0.064,0.135,1.296,0,"0.5","0","10","detected","ms"
"sigma.psi.sp",0.467,0.383,0.571,1.016,0.5,"0.5","0","10","detected","ms"
"mu.psi.yr",0.596,0.5,0.694,1.01,0.5,"0.5","0","10","detected","ms"
"sigma.psi.yr",0.197,0.107,0.279,1.015,0.2,"0.5","0","10","detected","ms"
"mu.p",-0.079,-0.223,0.052,1.107,-0.5,"0.5","0","10","detected","ms"
"sigma.p.sp",0.506,0.422,0.612,1,NA,"0.5","0","10","detected","ms"
"p.yr",-0.533,-0.647,-0.419,1.02,-0.5,"0.5","0","10","detected","ms"
"sigma.p.site",1.19,1.146,1.235,1.026,1.5,"0.5","0","10","detected","ms"
"per_chage_bci",28.4757842913404,23.4881325782167,33.3359538807461,NA,24.4918662403709,"0.5","0","10","detected","ms"
"mu.psi",-0.038,-0.177,0.098,1.096,0,"1","-0.5","10","detected","ms"
"sigma.psi.sp",0.487,0.398,0.594,0.999,0.5,"1","-0.5","10","detected","ms"
"mu.psi.yr",1.079,0.97,1.204,1.026,1,"1","-0.5","10","detected","ms"
"sigma.psi.yr",0.281,0.189,0.382,1.025,0.2,"1","-0.5","10","detected","ms"
"mu.p",-0.196,-0.316,-0.101,1.17,-0.5,"1","-0.5","10","detected","ms"
"sigma.p.sp",0.555,0.464,0.651,1.004,NA,"1","-0.5","10","detected","ms"
"p.yr",-0.441,-0.541,-0.339,1.016,-0.5,"1","-0.5","10","detected","ms"
"sigma.p.site",1.168,1.123,1.217,1.001,1.5,"1","-0.5","10","detected","ms"
"per_chage_bci",50.7146931517557,43.9022935217312,59.5398712972501,NA,46.211715726001,"1","-0.5","10","detected","ms"
"mu.psi",0.057,-0.056,0.177,1.144,0,"1","0","10","detected","ms"
"sigma.psi.sp",0.495,0.408,0.614,1.004,0.5,"1","0","10","detected","ms"
"mu.psi.yr",0.985,0.885,1.098,1.001,1,"1","0","10","detected","ms"
"sigma.psi.yr",0.205,0.115,0.312,1.009,0.2,"1","0","10","detected","ms"
"mu.p",-0.167,-0.291,-0.03,1.388,-0.5,"1","0","10","detected","ms"
"sigma.p.sp",0.532,0.436,0.653,1.002,NA,"1","0","10","detected","ms"
"p.yr",-0.549,-0.64,-0.444,1.018,-0.5,"1","0","10","detected","ms"
"sigma.p.site",1.225,1.182,1.272,1.012,1.5,"1","0","10","detected","ms"
"per_chage_bci",43.7879222773208,37.9944816761611,48.9830657677913,NA,46.211715726001,"1","0","10","detected","ms"
"mu.psi",0.005,-0.103,0.132,1.013,0,"-0.5","-0.5","2","detected","ms"
"sigma.psi.sp",0.392,0.31,0.479,1.041,0.5,"-0.5","-0.5","2","detected","ms"
"mu.psi.yr",-0.528,-0.631,-0.434,1.044,-0.5,"-0.5","-0.5","2","detected","ms"
"sigma.psi.yr",0.223,0.133,0.317,1.001,0.2,"-0.5","-0.5","2","detected","ms"
"mu.p",-0.168,-0.317,-0.012,1.036,-0.5,"-0.5","-0.5","2","detected","ms"
"sigma.p.sp",0.55,0.443,0.691,1.003,NA,"-0.5","-0.5","2","detected","ms"
"p.yr",-0.178,-0.302,-0.054,1.034,-0.5,"-0.5","-0.5","2","detected","ms"
"sigma.p.site",1.157,1.11,1.206,1.004,1.5,"-0.5","-0.5","2","detected","ms"
"per_chage_bci",-25.7396475955851,-30.6412259247908,-21.394843592366,NA,-24.4918662403709,"-0.5","-0.5","2","detected","ms"
"mu.psi",-0.064,-0.22,0.085,1.171,0,"-0.5","0","2","detected","ms"
"sigma.psi.sp",0.579,0.478,0.706,1.012,0.5,"-0.5","0","2","detected","ms"
"mu.psi.yr",-0.552,-0.641,-0.469,1.015,-0.5,"-0.5","0","2","detected","ms"
"sigma.psi.yr",0.231,0.143,0.316,1.052,0.2,"-0.5","0","2","detected","ms"
"mu.p",-0.2,-0.36,-0.028,1.02,-0.5,"-0.5","0","2","detected","ms"
"sigma.p.sp",0.504,0.415,0.602,1.003,NA,"-0.5","0","2","detected","ms"
"p.yr",-0.091,-0.202,0.02,1.016,-0.5,"-0.5","0","2","detected","ms"
"sigma.p.site",1.109,1.062,1.158,1.019,1.5,"-0.5","0","2","detected","ms"
"per_chage_bci",-27.5150331183604,-31.8535407232743,-23.5196077915363,NA,-24.4918662403709,"-0.5","0","2","detected","ms"
"mu.psi",0.045,-0.11,0.173,1.07,0,"-1","-0.5","2","detected","ms"
"sigma.psi.sp",0.49,0.392,0.598,1.05,0.5,"-1","-0.5","2","detected","ms"
"mu.psi.yr",-1.099,-1.207,-1.008,1.011,-1,"-1","-0.5","2","detected","ms"
"sigma.psi.yr",0.142,0.034,0.239,1.412,0.2,"-1","-0.5","2","detected","ms"
"mu.p",-0.229,-0.388,-0.055,1.043,-0.5,"-1","-0.5","2","detected","ms"
"sigma.p.sp",0.64,0.522,0.766,0.998,NA,"-1","-0.5","2","detected","ms"
"p.yr",0.095,-0.075,0.256,1.019,-0.5,"-1","-0.5","2","detected","ms"
"sigma.p.site",1.095,1.043,1.148,0.998,1.5,"-1","-0.5","2","detected","ms"
"per_chage_bci",-49.4068161024806,-52.8822430055945,-45.9872859408101,NA,-46.211715726001,"-1","-0.5","2","detected","ms"
"mu.psi",-0.073,-0.19,0.069,1.181,0,"-1","0","2","detected","ms"
"sigma.psi.sp",0.505,0.41,0.609,1.012,0.5,"-1","0","2","detected","ms"
"mu.psi.yr",-1.048,-1.131,-0.954,1.029,-1,"-1","0","2","detected","ms"
"sigma.psi.yr",0.207,0.128,0.292,1.01,0.2,"-1","0","2","detected","ms"
"mu.p",-0.066,-0.217,0.095,1.087,-0.5,"-1","0","2","detected","ms"
"sigma.p.sp",0.433,0.351,0.541,1.003,NA,"-1","0","2","detected","ms"
"p.yr",-0.024,-0.144,0.106,1.029,-0.5,"-1","0","2","detected","ms"
"sigma.p.site",1.072,1.02,1.125,1.003,1.5,"-1","0","2","detected","ms"
"per_chage_bci",-48.933333872341,-52.565566652367,-45.3161571277713,NA,-46.211715726001,"-1","0","2","detected","ms"
"mu.psi",-0.044,-0.245,0.102,1.209,0,"0","-0.5","2","detected","ms"
"sigma.psi.sp",0.541,0.442,0.646,1.032,0.5,"0","-0.5","2","detected","ms"
"mu.psi.yr",0.032,-0.07,0.155,1.026,0,"0","-0.5","2","detected","ms"
"sigma.psi.yr",0.298,0.218,0.406,0.999,0.2,"0","-0.5","2","detected","ms"
"mu.p",-0.225,-0.385,-0.062,1.004,-0.5,"0","-0.5","2","detected","ms"
"sigma.p.sp",0.561,0.464,0.697,0.996,NA,"0","-0.5","2","detected","ms"
"p.yr",-0.378,-0.503,-0.232,1.015,-0.5,"0","-0.5","2","detected","ms"
"sigma.p.site",1.117,1.072,1.16,1.005,1.5,"0","-0.5","2","detected","ms"
"per_chage_bci",1.68101097557455,-3.51615913329426,7.9073803101198,NA,0,"0","-0.5","2","detected","ms"
"mu.psi",0.001,-0.134,0.171,1.343,0,"0","0","2","detected","ms"
"sigma.psi.sp",0.459,0.376,0.557,1.007,0.5,"0","0","2","detected","ms"
"mu.psi.yr",-0.026,-0.116,0.078,1.013,0,"0","0","2","detected","ms"
"sigma.psi.yr",0.186,0.128,0.259,1.027,0.2,"0","0","2","detected","ms"
"mu.p",-0.255,-0.425,-0.093,1.091,-0.5,"0","0","2","detected","ms"
"sigma.p.sp",0.525,0.435,0.648,1.011,NA,"0","0","2","detected","ms"
"p.yr",-0.275,-0.389,-0.149,1.008,-0.5,"0","0","2","detected","ms"
"sigma.p.site",1.138,1.093,1.19,0.997,1.5,"0","0","2","detected","ms"
"per_chage_bci",-1.2784940820612,-5.66992163432313,3.9924192009869,NA,0,"0","0","2","detected","ms"
"mu.psi",0.055,-0.064,0.165,1.028,0,"0.5","-0.5","2","detected","ms"
"sigma.psi.sp",0.463,0.373,0.568,1.004,0.5,"0.5","-0.5","2","detected","ms"
"mu.psi.yr",0.494,0.396,0.608,1.06,0.5,"0.5","-0.5","2","detected","ms"
"sigma.psi.yr",0.185,0.082,0.309,1.056,0.2,"0.5","-0.5","2","detected","ms"
"mu.p",-0.256,-0.383,-0.112,1.01,-0.5,"0.5","-0.5","2","detected","ms"
"sigma.p.sp",0.435,0.357,0.52,0.997,NA,"0.5","-0.5","2","detected","ms"
"p.yr",-0.416,-0.525,-0.316,1.05,-0.5,"0.5","-0.5","2","detected","ms"
"sigma.p.site",1.174,1.127,1.225,1.023,1.5,"0.5","-0.5","2","detected","ms"
"per_chage_bci",23.4170401232274,18.483419061552,29.303281404381,NA,24.4918662403709,"0.5","-0.5","2","detected","ms"
"mu.psi",-0.005,-0.157,0.12,1.229,0,"0.5","0","2","detected","ms"
"sigma.psi.sp",0.536,0.435,0.655,1.01,0.5,"0.5","0","2","detected","ms"
"mu.psi.yr",0.546,0.444,0.646,1,0.5,"0.5","0","2","detected","ms"
"sigma.psi.yr",0.236,0.148,0.346,1.017,0.2,"0.5","0","2","detected","ms"
"mu.p",-0.082,-0.206,0.03,1.159,-0.5,"0.5","0","2","detected","ms"
"sigma.p.sp",0.466,0.384,0.587,1.002,NA,"0.5","0","2","detected","ms"
"p.yr",-0.526,-0.625,-0.428,1.116,-0.5,"0.5","0","2","detected","ms"
"sigma.p.site",1.156,1.116,1.208,1.001,1.5,"0.5","0","2","detected","ms"
"per_chage_bci",26.73579942902,21.0110862071126,32.6764318491456,NA,24.4918662403709,"0.5","0","2","detected","ms"
"mu.psi",0.041,-0.087,0.2,1.712,0,"1","-0.5","2","detected","ms"
"sigma.psi.sp",0.54,0.435,0.659,1.028,0.5,"1","-0.5","2","detected","ms"
"mu.psi.yr",0.963,0.865,1.057,1.022,1,"1","-0.5","2","detected","ms"
"sigma.psi.yr",0.164,0.086,0.253,1.001,0.2,"1","-0.5","2","detected","ms"
"mu.p",-0.12,-0.252,0.024,1.156,-0.5,"1","-0.5","2","detected","ms"
"sigma.p.sp",0.426,0.347,0.517,1.003,NA,"1","-0.5","2","detected","ms"
"p.yr",-0.368,-0.485,-0.239,1.134,-0.5,"1","-0.5","2","detected","ms"
"sigma.p.site",1.2,1.157,1.243,1.004,1.5,"1","-0.5","2","detected","ms"
"per_chage_bci",43.4620248496211,37.1226433902137,49.4728903473452,NA,46.211715726001,"1","-0.5","2","detected","ms"
"mu.psi",-0.029,-0.141,0.11,1.084,0,"1","0","2","detected","ms"
"sigma.psi.sp",0.578,0.474,0.713,1.001,0.5,"1","0","2","detected","ms"
"mu.psi.yr",0.956,0.865,1.05,1.195,1,"1","0","2","detected","ms"
"sigma.psi.yr",0.141,0.033,0.232,1.012,0.2,"1","0","2","detected","ms"
"mu.p",-0.171,-0.331,-0.021,1.174,-0.5,"1","0","2","detected","ms"
"sigma.p.sp",0.561,0.469,0.681,1.004,NA,"1","0","2","detected","ms"
"p.yr",-0.539,-0.668,-0.421,1.083,-0.5,"1","0","2","detected","ms"
"sigma.p.site",1.182,1.14,1.225,1.006,1.5,"1","0","2","detected","ms"
"per_chage_bci",45.442123957114,38.8664649570079,52.1438933956192,NA,46.211715726001,"1","0","2","detected","ms"
"mu.psi",-0.013,-0.141,0.156,1.362,0,"-0.5","-0.5","3","detected","ms"
"sigma.psi.sp",0.535,0.445,0.659,1.005,0.5,"-0.5","-0.5","3","detected","ms"
"mu.psi.yr",-0.496,-0.582,-0.415,1.024,-0.5,"-0.5","-0.5","3","detected","ms"
"sigma.psi.yr",0.196,0.104,0.285,1.03,0.2,"-0.5","-0.5","3","detected","ms"
"mu.p",-0.238,-0.351,-0.113,1.003,-0.5,"-0.5","-0.5","3","detected","ms"
"sigma.p.sp",0.594,0.468,0.729,0.998,NA,"-0.5","-0.5","3","detected","ms"
"p.yr",-0.144,-0.283,-0.017,1.022,-0.5,"-0.5","-0.5","3","detected","ms"
"sigma.p.site",1.115,1.061,1.165,0.997,1.5,"-0.5","-0.5","3","detected","ms"
"per_chage_bci",-24.3954823244067,-28.2537521482599,-20.5278951867452,NA,-24.4918662403709,"-0.5","-0.5","3","detected","ms"
"mu.psi",-0.062,-0.172,0.098,1.26,0,"-0.5","0","3","detected","ms"
"sigma.psi.sp",0.603,0.502,0.733,0.998,0.5,"-0.5","0","3","detected","ms"
"mu.psi.yr",-0.559,-0.652,-0.475,1.038,-0.5,"-0.5","0","3","detected","ms"
"sigma.psi.yr",0.146,0.076,0.23,1.041,0.2,"-0.5","0","3","detected","ms"
"mu.p",-0.101,-0.212,-0.004,1.004,-0.5,"-0.5","0","3","detected","ms"
"sigma.p.sp",0.387,0.321,0.483,0.999,NA,"-0.5","0","3","detected","ms"
"p.yr",-0.117,-0.234,-0.001,0.998,-0.5,"-0.5","0","3","detected","ms"
"sigma.p.site",1.098,1.049,1.145,0.997,1.5,"-0.5","0","3","detected","ms"
"per_chage_bci",-27.8332226848522,-31.9444808103498,-23.9174915079382,NA,-24.4918662403709,"-0.5","0","3","detected","ms"
"mu.psi",-0.071,-0.196,0.048,1.012,0,"-1","-0.5","3","detected","ms"
"sigma.psi.sp",0.398,0.32,0.491,1.007,0.5,"-1","-0.5","3","detected","ms"
"mu.psi.yr",-1.091,-1.195,-0.994,1.029,-1,"-1","-0.5","3","detected","ms"
"sigma.psi.yr",0.199,0.115,0.281,1.015,0.2,"-1","-0.5","3","detected","ms"
"mu.p",-0.091,-0.241,0.068,1.072,-0.5,"-1","-0.5","3","detected","ms"
"sigma.p.sp",0.486,0.396,0.596,1.009,NA,"-1","-0.5","3","detected","ms"
"p.yr",0.068,-0.061,0.202,1.053,-0.5,"-1","-0.5","3","detected","ms"
"sigma.p.site",1.041,0.989,1.098,1.007,1.5,"-1","-0.5","3","detected","ms"
"per_chage_bci",-50.540944674825,-54.2414848330815,-47.1417792559461,NA,-46.211715726001,"-1","-0.5","3","detected","ms"
"mu.psi",0.122,-0.05,0.264,1.062,0,"-1","0","3","detected","ms"
"sigma.psi.sp",0.549,0.442,0.683,1.033,0.5,"-1","0","3","detected","ms"
"mu.psi.yr",-0.993,-1.071,-0.911,1.046,-1,"-1","0","3","detected","ms"
"sigma.psi.yr",0.107,0.02,0.202,1.282,0.2,"-1","0","3","detected","ms"
"mu.p",-0.194,-0.385,-0.044,1.1,-0.5,"-1","0","3","detected","ms"
"sigma.p.sp",0.539,0.448,0.649,1.003,NA,"-1","0","3","detected","ms"
"p.yr",-0.125,-0.24,0.001,1.086,-0.5,"-1","0","3","detected","ms"
"sigma.p.site",1.105,1.061,1.155,0.998,1.5,"-1","0","3","detected","ms"
"per_chage_bci",-44.356732530969,-47.4291491463642,-41.1909287923895,NA,-46.211715726001,"-1","0","3","detected","ms"
"mu.psi",-0.089,-0.219,0.065,1.156,0,"0","-0.5","3","detected","ms"
"sigma.psi.sp",0.491,0.4,0.602,1.01,0.5,"0","-0.5","3","detected","ms"
"mu.psi.yr",-0.058,-0.17,0.036,1.022,0,"0","-0.5","3","detected","ms"
"sigma.psi.yr",0.211,0.133,0.305,1.049,0.2,"0","-0.5","3","detected","ms"
"mu.p",-0.108,-0.296,0.053,1.07,-0.5,"0","-0.5","3","detected","ms"
"sigma.p.sp",0.507,0.407,0.614,1.014,NA,"0","-0.5","3","detected","ms"
"p.yr",-0.335,-0.451,-0.22,1.062,-0.5,"0","-0.5","3","detected","ms"
"sigma.p.site",1.136,1.094,1.181,0.996,1.5,"0","-0.5","3","detected","ms"
"per_chage_bci",-2.98045403689256,-8.41827974585866,1.89896816471816,NA,0,"0","-0.5","3","detected","ms"
"mu.psi",-0.049,-0.184,0.076,1.304,0,"0","0","3","detected","ms"
"sigma.psi.sp",0.471,0.384,0.58,1.005,0.5,"0","0","3","detected","ms"
"mu.psi.yr",0.002,-0.061,0.075,1.038,0,"0","0","3","detected","ms"
"sigma.psi.yr",0.09,0.021,0.209,1.53,0.2,"0","0","3","detected","ms"
"mu.p",-0.294,-0.41,-0.094,1.145,-0.5,"0","0","3","detected","ms"
"sigma.p.sp",0.571,0.462,0.71,1.001,NA,"0","0","3","detected","ms"
"p.yr",-0.286,-0.377,-0.184,1.02,-0.5,"0","0","3","detected","ms"
"sigma.p.site",1.157,1.115,1.201,1,1.5,"0","0","3","detected","ms"
"per_chage_bci",0.0888432261163992,-3.17782490187629,3.81984015176148,NA,0,"0","0","3","detected","ms"
"mu.psi",-0.015,-0.117,0.126,1.047,0,"0.5","-0.5","3","detected","ms"
"sigma.psi.sp",0.414,0.349,0.503,1.017,0.5,"0.5","-0.5","3","detected","ms"
"mu.psi.yr",0.487,0.401,0.565,1.088,0.5,"0.5","-0.5","3","detected","ms"
"sigma.psi.yr",0.122,0.009,0.228,1.23,0.2,"0.5","-0.5","3","detected","ms"
"mu.p",-0.161,-0.408,0.016,1.297,-0.5,"0.5","-0.5","3","detected","ms"
"sigma.p.sp",0.546,0.461,0.651,1.006,NA,"0.5","-0.5","3","detected","ms"
"p.yr",-0.417,-0.548,-0.302,1.018,-0.5,"0.5","-0.5","3","detected","ms"
"sigma.p.site",1.189,1.141,1.24,1.009,1.5,"0.5","-0.5","3","detected","ms"
"per_chage_bci",24.1214289397296,19.5171252622457,28.6023311828989,NA,24.4918662403709,"0.5","-0.5","3","detected","ms"
"mu.psi",-0.04,-0.141,0.085,1.061,0,"0.5","0","3","detected","ms"
"sigma.psi.sp",0.465,0.377,0.581,1.003,0.5,"0.5","0","3","detected","ms"
"mu.psi.yr",0.522,0.438,0.597,1.041,0.5,"0.5","0","3","detected","ms"
"sigma.psi.yr",0.136,0.045,0.205,1.037,0.2,"0.5","0","3","detected","ms"
"mu.p",-0.104,-0.259,0.022,1.091,-0.5,"0.5","0","3","detected","ms"
"sigma.p.sp",0.558,0.461,0.699,1.001,NA,"0.5","0","3","detected","ms"
"p.yr",-0.481,-0.582,-0.374,1.019,-0.5,"0.5","0","3","detected","ms"
"sigma.p.site",1.136,1.085,1.181,1.006,1.5,"0.5","0","3","detected","ms"
"per_chage_bci",26.1891492445701,21.4986510173699,31.5367452553817,NA,24.4918662403709,"0.5","0","3","detected","ms"
"mu.psi",0.027,-0.117,0.144,1.043,0,"1","-0.5","3","detected","ms"
"sigma.psi.sp",0.476,0.392,0.587,1.009,0.5,"1","-0.5","3","detected","ms"
"mu.psi.yr",1.114,1.026,1.215,1.046,1,"1","-0.5","3","detected","ms"
"sigma.psi.yr",0.1,0.016,0.217,1.253,0.2,"1","-0.5","3","detected","ms"
"mu.p",-0.17,-0.332,-0.033,1.019,-0.5,"1","-0.5","3","detected","ms"
"sigma.p.sp",0.49,0.401,0.607,0.996,NA,"1","-0.5","3","detected","ms"
"p.yr",-0.538,-0.651,-0.417,1.06,-0.5,"1","-0.5","3","detected","ms"
"sigma.p.site",1.174,1.124,1.23,1.017,1.5,"1","-0.5","3","detected","ms"
"per_chage_bci",49.5662031808108,44.4680219994392,56.7605901773689,NA,46.211715726001,"1","-0.5","3","detected","ms"
"mu.psi",0.028,-0.119,0.207,1.131,0,"1","0","3","detected","ms"
"sigma.psi.sp",0.538,0.449,0.657,0.997,0.5,"1","0","3","detected","ms"
"mu.psi.yr",0.959,0.863,1.061,1.021,1,"1","0","3","detected","ms"
"sigma.psi.yr",0.232,0.147,0.322,1.002,0.2,"1","0","3","detected","ms"
"mu.p",-0.207,-0.321,-0.075,1.058,-0.5,"1","0","3","detected","ms"
"sigma.p.sp",0.529,0.442,0.645,1.019,NA,"1","0","3","detected","ms"
"p.yr",-0.457,-0.545,-0.373,1.016,-0.5,"1","0","3","detected","ms"
"sigma.p.site",1.195,1.147,1.242,0.997,1.5,"1","0","3","detected","ms"
"per_chage_bci",43.7627801492321,37.0212081789584,51.0667622705543,NA,46.211715726001,"1","0","3","detected","ms"
"mu.psi",-0.061,-0.189,0.054,1.095,0,"-0.5","-0.5","4","detected","ms"
"sigma.psi.sp",0.478,0.394,0.592,1.011,0.5,"-0.5","-0.5","4","detected","ms"
"mu.psi.yr",-0.48,-0.57,-0.391,1.032,-0.5,"-0.5","-0.5","4","detected","ms"
"sigma.psi.yr",0.154,0.09,0.228,1.002,0.2,"-0.5","-0.5","4","detected","ms"
"mu.p",-0.112,-0.249,0.063,1.277,-0.5,"-0.5","-0.5","4","detected","ms"
